檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N10大觀_111學年度財務報告.pdf,111學年度,本年度,流動資產合計+非流動資產合計=資產總計,11812646,11812646,通過
N10大觀_111學年度財務報告.pdf,110學年度,前一年度,流動資產合計+非流動資產合計=資產總計,10628680,10628680,通過
N10大觀_111學年度財務報告.pdf,111學年度,本年度,流動負債合計+非流動負債合計=負債總額,10788177,10788177,通過
N10大觀_111學年度財務報告.pdf,111學年度,本年度,累積餘絀+本期餘絀=餘絀總額,1024469,1024469,通過
N10大觀_111學年度財務報告.pdf,111學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,11812646,11812646,通過
N10大觀_111學年度財務報告.pdf,110學年度,前一年度,流動負債合計+非流動負債合計=負債總額,9798177,9798177,通過
N10大觀_111學年度財務報告.pdf,110學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,830503,830503,通過
N10大觀_111學年度財務報告.pdf,110學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,10628680,10628680,通過
