檔案名稱,項目,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率
N10大觀_111學年度財務報告.pdf,收入,"$ 12,956,592","$ 15,112,403","$ 2,155,811",117,,,,
N10大觀_111學年度財務報告.pdf,教保費收入淨額,"12,956,592","12,325,429","(631,163)",95,,,,
N10大觀_111學年度財務報告.pdf,教保費收入,"12,956,592","12,450,187","(506,405)",96,,,,
N10大觀_111學年度財務報告.pdf,教保費收入（家長繳費）,"2,544,000","1,608,547","(935,453)",63,,,,
N10大觀_111學年度財務報告.pdf,教保費收入（政府學費差額補助）,"10,412,592","10,841,640","429,048",104,,,,
N10大觀_111學年度財務報告.pdf,教保費收入減項,,"(124,758)","(124,758)",,,,,
N10大觀_111學年度財務報告.pdf,五日未上課退費,,"(99,408)","(99,408)",,,,,
N10大觀_111學年度財務報告.pdf,轉學/轉出退費,,"(10,000)","(10,000)",,,,,
N10大觀_111學年度財務報告.pdf,政府學費差額補助退費,,"(15,350)","(15,350)",,,,,
N10大觀_111學年度財務報告.pdf,延後托育收入淨額,,"332,815","332,815",,,,,
N10大觀_111學年度財務報告.pdf,延後托育收入淨額,,"332,815","332,815",,,,,
N10大觀_111學年度財務報告.pdf,延後托育收入,,"332,815","332,815",,,,,
N10大觀_111學年度財務報告.pdf,利息收入,,"53,302","53,302",,,,,
N10大觀_111學年度財務報告.pdf,其他收入,,"2,400,857","2,400,857",,,,,
N10大觀_111學年度財務報告.pdf,支出,"12,630,048","14,918,437","2,288,389",118,,,,
N10大觀_111學年度財務報告.pdf,人事費,"9,654,182","8,970,981","(683,201)",93,,,,
N10大觀_111學年度財務報告.pdf,園長及教保服務人員薪資（含職務加給）,"6,063,162","5,855,222","(207,940)",97,,,,
N10大觀_111學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,289,250","1,257,564","(31,686)",98,,,,
N10大觀_111學年度財務報告.pdf,加班費,"729,768","330,120","(399,648)",45,,,,
N10大觀_111學年度財務報告.pdf,勞、健保費,"925,076","788,883","(136,193)",85,,,,
N10大觀_111學年度財務報告.pdf,保險費,"13,000","11,200","(1,800)",86,,,,
N10大觀_111學年度財務報告.pdf,勞退金提撥,"392,124","393,012",888,100,,,,
N10大觀_111學年度財務報告.pdf,自強活動,"13,000","13,000",,100,,,,
N10大觀_111學年度財務報告.pdf,健康檢查,"1,000","1,130",130,113,,,,
N10大觀_111學年度財務報告.pdf,代課費及廚工代班費,"173,340","266,388","93,048",154,,,,
N10大觀_111學年度財務報告.pdf,資遣費,"54,462","54,462",,100,,,,
N10大觀_111學年度財務報告.pdf,業務費,"799,400","607,365","(192,035)",76,,,,
N10大觀_111學年度財務報告.pdf,活動費,"115,000","123,186","8,186",107,,,,
N10大觀_111學年度財務報告.pdf,研習、進修,"26,000","26,000",,100,,,,
N10大觀_111學年度財務報告.pdf,水費,"32,000","12,299","(19,701)",38,,,,
N10大觀_111學年度財務報告.pdf,電費,"264,000","179,196","(84,804)",68,,,,
N10大觀_111學年度財務報告.pdf,瓦斯費,"34,000","16,195","(17,805)",48,,,,
N10大觀_111學年度財務報告.pdf,保全,"60,000","60,000",,100,,,,
N10大觀_111學年度財務報告.pdf,辦公文具,"24,000","19,398","(4,602)",81,,,,
N10大觀_111學年度財務報告.pdf,事務機器耗材,"65,000","47,755","(17,245)",73,,,,
N10大觀_111學年度財務報告.pdf,電話費（含網路）,"54,000","39,313","(14,687)",73,,,,
N10大觀_111學年度財務報告.pdf,郵資,"8,400","3,480","(4,920)",41,,,,
N10大觀_111學年度財務報告.pdf,文宣費（一般文宣）,"10,000","6,712","(3,288)",67,,,,
N10大觀_111學年度財務報告.pdf,文宣費（園刊）,"30,000","24,130","(5,870)",80,,,,
N10大觀_111學年度財務報告.pdf,攝影照片,"10,000",,"(10,000)",,,,,
N10大觀_111學年度財務報告.pdf,園務特支,"42,000","49,611","7,611",118,,,,
N10大觀_111學年度財務報告.pdf,差旅費,"25,000",90,"(24,910)",,,,,
N10大觀_111學年度財務報告.pdf,材料費,"1,597,420","1,596,789",(631),100,,,,
N10大觀_111學年度財務報告.pdf,教保材料費,"254,400","215,060","(39,340)",85,,,,
N10大觀_111學年度財務報告.pdf,日常消耗用品,"63,600","39,086","(24,514)",61,,,,
N10大觀_111學年度財務報告.pdf,藥品費,"7,420","6,518",(902),88,,,,
N10大觀_111學年度財務報告.pdf,餐點費,"1,272,000","1,336,125","64,125",105,,,,
N10大觀_111學年度財務報告.pdf,維護費,"143,000","62,802","(80,198)",44,,,,
N10大觀_111學年度財務報告.pdf,修繕費,"110,000","35,220","(74,780)",32,,,,
N10大觀_111學年度財務報告.pdf,園舍消毒、清潔,"25,000","26,250","1,250",105,,,,
N10大觀_111學年度財務報告.pdf,火險,"8,000","1,332","(6,668)",17,,,,
N10大觀_111學年度財務報告.pdf,修繕購置費,"148,400","145,300","(3,100)",98,,,,
N10大觀_111學年度財務報告.pdf,雜支,"47,964","4,422","(43,542)",9,,,,
