檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N10大觀_111學年度財務報告.pdf,5,餘絀總額,"1,024,469",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,負債及餘絀總計,"$ 11,812,646",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,應付帳款,"$ 6,000",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,其他應付款,"1,461,310",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,預收款項,"3,169,576",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,其他流動負債,,負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,流動負債合計,"4,636,886",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,資遣費準備,"188,031",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,業務發展準備,"3,116,000",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,應付代管財產,"1,541,530",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,應付購置財產,"315,730",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,非流動負債合計,"5,161,291",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,負債總額,"9,798,177",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,累積餘絀,"663,160",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,本期餘絀,"167,343",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,餘絀總額,"830,503",負債及淨值,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,負債及餘絀總計,"$ 10,628,680",負債及淨值,110學年度,前一年度,111年7月31日
