檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N10大觀_111學年度財務報告.pdf,5,現金及銀行存款,"$ 5,877,595",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,應收帳款淨額,,資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,其他應收款,"408,210",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,流動資產合計,"6,285,805",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,資遣費準備金,"242,493",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,業務發展準備金,"3,686,000",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,代管財產,"1,254,618",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,購置財產,"343,730",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,非流動資產合計,"5,526,841",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,資產總計,"$ 11,812,646",資產,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,現金及銀行存款,"$ 5,235,310",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,應收帳款淨額,"69,229",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,其他應收款,"162,850",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,流動資產合計,"5,467,389",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,資遣費準備金,"188,031",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,業務發展準備金,"3,116,000",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,代管財產,"1,541,530",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,購置財產,"315,730",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,非流動資產合計,"5,161,291",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,資產總計,"$ 10,628,680",資產,110學年度,前一年度,111年7月31日
N10大觀_111學年度財務報告.pdf,5,應付帳款,"$ 15,350",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,其他應付款,"1,714,664",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,預收款項,"3,530,455",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,其他流動負債,867,負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,流動負債合計,"5,261,336",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,資遣費準備,"242,493",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,業務發展準備,"3,686,000",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,應付代管財產,"1,254,618",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,應付購置財產,"343,730",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,非流動負債合計,"5,526,841",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,負債總額,"10,788,177",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,累積餘絀,"830,503",負債及淨值,111學年度,本年度,112年7月31日
N10大觀_111學年度財務報告.pdf,5,本期餘絀,"193,966",負債及淨值,111學年度,本年度,112年7月31日
