檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N10大觀_113學年度財務報告.pdf,5,現金及銀行存款,"$ 6,479,455",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,現金及銀行存款,"$ 7,036,258",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,應收帳款淨額,"24,220",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,應收帳款淨額,"8,000",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,其他應收款,"50,000",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,其他應收款,"441,715",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,預付款項,"1,750",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,預付款項,"41,298",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,流動資產合計,"6,555,425",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,流動資產合計,"7,527,271",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,資遣費準備金,"335,006",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,資遣費準備金,"242,493",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,業務發展準備金,"5,572,550",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,業務發展準備金,"3,686,000",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,代管財產,"1,260,719",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,代管財產,"1,380,766",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,購置財產,"475,505",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,購置財產,"393,010",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,非流動資產合計,"7,643,780",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,非流動資產合計,"5,702,269",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,資產總計,"$ 14,199,205",資產,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,資產總計,"$ 13,229,540",資產,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,應付帳款,$-,負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,應付帳款,"$ 4,676",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,其他應付款,"1,954,184",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,其他應付款,"1,688,944",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,預收款項,"3,338,598",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,預收款項,"3,718,185",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,其他流動負債,885,負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,其他流動負債,"97,997",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,流動負債合計,"5,293,667",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,流動負債合計,"5,509,802",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,資遣費準備,"335,006",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,資遣費準備,"298,187",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,業務發展準備,"5,572,550",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,業務發展準備,"3,862,650",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,應付代管財產,"1,260,719",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,應付代管財產,"1,380,766",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,應付購置財產,"475,505",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,應付購置財產,"393,010",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,非流動負債合計,"7,643,780",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,非流動負債合計,"5,934,613",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,負債總額,"12,937,447",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,負債總額,"11,444,415",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,累積餘絀,"1,785,125",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,累積餘絀,"1,024,469",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,本期餘絀,"(523,367)",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,本期餘絀,"760,656",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,餘絀總額,"1,261,758",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,餘絀總額,"1,785,125",負債及淨值,112學年度,前一年度,113年7月31日
N10大觀_113學年度財務報告.pdf,5,負債及餘絀總計,"$ 14,199,205",負債及淨值,113學年度,本年度,114年7月31日
N10大觀_113學年度財務報告.pdf,5,負債及餘絀總計,"$ 13,229,540",負債及淨值,112學年度,前一年度,113年7月31日
