檔案名稱,項目,113學年度預算數,113學年度決算數,113學年度決算與預算差異,113學年度執行率,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率
N10大觀_113學年度財務報告.pdf,收入,"$ 13,305,600","$ 17,552,976","$ 4,247,376",132,"$ 12,956,592","$ 16,776,062","$ 3,819,470",129
N10大觀_113學年度財務報告.pdf,教保費收入淨額,"13,305,600","13,218,109","(87,491)",99,"12,956,592","12,361,731","(594,861)",95
N10大觀_113學年度財務報告.pdf,教保費收入,"13,305,600","13,254,220","(51,380)",100,"12,956,592","12,476,283","(480,309)",96
N10大觀_113學年度財務報告.pdf,教保費收入(家長繳費),"2,400,000","1,200,000","(1,200,000)",50,"2,544,000","1,537,467","(1,006,533)",60
N10大觀_113學年度財務報告.pdf,教保費收入(政府學費差額補助),"10,905,600","12,054,220","1,148,620",111,"10,412,592","10,938,816","526,224",105
N10大觀_113學年度財務報告.pdf,教保費收入減項,,"(36,111)","(36,111)",,,"(114,552)","(114,552)",
N10大觀_113學年度財務報告.pdf,五日未上課退費,,"(22,668)","(22,668)",,,"(84,658)","(84,658)",
N10大觀_113學年度財務報告.pdf,轉學/轉出退費,,"(13,443)","(13,443)",,,"(25,218)","(25,218)",
N10大觀_113學年度財務報告.pdf,政府學費差額補助退費,,,,,,"(4,676)","(4,676)",
N10大觀_113學年度財務報告.pdf,延長照顧服務收入淨額,,"180,695","180,695",,,"334,160","334,160",
N10大觀_113學年度財務報告.pdf,延長照顧服務收入淨額,,"180,695","180,695",,,"334,160","334,160",
N10大觀_113學年度財務報告.pdf,延長照顧服務收入,,"186,155","186,155",,,"355,755","355,755",
N10大觀_113學年度財務報告.pdf,延長照顧服務收入退費,,"(5,460)","(5,460)",,,"(21,595)","(21,595)",
N10大觀_113學年度財務報告.pdf,利息收入,,"101,241","101,241",,,"84,148","84,148",
N10大觀_113學年度財務報告.pdf,其他收入,,"101,241","101,241",,,"3,996,023","3,996,023",
N10大觀_113學年度財務報告.pdf,支出,"13,213,905","18,076,343","4,862,438",137,"12,855,890","16,015,406","3,159,516",125
N10大觀_113學年度財務報告.pdf,人事費,"10,081,901","9,314,356","(767,545)",92,"9,880,024","8,924,216","(955,808)",90
N10大觀_113學年度財務報告.pdf,園長及教保服務人員薪資(含職務加給),"6,352,399","6,050,836","(301,563)",95,"6,207,775","5,946,584","(261,191)",96
N10大觀_113學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"1,332,626","1,330,553","(2,073)",100,"1,310,932","1,303,668","(7,264)",99
N10大觀_113學年度財務報告.pdf,加班費,"762,840","501,810","(261,030)",66,"746,304","331,326","(414,978)",
N10大觀_113學年度財務報告.pdf,勞、健保費,"966,910","843,294","(123,616)",87,"945,987","807,029","(138,958)",85
N10大觀_113學年度財務報告.pdf,保險費,"13,000","9,099","(3,901)",70,"13,000","8,352","(4,648)",64
N10大觀_113學年度財務報告.pdf,勞退金提撥,"409,860","376,679","(33,181)",92,"400,992","380,150","(20,842)",95
N10大觀_113學年度財務報告.pdf,自強活動,"13,000","13,000",,100,"13,000","13,000",,100
N10大觀_113學年度財務報告.pdf,健康檢查,"1,000","4,000","3,000",400,"13,000","4,800","(8,200)",37
N10大觀_113學年度財務報告.pdf,代課費及代班費,"173,340","128,159","(45,181)",74,"173,340","73,613","(99,727)",42
N10大觀_113學年度財務報告.pdf,資遺費,"56,926","56,926",,100,"55,694","55,694",,100
N10大觀_113學年度財務報告.pdf,業務費,"799,400","610,060","(189,340)",76,"799,400","628,248","(171,152)",79
N10大觀_113學年度財務報告.pdf,活動費,"115,000","122,048","7,048",106,"115,000","115,741",741,101
