檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N02山北_112學年度財務報告.pdf,5,現金及銀行存款,"$ 6,143,624",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,應收帳款淨額,"23,731",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,其他應收款,,資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,預付款項,,資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,其他流動資產,9,資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,流動資產合計,"6,167,364",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,資遣費準備金,"357,572",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,業務發展準備金,"6,910,098",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,代管財產,"687,929",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,購置財產,"101,679",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,非流動資產合計,"8,057,278",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,資產總計,"$ 14,224,642",資產,112學年度,本年度,113年7月31日
N02山北_112學年度財務報告.pdf,5,現金及銀行存款,"$ 5,870,141",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,應收帳款淨額,"7,050",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,其他應收款,"198,144",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,預付款項,"35,257",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,其他流動資產,,資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,流動資產合計,"6,110,592",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,資遣費準備金,"302,484",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,業務發展準備金,"5,076,723",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,代管財產,"594,922",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,購置財產,"88,129",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,非流動資產合計,"6,062,258",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,資產總計,"$ 12,172,850",資產,111學年度,前一年度,112年7月31日
N02山北_112學年度財務報告.pdf,5,應付帳款,"$ 6,491",負債及淨值,112學年度,本年度,113年7月31日
