檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N02山北_112學年度財務報告.pdf,112學年度,人事費,"$ 9,854,366","$ 9,157,815","$(696,551)",7,未超支
N02山北_112學年度財務報告.pdf,112學年度,人事費,"9,061,086","8,680,822","(380,264)",4,未超支
N02山北_112學年度財務報告.pdf,112學年度,加班費,"738,192","421,905","(316,287)",43,未超支
N02山北_112學年度財務報告.pdf,112學年度,資遣費,"55,088","55,088",,,
N02山北_112學年度財務報告.pdf,112學年度,業務費,"723,700","463,878","(259,822)",36,未超支
N02山北_112學年度財務報告.pdf,112學年度,活動費,"95,000","86,400","(8,600)",9,未超支
N02山北_112學年度財務報告.pdf,112學年度,研習、進修,"26,000","6,800","(19,200)",74,未超支
N02山北_112學年度財務報告.pdf,112學年度,水費,"26,000","10,743","(15,257)",59,未超支
N02山北_112學年度財務報告.pdf,112學年度,電費,"229,000","210,502","(18,498)",8,未超支
N02山北_112學年度財務報告.pdf,112學年度,瓦斯費,"32,000","13,620","(18,380)",57,未超支
N02山北_112學年度財務報告.pdf,112學年度,保全,"80,000","37,275","(42,725)",53,未超支
N02山北_112學年度財務報告.pdf,112學年度,辦公文具,"18,000","6,344","(11,656)",65,未超支
N02山北_112學年度財務報告.pdf,112學年度,事務機器耗材,"60,000","23,573","(36,427)",61,未超支
N02山北_112學年度財務報告.pdf,112學年度,電話費（含 ADSL）,"45,000","29,727","(15,273)",34,未超支
N02山北_112學年度財務報告.pdf,112學年度,郵資,"7,200","1,524","(5,676)",79,未超支
N02山北_112學年度財務報告.pdf,112學年度,文宣費（一般文宣）,"10,000",800,"(9,200)",92,未超支
N02山北_112學年度財務報告.pdf,112學年度,文宣費（園刊）,"27,500",-,"(27,500)",,
N02山北_112學年度財務報告.pdf,112學年度,攝影照片,"9,000","4,050","(4,950)",55,未超支
N02山北_112學年度財務報告.pdf,112學年度,園務特支,"39,000","32,520","(6,480)",17,未超支
N02山北_112學年度財務報告.pdf,112學年度,差旅費,"20,000",-,"(20,000)",,
N02山北_112學年度財務報告.pdf,112學年度,材料費,"1,572,300","1,219,134","(353,166)",22,未超支
N02山北_112學年度財務報告.pdf,112學年度,教保材料費,"216,000","109,184","(106,816)",49,未超支
N02山北_112學年度財務報告.pdf,112學年度,日常消耗用品,"54,000","31,019","(22,981)",43,未超支
N02山北_112學年度財務報告.pdf,112學年度,藥品費,"6,300","2,930","(3,370)",53,未超支
N02山北_112學年度財務報告.pdf,112學年度,餐點費,"1,296,000","1,076,001","(219,999)",17,未超支
N02山北_112學年度財務報告.pdf,112學年度,維護費,"118,000","81,966","(36,034)",31,未超支
N02山北_112學年度財務報告.pdf,112學年度,修繕購置費,"126,000","107,677","(18,323)",15,未超支
N02山北_112學年度財務報告.pdf,112學年度,公共事務管理費,"150,000","20,538","(129,462)",86,未超支
N02山北_112學年度財務報告.pdf,112學年度,雜支,"43,422","6,095","(37,327)",86,未超支
N02山北_112學年度財務報告.pdf,112學年度,行政管理費,"229,600","229,600",-,,未超支
N02山北_112學年度財務報告.pdf,112學年度,合 計,"$ 12,817,388","$ 11,286,703","$(1,530,685)",12,
