檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N02山北_112學年度財務報告.pdf,112學年度,本年度,流動資產合計+非流動資產合計=資產總計,14224642,14224642,通過
N02山北_112學年度財務報告.pdf,111學年度,前一年度,流動資產合計+非流動資產合計=資產總計,12172850,12172850,通過
N02山北_112學年度財務報告.pdf,112學年度,本年度,流動負債合計+非流動負債合計=負債總額,12386433,12386433,通過
N02山北_112學年度財務報告.pdf,112學年度,本年度,累積餘絀+本期餘絀=餘絀總額,1838209,1838209,通過
N02山北_112學年度財務報告.pdf,112學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,14224642,14224642,通過
N02山北_112學年度財務報告.pdf,111學年度,前一年度,流動負債合計+非流動負債合計=負債總額,9985801,9985801,通過
N02山北_112學年度財務報告.pdf,111學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,2187049,2187049,通過
N02山北_112學年度財務報告.pdf,111學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,12172850,12172850,通過
