檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N01安溪_113學年度財務報告.pdf,113學年度,本年度,流動資產合計+非流動資產合計=資產總計,26187977,26187977,通過
N01安溪_113學年度財務報告.pdf,112學年度,前一年度,流動資產合計+非流動資產合計=資產總計,24140447,24140447,通過
N01安溪_113學年度財務報告.pdf,113學年度,本年度,流動負債合計+非流動負債合計=負債總額,25705130,25705130,通過
N01安溪_113學年度財務報告.pdf,113學年度,本年度,累積餘絀+本期餘絀=餘絀總額,482847,482847,通過
N01安溪_113學年度財務報告.pdf,113學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,26187977,26187977,通過
N01安溪_113學年度財務報告.pdf,112學年度,前一年度,流動負債合計+非流動負債合計=負債總額,21668829,21668829,通過
N01安溪_113學年度財務報告.pdf,112學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,2471618,2471618,通過
N01安溪_113學年度財務報告.pdf,112學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,24140447,24140447,通過
