檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N01安溪_110學年度財務報告.pdf,7,109學年度,教保費收入,"10,346,071",109
N01安溪_110學年度財務報告.pdf,7,109學年度,教保費收入減項,"(928,865)",109
N01安溪_110學年度財務報告.pdf,7,109學年度,延後托育收入淨額,"94,320",109
N01安溪_110學年度財務報告.pdf,7,109學年度,利息收入,"26,512",109
N01安溪_110學年度財務報告.pdf,7,109學年度,其他收入,"523,036",109
N01安溪_110學年度財務報告.pdf,7,109學年度,收入合計,"10,061,074",109
N01安溪_110學年度財務報告.pdf,7,109學年度,人事費,"6,718,238",109
N01安溪_110學年度財務報告.pdf,7,109學年度,業務費,"250,735",109
N01安溪_110學年度財務報告.pdf,7,109學年度,材料費,"943,915",109
N01安溪_110學年度財務報告.pdf,7,109學年度,維護費,"17,192",109
N01安溪_110學年度財務報告.pdf,7,109學年度,修繕購置費,"42,647",109
N01安溪_110學年度財務報告.pdf,7,109學年度,雜支,"15,364",109
N01安溪_110學年度財務報告.pdf,7,109學年度,行政管理費,"124,680",109
N01安溪_110學年度財務報告.pdf,7,109學年度,業務發展費,"1,592,844",109
N01安溪_110學年度財務報告.pdf,7,109學年度,延後托育支出,"47,632",109
N01安溪_110學年度財務報告.pdf,7,109學年度,其他支出,"523,036",109
N01安溪_110學年度財務報告.pdf,7,109學年度,支出合計,"10,276,283",109
N01安溪_110學年度財務報告.pdf,7,109學年度,本期稅前餘絀,"(215,209)",109
N01安溪_110學年度財務報告.pdf,7,109學年度,所得稅費用,,109
N01安溪_110學年度財務報告.pdf,7,109學年度,本期稅後餘絀,"$(215,209)",109
