檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N07北大_113學年度財務報告.pdf,113學年度,本年度,流動資產合計+非流動資產合計=資產總計,12687968,12687968,通過
N07北大_113學年度財務報告.pdf,112學年度,前一年度,流動資產合計+非流動資產合計=資產總計,18129973,18129973,通過
N07北大_113學年度財務報告.pdf,113學年度,本年度,流動負債合計+非流動負債合計=負債總額,7938726,7938726,通過
N07北大_113學年度財務報告.pdf,113學年度,本年度,累積餘絀+本期餘絀=餘絀總額,4749242,4749242,通過
N07北大_113學年度財務報告.pdf,113學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,12687968,12687968,通過
N07北大_113學年度財務報告.pdf,112學年度,前一年度,流動負債合計+非流動負債合計=負債總額,16006698,16006698,通過
N07北大_113學年度財務報告.pdf,112學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,2123275,2123275,通過
N07北大_113學年度財務報告.pdf,112學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,18129973,18129973,通過
