檔案名稱,報告學年度,章節,內容
N07北大_113學年度財務報告.pdf,113學年度,關係人交易,"(一) 關係人之名稱及關係
關係人名稱：社團法人中華音樂舞蹈暨表演藝術教育協會，與本幼兒園之關係：本幼兒園之受託法人
(二) 與關係人之重大交易事項
1. 行政管理費
關係人名稱：社團法人中華音樂舞蹈暨表演藝術教育協會，113.8.1~114.7.31：$355,553，112.8.1~113.7.31：$303,307"
N07北大_113學年度財務報告.pdf,113學年度,質抵押資產,
N07北大_113學年度財務報告.pdf,113學年度,重大承諾事項及或有事項,
