檔案名稱,項目,113學年度預算數,113學年度決算數,113學年度決算與預算差異,113學年度執行率,112學年度預算數,112學年度決算數,112學年度決算與預算差異,112學年度執行率
N07北大_113學年度財務報告.pdf,收入,"$20,396,448","$29,145,666","$8,749,218",143,"$21,289,632","$23,797,554","$2,507,922",112
N07北大_113學年度財務報告.pdf,教保費收入淨額,"20,396,448","18,928,477","(1,467,971)",93,"21,289,632","20,440,250","(849,382)",96
N07北大_113學年度財務報告.pdf,教保費收入,"20,396,448","19,063,795","(1,332,653)",93,"21,289,632","20,772,125","(517,507)",98
N07北大_113學年度財務報告.pdf,教保費收入(家長繳費),"3,888,000","2,263,795","(1,624,205)",58,"4,368,000","2,715,395","(1,652,605)",62
N07北大_113學年度財務報告.pdf,教保費收入(政府學費差額補助),"16,508,448","16,800,000","291,552",102,"16,921,632","18,056,730","1,135,098",107
N07北大_113學年度財務報告.pdf,教保費收入減項,-,"(135,318)","(135,318)",,-,"(331,875)","(331,875)",
N07北大_113學年度財務報告.pdf,五日未上課退費,-,"(46,925)","(46,925)",,-,"(193,128)","(193,128)",
N07北大_113學年度財務報告.pdf,腸病毒退費,-,"(44,953)","(44,953)",,,,,
N07北大_113學年度財務報告.pdf,轉學/轉出退費,-,"(25,114)","(25,114)",,-,"(24,074)","(24,074)",
N07北大_113學年度財務報告.pdf,政府學費差額補助退費,-,"(18,326)","(18,326)",,-,"(114,673)","(114,673)",
N07北大_113學年度財務報告.pdf,延長照顧服務收入淨額,-,"337,990","337,990",,-,"418,145","418,145",
N07北大_113學年度財務報告.pdf,延長照顧服務收入淨額,-,"337,990","337,990",,-,"418,145","418,145",
N07北大_113學年度財務報告.pdf,延長照顧服務收入,-,"337,990","337,990",,-,"418,145","418,145",
N07北大_113學年度財務報告.pdf,利息收入,-,"197,821","197,821",,-,"125,882","125,882",
N07北大_113學年度財務報告.pdf,其他收入,-,"2,652,139","2,652,139",,-,"2,813,277","2,813,277",
N07北大_113學年度財務報告.pdf,其他收入-其它,-,"7,029,239","7,029,239",,,,,
N07北大_113學年度財務報告.pdf,支出,"21,442,200","25,409,886","3,967,686",119,"21,275,075","23,849,400","2,574,325",112
N07北大_113學年度財務報告.pdf,人事費,"17,082,193","17,915,419","833,226",105,"16,813,922","14,991,246","(1,822,676)",89
N07北大_113學年度財務報告.pdf,園長及教保服務人員薪資(含職務加給),"9,857,485","9,557,963","(299,522)",97,"9,626,113","8,951,272","(674,841)",93
N07北大_113學年度財務報告.pdf,學前特教師、社工人員、護理人員薪資,"536,463","701,808","165,345",131,"522,005","566,004","43,999",108
N07北大_113學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"2,687,351","2,648,022","(39,329)",99,"2,643,963","2,660,436","16,473",101
N07北大_113學年度財務報告.pdf,加班費,"1,298,304","630,725","(667,579)",49,"1,269,600","333,335","(936,265)",26
N07北大_113學年度財務報告.pdf,勞、健保費,"1,550,232","1,631,882","81,650",107,"1,609,459","1,466,280","(143,179)",91
N07北大_113學年度財務報告.pdf,保險費,"23,000","21,483","(1,517)",93,"23,000","22,195",(805),97
N07北大_113學年度財務報告.pdf,勞退金提撥,"697,668","748,631","50,963",107,"682,236","684,558","2,322",100
N07北大_113學年度財務報告.pdf,自強活動,"23,000","21,494","(1,506)",93,"23,000","22,986",(14),100
N07北大_113學年度財務報告.pdf,健康檢查,"23,000","23,072",72,100,"2,000",-,"(2,000)",
