檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N07北大_111學年度財務報告.pdf,5,現金及銀行存款,"$ 8,778,113",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,應收帳款淨額,"110,490",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,其他應收款,"1,472",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,預付款項,"42,920",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,流動資產合計,"8,932,995",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,資遣費準備金,"354,383",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,業務發展準備金,"4,087,000",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,代管財產,"2,329,996",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,購置財產,"491,345",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,非流動資產合計,"7,262,724",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,資產總計,"$ 16,195,719",資產,111學年度,本年度,112年7月31日
N07北大_111學年度財務報告.pdf,5,現金及銀行存款,"$ 6,036,334",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,應收帳款淨額,"2,351",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,其他應收款,"13,800",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,預付款項,"8,930",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,流動資產合計,"6,061,415",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,資遣費準備金,"261,769",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,業務發展準備金,"2,687,000",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,代管財產,"2,367,179",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,購置財產,"402,575",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,非流動資產合計,"5,718,523",資產,110學年度,前一年度,111年7月31日
N07北大_111學年度財務報告.pdf,5,資產總計,"$ 11,779,938",資產,110學年度,前一年度,111年7月31日
