檔案名稱,項目,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率
N07北大_111學年度財務報告.pdf,收入,"$ 21,289,632","$ 21,855,494","$ 565,862",103,"$ 14,736,600","$ 16,159,911","$ 1,423,311",110
N07北大_111學年度財務報告.pdf,教保費收入淨額,"21,289,632","20,083,259","(1,206,373)",94,"14,736,600","14,112,426","(624,174)",96
N07北大_111學年度財務報告.pdf,教保費收入,"21,289,632","20,293,031","(996,601)",95,"14,736,600","14,247,593","(489,007)",97
N07北大_111學年度財務報告.pdf,教保費收入(家長繳費),"4,368,000","2,629,114","(1,738,886)",60,"4,500,000","2,928,961","(1,571,039)",65
N07北大_111學年度財務報告.pdf,教保費收入(政府學費差額補助),"16,921,632","17,663,917","742,285",104,"10,236,600","11,318,632","1,082,032",111
N07北大_111學年度財務報告.pdf,教保費收入減項,,"(209,772)","(209,772)",,,"(135,167)","(135,167)",
N07北大_111學年度財務報告.pdf,五日未上課退費,,"(145,669)","(145,669)",,,"(128,619)","(128,619)",
N07北大_111學年度財務報告.pdf,轉學/轉出退費,,"(20,401)","(20,401)",,,"(6,548)","(6,548)",
N07北大_111學年度財務報告.pdf,政府學費差額補助退費,,"(43,702)","(43,702)",,,,,
N07北大_111學年度財務報告.pdf,延後托育收入淨額,,"291,910","291,910",,,"188,370","188,370",
N07北大_111學年度財務報告.pdf,延後托育收入淨額,,"291,910","291,910",,,"188,370","188,370",
N07北大_111學年度財務報告.pdf,延後托育收入,,"291,910","291,910",,,"188,370","188,370",
N07北大_111學年度財務報告.pdf,利息收入,,"67,581","67,581",,,"27,037","27,037",
N07北大_111學年度財務報告.pdf,其他收入,,"1,412,744","1,412,744",,,"1,832,078","1,832,078",
N07北大_111學年度財務報告.pdf,支出,"20,924,292","21,332,856","408,564",102,"14,356,393","14,636,905","280,512",102
N07北大_111學年度財務報告.pdf,人事費,"16,463,139","14,516,199","(1,946,940)",88,"10,473,539","9,226,416","(1,247,123)",88
N07北大_111學年度財務報告.pdf,園長及教保服務人員薪資(含職務加給),"9,394,761","8,668,599","(726,162)",92,"6,384,690","5,938,705","(445,985)",93
N07北大_111學年度財務報告.pdf,學前特教師、社工人員、護理人員薪資,"507,546","519,812","12,266",102,,,,
N07北大_111學年度財務報告.pdf,會計、總務、廚工、清潔薪資,"2,600,628","2,547,931","(52,697)",98,"1,619,366","1,535,215","(84,151)",95
N07北大_111學年度財務報告.pdf,加班費,"1,240,896","319,617","(921,279)",26,"794,496","194,872","(599,624)",25
N07北大_111學年度財務報告.pdf,勞、健保費,"1,573,088","1,469,410","(103,678)",93,"948,542","871,738","(76,804)",92
N07北大_111學年度財務報告.pdf,保險費,"23,000","19,369","(3,631)",84,"16,000","14,791","(1,209)",92
N07北大_111學年度財務報告.pdf,勞退金提撥,"666,816","664,268","(2,548)",100,"426,876","431,155","4,279",101
N07北大_111學年度財務報告.pdf,自強活動,"23,000","23,000",,100,"16,000","15,000","(1,000)",94
N07北大_111學年度財務報告.pdf,健康檢查,"23,000","26,478","3,478",115,"2,000","1,350",(650),68
N07北大_111學年度財務報告.pdf,代課費及廚工代班費,"317,790","165,101","(152,689)",52,"206,280","164,301","(41,979)",80
N07北大_111學年度財務報告.pdf,資遣費,"92,614","92,614",,100,"59,289","59,289",,100
N07北大_111學年度財務報告.pdf,業務費,"1,138,500","588,451","(550,049)",52,"899,400","685,944","(213,456)",76
N07北大_111學年度財務報告.pdf,活動費,"125,000","75,791","(49,209)",61,"115,000","104,803","(10,197)",91
N07北大_111學年度財務報告.pdf,研習、進修,"46,000","32,000","(14,000)",70,"32,000","32,000",,100
N07北大_111學年度財務報告.pdf,水費,"50,000","30,974","(19,026)",62,"38,000","80,249","42,249",211
N07北大_111學年度財務報告.pdf,電費,"444,000","245,591","(198,409)",55,"324,000","248,651","(75,349)",77
N07北大_111學年度財務報告.pdf,瓦斯費,"40,000","27,460","(12,540)",69,"36,000","21,760","(14,240)",60
N07北大_111學年度財務報告.pdf,保全,"120,000","24,000","(96,000)",20,"80,000","24,000","(56,000)",30
N07北大_111學年度財務報告.pdf,辦公文具,"38,000","23,489","(14,511)",62,"30,000","31,466","1,466",105
N07北大_111學年度財務報告.pdf,事務機器耗材,"80,000","76,440","(3,560)",96,"65,000","66,396","1,396",102
N07北大_111學年度財務報告.pdf,電話費(含網路),"63,000","28,805","(34,195)",46,"54,000","29,770","(24,230)",55
N07北大_111學年度財務報告.pdf,郵資,"9,000","5,757","(3,243)",64,"8,400","4,949","(3,451)",59
N07北大_111學年度財務報告.pdf,文宣費(一般文宣),"10,000",,"(10,000)",,"10,000",,"(10,000)",
N07北大_111學年度財務報告.pdf,文宣費(園刊),"32,500",,"(32,500)",,"30,000",,"(30,000)",
N07北大_111學年度財務報告.pdf,攝影照片,"11,000",,"(11,000)",,"10,000",,"(10,000)",
N07北大_111學年度財務報告.pdf,園務特支,"45,000","18,144","(26,856)",40,"42,000","41,900",(100),100
N07北大_111學年度財務報告.pdf,差旅費,"25,000",,"(25,000)",,"25,000",,"(25,000)",
N07北大_111學年度財務報告.pdf,材料費,"2,450,630","2,312,942","(137,688)",94,"2,260,500","1,973,721","(286,779)",87
N07北大_111學年度財務報告.pdf,教保材料費,"400,400","413,117","12,717",103,"360,000","362,540","2,540",101
N07北大_111學年度財務報告.pdf,日常消耗用品,"72,800","86,129","13,329",118,"90,000","89,766",(234),100
N07北大_111學年度財務報告.pdf,藥品費,"11,830","12,993","1,163",110,"10,500","8,175","(2,325)",78
N07北大_111學年度財務報告.pdf,餐點費,"1,965,600","1,800,703","(164,897)",92,"1,800,000","1,513,240","(286,760)",84
N07北大_111學年度財務報告.pdf,維護費,"190,000","191,755","1,755",101,"143,000","67,720","(75,280)",47
N07北大_111學年度財務報告.pdf,修繕費,"135,000","164,975","29,975",122,"110,000","41,325","(68,675)",38
N07北大_111學年度財務報告.pdf,園舍消毒、清潔,"45,000","23,214","(21,786)",52,"25,000","22,829","(2,171)",91
N07北大_111學年度財務報告.pdf,火險,"10,000","3,566","(6,434)",36,"8,000","3,566","(4,434)",45
N07北大_111學年度財務報告.pdf,修繕購置費,"254,800","227,960","(26,840)",89,"210,000","202,136","(7,864)",96
