檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N07北大_111學年度財務報告.pdf,111學年度,人事費,"16,463,139","14,516,199","(1,946,940)",12,未超支
N07北大_111學年度財務報告.pdf,111學年度,人事費,"15,129,629","14,103,968","(1,025,661)",7,未超支
N07北大_111學年度財務報告.pdf,111學年度,加班費,"1,240,896","319,617","(921,279)",74,未超支
N07北大_111學年度財務報告.pdf,111學年度,資遣費,"92,614","92,614",,,
N07北大_111學年度財務報告.pdf,111學年度,業務費,"1,138,500","588,451","(550,049)",48,未超支
N07北大_111學年度財務報告.pdf,111學年度,活動費,"125,000","75,791","(49,209)",39,未超支
N07北大_111學年度財務報告.pdf,111學年度,研習、進修,"46,000","32,000","(14,000)",30,未超支
N07北大_111學年度財務報告.pdf,111學年度,水費,"50,000","30,974","(19,026)",38,未超支
N07北大_111學年度財務報告.pdf,111學年度,電費,"444,000","245,591","(198,409)",45,未超支
N07北大_111學年度財務報告.pdf,111學年度,瓦斯費,"40,000","27,460","(12,540)",31,未超支
N07北大_111學年度財務報告.pdf,111學年度,保全,"120,000","24,000","(96,000)",80,未超支
N07北大_111學年度財務報告.pdf,111學年度,辦公文具,"38,000","23,489","(14,511)",38,未超支
N07北大_111學年度財務報告.pdf,111學年度,事務機器耗材,"80,000","76,440","(3,560)",4,未超支
N07北大_111學年度財務報告.pdf,111學年度,電話費(含網路),"63,000","28,805","(34,195)",54,未超支
N07北大_111學年度財務報告.pdf,111學年度,郵資,"9,000","5,757","(3,243)",36,未超支
N07北大_111學年度財務報告.pdf,111學年度,文宣費(一般文宣),"10,000",,"(10,000)",,
N07北大_111學年度財務報告.pdf,111學年度,文宣費(園刊),"32,500",,"(32,500)",,
N07北大_111學年度財務報告.pdf,111學年度,攝影照片,"11,000",,"(11,000)",,
N07北大_111學年度財務報告.pdf,111學年度,園務特支,"45,000","18,144","(26,856)",60,未超支
N07北大_111學年度財務報告.pdf,111學年度,差旅費,"25,000",,"(25,000)",,
N07北大_111學年度財務報告.pdf,111學年度,材料費,"2,450,630","2,312,942","(137,688)",6,未超支
N07北大_111學年度財務報告.pdf,111學年度,教保材料費,"400,400","413,117","12,717",3,於材料費總預算內相互勻支，仍有不足，經與業務費勻支後，已符合勻支規定
N07北大_111學年度財務報告.pdf,111學年度,日常消耗用品,"72,800","86,129","13,329",18,同上說明
N07北大_111學年度財務報告.pdf,111學年度,藥品費,"11,830","12,993","1,163",10,同上說明
N07北大_111學年度財務報告.pdf,111學年度,餐點費,"1,965,600","1,800,703","(164,897)",8,未超支
N07北大_111學年度財務報告.pdf,111學年度,維護費,"190,000","191,755","1,755",1,經與修繕購置費勻支後，已符合勻支規定
N07北大_111學年度財務報告.pdf,111學年度,修繕購置費,"254,800","227,960","(26,840)",11,未超支
N07北大_111學年度財務報告.pdf,111學年度,雜支,"68,310","30,268","(38,042)",56,未超支
N07北大_111學年度財務報告.pdf,111學年度,行政管理費,"358,913","358,913",,,未超支
N07北大_111學年度財務報告.pdf,111學年度,合計,"20,924,292","18,226,488","(2,697,804)",13,
