檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N01安溪_111學年度財務報告.pdf,5,現金及銀行存款,"$ 8,824,150",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,應收帳款淨額,"69,039",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,預付款項,"56,020",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,其他流動資產,"35,254",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,流動資產合計,"8,984,463",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,資遺費準備金,"638,981",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,業務發展準備金,"8,091,844",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,代管財產,"2,577,702",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,購置財產,"172,779",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,存出保證金,"3,600",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,非流動資產合計,"11,484,906",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,資產總計,"$ 20,469,369",資產,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,應付票據,"$ 17,853",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,其他應付款,"1,950,470",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,預收款項,"4,798,921",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,流動負債合計,"6,767,244",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,資遺費準備,"638,981",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,業務發展準備,"8,091,844",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,應付代管財產,"2,577,702",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,應付購置財產,"172,779",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,非流動負債合計,"11,481,306",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,負債總額,"18,248,550",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,累積餘絀,"1,570,947",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,本期餘絀,"649,872",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,餘絀總額,"2,220,819",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,負債及餘絀總計,"$ 20,469,369",負債及淨值,111學年度,本年度,112年7月31日
N01安溪_111學年度財務報告.pdf,5,現金及銀行存款,"$ 5,803,751",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,應收帳款淨額,"17,797",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,預付款項,"240,587",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,其他流動資產,"25,029",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,流動資產合計,"6,087,164",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,資遺費準備金,"564,718",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,業務發展準備金,"6,791,844",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,代管財產,"1,119,608",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,購置財產,"168,381",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,存出保證金,"3,600",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,非流動資產合計,"8,648,151",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,資產總計,"$ 14,735,315",資產,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,應付票據,"$ 17,087",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,其他應付款,"1,423,915",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,預收款項,"3,078,815",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,流動負債合計,"4,519,817",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,資遺費準備,"564,718",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,業務發展準備,"6,791,844",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,應付代管財產,"1,119,608",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,應付購置財產,"168,381",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,非流動負債合計,"8,644,551",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,負債總額,"13,164,368",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,累積餘絀,"1,352,390",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,本期餘絀,"218,557",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,餘絀總額,"1,570,947",負債及淨值,110學年度,前一年度,111年7月31日
N01安溪_111學年度財務報告.pdf,5,負債及餘絀總計,"$ 14,735,315",負債及淨值,110學年度,前一年度,111年7月31日
