檔案名稱,項目,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率
N01安溪_111學年度財務報告.pdf,資產費,"74,263","74,263",-,100,"44,678","44,678",-,100
N01安溪_111學年度財務報告.pdf,業務費,"883,400","401,715","(481,685)",45,"676,700","300,404","(376,296)",44
N01安溪_111學年度財務報告.pdf,活動費,"115,000","60,407","(54,593)",53,"95,000","36,885","(58,115)",39
N01安溪_111學年度財務報告.pdf,研習、進修,"36,000","2,800","(33,200)",8,"24,000",-,"(24,000)",-
N01安溪_111學年度財務報告.pdf,水費,"38,000","14,267","(23,733)",38,"26,000","6,410","(19,590)",25
N01安溪_111學年度財務報告.pdf,電費,"324,000","132,817","(191,183)",41,"204,000","80,699","(123,301)",40
N01安溪_111學年度財務報告.pdf,瓦斯費,"36,000","23,590","(12,410)",66,"32,000","14,850","(17,150)",46
N01安溪_111學年度財務報告.pdf,保全,"60,000","29,925","(30,075)",50,"60,000","24,000","(36,000)",40
N01安溪_111學年度財務報告.pdf,辦公文具,"30,000","3,085","(26,915)",10,"18,000","12,026","(5,974)",67
N01安溪_111學年度財務報告.pdf,事務機器耗材,"65,000","54,177","(10,823)",83,"60,000","50,284","(9,716)",84
N01安溪_111學年度財務報告.pdf,電話費(含網路),"54,000","35,601","(18,399)",66,"45,000","33,835","(11,165)",75
N01安溪_111學年度財務報告.pdf,郵資,"8,400","3,046","(5,354)",36,"7,200","2,415","(4,785)",34
N01安溪_111學年度財務報告.pdf,文宣費(一般文宣),"10,000",-,"(10,000)",-,"10,000",-,"(10,000)",-
N01安溪_111學年度財務報告.pdf,文宣費(圖刊),"30,000",-,"(30,000)",-,"27,500",-,"(27,500)",-
N01安溪_111學年度財務報告.pdf,攝影照片,"10,000",-,"(10,000)",-,"9,000",-,"(9,000)",-
N01安溪_111學年度財務報告.pdf,園務特支,"42,000","42,000",-,100,"39,000","39,000",-,100
N01安溪_111學年度財務報告.pdf,差旅費,"25,000",-,"(25,000)",-,"20,000",-,"(20,000)",-
N01安溪_111學年度財務報告.pdf,材料費,"2,049,520","2,084,531","35,011",102,"1,401,300","1,245,534","(155,766)",89
N01安溪_111學年度財務報告.pdf,教保材料費,"326,400","334,691","8,291",103,"216,000","177,602","(38,398)",82
N01安溪_111學年度財務報告.pdf,日常消耗用品,"81,600","69,960","(11,640)",86,"54,000","37,967","(16,033)",70
N01安溪_111學年度財務報告.pdf,藥品費,"9,520","4,868","(4,652)",51,"6,300","3,035","(3,265)",48
N01安溪_111學年度財務報告.pdf,餐點費,"1,632,000","1,675,012","43,012",103,"1,125,000","1,026,930","(98,070)",91
N01安溪_111學年度財務報告.pdf,維護費,"143,000","40,666","(102,334)",28,"118,000","105,476","(12,524)",89
N01安溪_111學年度財務報告.pdf,水電修繕,"110,000","22,590","(87,410)",21,"85,000","94,557","9,557",111
N01安溪_111學年度財務報告.pdf,園舍消毒、清潔,"25,000","17,337","(7,663)",69,"25,000","10,223","(14,777)",41
N01安溪_111學年度財務報告.pdf,火險,"8,000",739,"(7,261)",9,"8,000",696,"(7,304)",9
N01安溪_111學年度財務報告.pdf,修繕購置費,"190,400","58,005","(132,395)",30,"126,000","125,696",(304),100
N01安溪_111學年度財務報告.pdf,雜支,"53,004","21,679","(31,325)",41,"40,602","22,118","(18,484)",54
N01安溪_111學年度財務報告.pdf,行政管理費,"293,292","293,292",-,100,"124,680","124,680",-,100
N01安溪_111學年度財務報告.pdf,業務發展費,-,"1,300,000","1,300,000",-,-,"1,099,000","1,099,000",-
N01安溪_111學年度財務報告.pdf,延後托育支出,-,"202,057","202,057",-,-,"147,216","147,216",-
N01安溪_111學年度財務報告.pdf,其他支出,-,"801,623","801,623",-,-,"1,086,035","1,086,035",-
N01安溪_111學年度財務報告.pdf,呆帳損失,-,-,-,-,-,"46,686","46,686",-
N01安溪_111學年度財務報告.pdf,本期稅前餘絀,-,"649,872","649,872",-,"(65,144)","218,557","283,701",(335)
N01安溪_111學年度財務報告.pdf,所得稅費用,,,,,,,,
N01安溪_111學年度財務報告.pdf,本期稅後餘絀,$ -,"$ 649,872","$ 649,872",-,"$(65,144)","$ 218,557","$ 283,701",(335)
