園代碼,園名,學年度,資料表,指標,資料類別,數值,前一年數值,YoY變化額,YoY變化率,歷史均值,歷史標準差,移動平均_近3年,Zscore
N06,昌平,112,附表三,文宣費(園刊)-執行率,非收支,15.0,,,,15.0,,15.0,
N06,昌平,112,附表三,文宣費(園刊)-決算數,非收支,4543.0,,,,4543.0,,4543.0,
N06,昌平,111,附表三,文宣費(圖刊)-執行率,非收支,53.0,,,,53.0,,53.0,
N06,昌平,111,附表三,文宣費(圖刊)-決算數,非收支,15768.0,,,,15768.0,,15768.0,
N06,昌平,110,附表三,文宣費（一般文宣）-執行率,非收支,64.0,,,,64.0,,64.0,
N06,昌平,113,附表三,文宣費（一般文宣）-執行率,非收支,,,,,64.0,,64.0,
N06,昌平,110,附表三,文宣費（一般文宣）-決算數,非收支,6431.0,,,,6431.0,,6431.0,
N06,昌平,113,附表三,文宣費（一般文宣）-決算數,非收支,,,,,6431.0,,6431.0,
N06,昌平,110,附表三,文宣費（園刊）-執行率,非收支,13.0,,,,13.0,,13.0,
N06,昌平,110,附表三,文宣費（園刊）-決算數,非收支,3974.0,,,,3974.0,,3974.0,
N06,昌平,113,附表三,文宣費（圖刊）-執行率,非收支,37.0,,,,37.0,,37.0,
N06,昌平,113,附表三,文宣費（圖刊）-決算數,非收支,11019.0,,,,11019.0,,11019.0,
N06,昌平,110,附表三,日常消耗用品-執行率,非收支,98.0,,,,98.0,,98.0,
N06,昌平,111,附表三,日常消耗用品-執行率,非收支,88.0,98.0,-10.0,-0.10204081632653061,93.0,7.0710678118654755,93.0,-0.7071067811865475
N06,昌平,112,附表三,日常消耗用品-執行率,非收支,79.0,88.0,-9.0,-0.10227272727272728,88.33333333333333,9.504384952922166,88.33333333333333,-0.9820028733646519
N06,昌平,113,附表三,日常消耗用品-執行率,非收支,72.0,79.0,-7.0,-0.08860759493670886,84.25,11.26572974408079,79.66666666666667,-1.0873685307812717
N06,昌平,110,附表三,日常消耗用品-決算數,非收支,70276.0,,,,70276.0,,70276.0,
N06,昌平,111,附表三,日常消耗用品-決算數,非收支,63689.0,70276.0,-6587.0,-0.09373043428766578,66982.5,4657.712367675788,66982.5,-0.7071067811865476
N06,昌平,112,附表三,日常消耗用品-決算數,非收支,56524.0,63689.0,-7165.0,-0.11249980373376878,63496.333333333336,6878.024159112364,63496.333333333336,-1.0137116666122823
N06,昌平,113,附表三,日常消耗用品-決算數,非收支,48221.0,56524.0,-8303.0,-0.14689335503502937,59677.5,9480.08946863548,56144.666666666664,-1.208480156005215
N06,昌平,112,附表三,會計、總務、廚工、清潔薪資-執行率,非收支,82.0,,,,82.0,,82.0,
N06,昌平,113,附表三,會計、總務、廚工、清潔薪資-執行率,非收支,92.0,82.0,10.0,0.12195121951219512,87.0,7.0710678118654755,87.0,0.7071067811865475
N06,昌平,112,附表三,會計、總務、廚工、清潔薪資-決算數,非收支,1011121.0,,,,1011121.0,,1011121.0,
N06,昌平,113,附表三,會計、總務、廚工、清潔薪資-決算數,非收支,1158271.0,1011121.0,147150.0,0.14553154370248467,1084696.0,104050.76285160046,1084696.0,0.7071067811865476
N06,昌平,110,附表三,本期稅前餘絀-執行率,非收支,525.0,,,,525.0,,525.0,
N06,昌平,111,附表三,本期稅前餘絀-執行率,非收支,-69.0,525.0,-594.0,-1.1314285714285715,228.0,420.0214280248092,228.0,-0.7071067811865476
N06,昌平,112,附表三,本期稅前餘絀-執行率,非收支,-195.0,-69.0,-126.0,-1.826086956521739,87.0,384.51527928029077,87.0,-0.7333908824841192
N06,昌平,113,附表三,本期稅前餘絀-執行率,非收支,86.0,-195.0,281.0,1.441025641025641,86.75,313.95580899228474,-59.333333333333336,-0.0023888712312962195
N06,昌平,110,附表三,本期稅前餘絀-決算數,非收支,1642510.0,,,,1642510.0,,1642510.0,
N06,昌平,111,附表三,本期稅前餘絀-決算數,非收支,-67044.0,1642510.0,-1709554.0,-1.0408180163286678,787733.0,1208837.2262045871,787733.0,-0.7071067811865475
N06,昌平,112,附表三,本期稅前餘絀-決算數,非收支,187142.0,-67044.0,254186.0,3.7913310661655033,587536.0,922431.6972849534,587536.0,-0.4340635747649423
N06,昌平,113,附表三,本期稅前餘絀-決算數,非收支,-602513.0,187142.0,-789655.0,-4.2195498605337125,290023.75,959847.7204072095,-160805.0,-0.9298732820049276
N06,昌平,110,附表三,本期稅後餘絀-執行率,非收支,515.0,,,,515.0,,515.0,
N06,昌平,111,附表三,本期稅後餘絀-執行率,非收支,-69.0,515.0,-584.0,-1.133980582524272,223.0,412.95036021294374,223.0,-0.7071067811865476
N06,昌平,112,附表三,本期稅後餘絀-執行率,非收支,-195.0,-69.0,-126.0,-1.826086956521739,83.66666666666667,378.8209779478076,83.66666666666667,-0.735615720587312
N06,昌平,113,附表三,本期稅後餘絀-執行率,非收支,86.0,-195.0,281.0,1.441025641025641,84.25,309.30823353627903,-59.333333333333336,0.005657786667986453
N06,昌平,110,附表三,本期稅後餘絀-決算數,非收支,1611855.0,,,,1611855.0,,1611855.0,
N06,昌平,111,附表三,本期稅後餘絀-決算數,非收支,,1611855.0,,,1611855.0,,1611855.0,
N06,昌平,112,附表三,本期稅後餘絀-決算數,非收支,187142.0,,,,899498.5,1007424.2235446296,899498.5,-0.7071067811865476
N06,昌平,113,附表三,本期稅後餘絀-決算數,非收支,,187142.0,,,899498.5,1007424.2235446296,187142.0,
N06,昌平,110,附表三,材料費-執行率,非收支,81.0,,,,81.0,,81.0,
N06,昌平,111,附表三,材料費-執行率,非收支,87.0,81.0,6.0,0.07407407407407407,84.0,4.242640687119285,84.0,0.7071067811865476
N06,昌平,112,附表三,材料費-執行率,非收支,89.0,87.0,2.0,0.022988505747126436,85.66666666666667,4.163331998932264,85.66666666666667,0.8006407690254348
N06,昌平,113,附表三,材料費-執行率,非收支,84.0,89.0,-5.0,-0.056179775280898875,85.25,3.499999999999999,86.66666666666667,-0.3571428571428572
N06,昌平,110,附表三,材料費-決算數,非收支,1462619.0,,,,1462619.0,,1462619.0,
N06,昌平,111,附表三,材料費-決算數,非收支,1575211.0,1462619.0,112592.0,0.0769797192570314,1518915.0,79614.56670735576,1518915.0,0.7071067811865476
N06,昌平,112,附表三,材料費-決算數,非收支,1602786.0,1575211.0,27575.0,0.01750559131443343,1546872.0,74256.4553624801,1546872.0,0.7529850398468106
N06,昌平,113,附表三,材料費-決算數,非收支,1638179.0,1602786.0,35393.0,0.022082174413801968,1569698.75,75896.3514993749,1605392.0,0.9022864557667706
N06,昌平,110,附表三,業務發展費-執行率,非收支,,,,,,,,
N06,昌平,111,附表三,業務發展費-執行率,非收支,,,,,,,,
N06,昌平,112,附表三,業務發展費-執行率,非收支,,,,,,,,
N06,昌平,113,附表三,業務發展費-執行率,非收支,,,,,,,,
N06,昌平,110,附表三,業務發展費-決算數,非收支,613100.0,,,,613100.0,,613100.0,
N06,昌平,111,附表三,業務發展費-決算數,非收支,1382600.0,613100.0,769500.0,1.2550970477899202,997850.0,544118.6681230483,997850.0,0.7071067811865476
N06,昌平,112,附表三,業務發展費-決算數,非收支,2039112.0,1382600.0,656512.0,0.47483870967741937,1344937.3333333333,713751.6468501725,1344937.3333333333,0.9725717197712956
N06,昌平,113,附表三,業務發展費-決算數,非收支,1783086.0,2039112.0,-256026.0,-0.12555759565928698,1454474.5,622592.3003429559,1734932.6666666667,0.5278116992757281
N06,昌平,112,附表三,業務費-執行率,非收支,63.0,,,,63.0,,63.0,
N06,昌平,113,附表三,業務費-執行率,非收支,61.0,63.0,-2.0,-0.031746031746031744,62.0,1.4142135623730951,62.0,-0.7071067811865475
N06,昌平,112,附表三,業務費-決算數,非收支,514283.0,,,,514283.0,,514283.0,
N06,昌平,113,附表三,業務費-決算數,非收支,501842.0,514283.0,-12441.0,-0.024190961007849763,508062.5,8797.115464741837,508062.5,-0.7071067811865476
N06,昌平,112,附表三,水費-執行率,非收支,23.0,,,,23.0,,23.0,
N06,昌平,113,附表三,水費-執行率,非收支,29.0,23.0,6.0,0.2608695652173913,26.0,4.242640687119285,26.0,0.7071067811865476
N06,昌平,112,附表三,水費-決算數,非收支,7400.0,,,,7400.0,,7400.0,
N06,昌平,113,附表三,水費-決算數,非收支,9348.0,7400.0,1948.0,0.2632432432432432,8374.0,1377.4440097513946,8374.0,0.7071067811865476
N06,昌平,110,附表三,水電修繕-執行率,非收支,39.0,,,,39.0,,39.0,
N06,昌平,111,附表三,水電修繕-執行率,非收支,38.0,39.0,-1.0,-0.02564102564102564,38.5,0.7071067811865476,38.5,-0.7071067811865475
N06,昌平,110,附表三,水電修繕-決算數,非收支,42388.0,,,,42388.0,,42388.0,
N06,昌平,111,附表三,水電修繕-決算數,非收支,41843.0,42388.0,-545.0,-0.012857412475228838,42115.5,385.3731957466684,42115.5,-0.7071067811865476
N06,昌平,112,附表三,活動費-執行率,非收支,59.0,,,,59.0,,59.0,
N06,昌平,113,附表三,活動費-執行率,非收支,48.0,59.0,-11.0,-0.1864406779661017,53.5,7.7781745930520225,53.5,-0.7071067811865476
N06,昌平,112,附表三,活動費-決算數,非收支,68241.0,,,,68241.0,,68241.0,
N06,昌平,113,附表三,活動費-決算數,非收支,55090.0,68241.0,-13151.0,-0.1927140575313961,61665.5,9299.161279384287,61665.5,-0.7071067811865475
N06,昌平,110,附表三,火險-執行率,非收支,10.0,,,,10.0,,10.0,
N06,昌平,111,附表三,火險-執行率,非收支,9.0,10.0,-1.0,-0.1,9.5,0.7071067811865476,9.5,-0.7071067811865475
N06,昌平,112,附表三,火險-執行率,非收支,9.0,9.0,0.0,0.0,9.333333333333334,0.5773502691896258,9.333333333333334,-0.5773502691896267
N06,昌平,113,附表三,火險-執行率,非收支,9.0,9.0,0.0,0.0,9.25,0.5000000000000001,9.0,-0.4999999999999999
N06,昌平,110,附表三,火險-決算數,非收支,800.0,,,,800.0,,800.0,
N06,昌平,111,附表三,火險-決算數,非收支,720.0,800.0,-80.0,-0.1,760.0,56.568542494923804,760.0,-0.7071067811865475
N06,昌平,112,附表三,火險-決算數,非收支,720.0,720.0,0.0,0.0,746.6666666666666,46.18802153517005,746.6666666666666,-0.5773502691896251
N06,昌平,113,附表三,火險-決算數,非收支,720.0,720.0,0.0,0.0,740.0,39.99999999999999,720.0,-0.5000000000000001
N06,昌平,111,附表三,瓦斯費-執行率,非收支,62.0,,,,62.0,,62.0,
N06,昌平,112,附表三,瓦斯費-執行率,非收支,64.0,62.0,2.0,0.03225806451612903,63.0,1.4142135623730951,63.0,0.7071067811865475
N06,昌平,113,附表三,瓦斯費-執行率,非收支,67.0,64.0,3.0,0.046875,64.33333333333333,2.516611478423585,64.33333333333333,1.0596258856520362
N06,昌平,111,附表三,瓦斯費-決算數,非收支,21050.0,,,,21050.0,,21050.0,
N06,昌平,112,附表三,瓦斯費-決算數,非收支,21900.0,21050.0,850.0,0.040380047505938245,21475.0,601.0407640085654,21475.0,0.7071067811865476
N06,昌平,113,附表三,瓦斯費-決算數,非收支,22700.0,21900.0,800.0,0.0365296803652968,21883.333333333332,825.1262529657713,21883.333333333332,0.9897475249773027
N06,昌平,112,附表三,研習、進修-執行率,非收支,29.0,,,,29.0,,29.0,
N06,昌平,113,附表三,研習、進修-執行率,非收支,22.0,29.0,-7.0,-0.2413793103448276,25.5,4.949747468305833,25.5,-0.7071067811865476
N06,昌平,112,附表三,研習、進修-決算數,非收支,7550.0,,,,7550.0,,7550.0,
N06,昌平,113,附表三,研習、進修-決算數,非收支,5600.0,7550.0,-1950.0,-0.2582781456953642,6575.0,1378.8582233137677,6575.0,-0.7071067811865476
N06,昌平,110,附表三,維護費-執行率,非收支,38.0,,,,38.0,,38.0,
N06,昌平,111,附表三,維護費-執行率,非收支,51.0,38.0,13.0,0.34210526315789475,44.5,9.192388155425117,44.5,0.7071067811865476
N06,昌平,112,附表三,維護費-執行率,非收支,73.0,51.0,22.0,0.43137254901960786,54.0,17.69180601295413,54.0,1.0739434959940208
N06,昌平,113,附表三,維護費-執行率,非收支,50.0,73.0,-23.0,-0.3150684931506849,53.0,14.583095236151571,58.0,-0.20571764439712248
N06,昌平,110,附表三,維護費-決算數,非收支,54588.0,,,,54588.0,,54588.0,
N06,昌平,111,附表三,維護費-決算數,非收支,73263.0,54588.0,18675.0,0.34210815563860186,63925.5,13205.219138658775,63925.5,0.7071067811865476
N06,昌平,112,附表三,維護費-決算數,非收支,104233.0,73263.0,30970.0,0.42272361219169297,77361.33333333333,25074.962778304045,77361.33333333333,1.0716533023098727
N06,昌平,113,附表三,維護費-決算數,非收支,70966.0,104233.0,-33267.0,-0.3191599589381482,75762.5,20721.83013957342,82820.66666666667,-0.2314708675678171
N06,昌平,112,附表三,腸病毒退費-執行率,非收支,,,,,,,,
N06,昌平,113,附表三,腸病毒退費-執行率,非收支,,,,,,,,
N06,昌平,112,附表三,腸病毒退費-決算數,非收支,-40065.0,,,,-40065.0,,-40065.0,
N06,昌平,113,附表三,腸病毒退費-決算數,非收支,-7285.0,-40065.0,32780.0,0.8181704729814052,-23675.0,23178.960287295027,-23675.0,0.7071067811865476
N06,昌平,112,附表三,自強活動-執行率,非收支,100.0,,,,100.0,,100.0,
N06,昌平,113,附表三,自強活動-執行率,非收支,73.0,100.0,-27.0,-0.27,86.5,19.091883092036785,86.5,-0.7071067811865475
N06,昌平,112,附表三,自強活動-決算數,非收支,13000.0,,,,13000.0,,13000.0,
N06,昌平,113,附表三,自強活動-決算數,非收支,9552.0,13000.0,-3448.0,-0.2652307692307692,11276.0,2438.104181531216,11276.0,-0.7071067811865475
N06,昌平,110,附表三,藥品費-執行率,非收支,10.0,,,,10.0,,10.0,
N06,昌平,111,附表三,藥品費-執行率,非收支,16.0,10.0,6.0,0.6,13.0,4.242640687119285,13.0,0.7071067811865476
N06,昌平,112,附表三,藥品費-執行率,非收支,19.0,16.0,3.0,0.1875,15.0,4.58257569495584,15.0,0.8728715609439696
N06,昌平,113,附表三,藥品費-執行率,非收支,47.0,19.0,28.0,1.4736842105263157,23.0,16.431676725154983,27.333333333333332,1.460593486680443
N06,昌平,110,附表三,藥品費-決算數,非收支,878.0,,,,878.0,,878.0,
N06,昌平,111,附表三,藥品費-決算數,非收支,1308.0,878.0,430.0,0.489749430523918,1093.0,304.05591591021545,1093.0,0.7071067811865475
N06,昌平,112,附表三,藥品費-決算數,非收支,1577.0,1308.0,269.0,0.20565749235474007,1254.3333333333333,352.5767056022467,1254.3333333333333,0.9151672856988957
N06,昌平,113,附表三,藥品費-決算數,非收支,3672.0,1577.0,2095.0,1.3284717818642993,1858.75,1242.6389593656452,2185.6666666666665,1.4591929428364665
N06,昌平,110,附表三,行政管理費-執行率,非收支,100.0,,,,100.0,,100.0,
N06,昌平,111,附表三,行政管理費-執行率,非收支,100.0,100.0,0.0,0.0,100.0,0.0,100.0,
N06,昌平,112,附表三,行政管理費-執行率,非收支,100.0,100.0,0.0,0.0,100.0,0.0,100.0,
N06,昌平,113,附表三,行政管理費-執行率,非收支,100.0,100.0,0.0,0.0,100.0,0.0,100.0,
N06,昌平,110,附表三,行政管理費-決算數,非收支,262780.0,,,,262780.0,,262780.0,
N06,昌平,111,附表三,行政管理費-決算數,非收支,262780.0,262780.0,0.0,0.0,262780.0,0.0,262780.0,
N06,昌平,112,附表三,行政管理費-決算數,非收支,262780.0,262780.0,0.0,0.0,262780.0,0.0,262780.0,
N06,昌平,113,附表三,行政管理費-決算數,非收支,277604.0,262780.0,14824.0,0.05641220793058833,266486.0,7412.0,267721.3333333333,1.5
N06,昌平,112,附表三,資遣費-執行率,非收支,100.0,,,,100.0,,100.0,
N06,昌平,113,附表三,資遣費-執行率,非收支,100.0,100.0,0.0,0.0,100.0,0.0,100.0,
N06,昌平,112,附表三,資遣費-決算數,非收支,50969.0,,,,50969.0,,50969.0,
N06,昌平,113,附表三,資遣費-決算數,非收支,52154.0,50969.0,1185.0,0.023249426121760286,51561.5,837.9215357060588,51561.5,0.7071067811865476
N06,昌平,112,附表三,轉學/轉出退費-執行率,非收支,,,,,,,,
N06,昌平,113,附表三,轉學/轉出退費-執行率,非收支,,,,,,,,
N06,昌平,112,附表三,轉學/轉出退費-決算數,非收支,-2000.0,,,,-2000.0,,-2000.0,
N06,昌平,113,附表三,轉學/轉出退費-決算數,非收支,,-2000.0,,,-2000.0,,-2000.0,
N06,昌平,111,附表三,辦公文具-執行率,非收支,111.0,,,,111.0,,111.0,
N06,昌平,112,附表三,辦公文具-執行率,非收支,55.0,111.0,-56.0,-0.5045045045045045,83.0,39.59797974644666,83.0,-0.7071067811865476
N06,昌平,113,附表三,辦公文具-執行率,非收支,41.0,55.0,-14.0,-0.2545454545454545,69.0,37.04051835490427,69.0,-0.7559289460184544
N06,昌平,111,附表三,辦公文具-決算數,非收支,26617.0,,,,26617.0,,26617.0,
N06,昌平,112,附表三,辦公文具-決算數,非收支,13180.0,26617.0,-13437.0,-0.5048277416688582,19898.5,9501.393818803639,19898.5,-0.7071067811865476
N06,昌平,113,附表三,辦公文具-決算數,非收支,9813.0,13180.0,-3367.0,-0.2554628224582701,16536.666666666668,8890.669959757439,16536.666666666668,-0.7562609676324221
N06,昌平,110,附表三,郵資-執行率,非收支,91.0,,,,91.0,,91.0,
N06,昌平,111,附表三,郵資-執行率,非收支,34.0,91.0,-57.0,-0.6263736263736264,62.5,40.30508652763321,62.5,-0.7071067811865476
N06,昌平,112,附表三,郵資-執行率,非收支,15.0,34.0,-19.0,-0.5588235294117647,46.666666666666664,39.55165398985652,46.666666666666664,-0.8006407690254357
N06,昌平,113,附表三,郵資-執行率,非收支,15.0,15.0,0.0,0.0,38.75,35.96641952340173,21.333333333333332,-0.6603381797442178
N06,昌平,110,附表三,郵資-決算數,非收支,7652.0,,,,7652.0,,7652.0,
N06,昌平,111,附表三,郵資-決算數,非收支,2873.0,7652.0,-4779.0,-0.6245426032409828,5262.5,3379.2633072905105,5262.5,-0.7071067811865476
N06,昌平,112,附表三,郵資-決算數,非收支,1228.0,2873.0,-1645.0,-0.5725722241559346,3917.6666666666665,3336.980721150983,3917.6666666666665,-0.806018041883968
N06,昌平,113,附表三,郵資-決算數,非收支,1261.0,1228.0,33.0,0.02687296416938111,3253.5,3031.1872811380913,1787.3333333333333,-0.6573331883511647
N06,昌平,110,附表三,雜支-執行率,非收支,47.0,,,,47.0,,47.0,
N06,昌平,111,附表三,雜支-執行率,非收支,25.0,47.0,-22.0,-0.46808510638297873,36.0,15.556349186104045,36.0,-0.7071067811865476
N06,昌平,112,附表三,雜支-執行率,非收支,39.0,25.0,14.0,0.56,37.0,11.135528725660043,37.0,0.1796053020267749
N06,昌平,113,附表三,雜支-執行率,非收支,17.0,39.0,-22.0,-0.5641025641025641,32.0,13.515423288475528,27.0,-1.1098431532507278
N06,昌平,110,附表三,雜支-決算數,非收支,23313.0,,,,23313.0,,23313.0,
N06,昌平,111,附表三,雜支-決算數,非收支,12058.0,23313.0,-11255.0,-0.4827778492686484,17685.5,7958.486822254592,17685.5,-0.7071067811865476
N06,昌平,112,附表三,雜支-決算數,非收支,19288.0,12058.0,7230.0,0.5996019240338365,18219.666666666668,5703.048161582833,18219.666666666668,0.18732672477323517
N06,昌平,113,附表三,雜支-決算數,非收支,8140.0,19288.0,-11148.0,-0.5779759435918705,15699.75,6861.712049481529,13162.0,-1.101729414683208
N06,昌平,111,附表三,電話費(含網路)-執行率,非收支,75.0,,,,75.0,,75.0,
N06,昌平,112,附表三,電話費(含網路)-執行率,非收支,83.0,75.0,8.0,0.10666666666666667,79.0,5.656854249492381,79.0,0.7071067811865475
N06,昌平,111,附表三,電話費(含網路)-決算數,非收支,40511.0,,,,40511.0,,40511.0,
N06,昌平,112,附表三,電話費(含網路)-決算數,非收支,44649.0,40511.0,4138.0,0.10214509639357211,42580.0,2926.007860549934,42580.0,0.7071067811865475
N06,昌平,113,附表三,電話費（含ADSL）-執行率,非收支,72.0,,,,72.0,,72.0,
N06,昌平,113,附表三,電話費（含ADSL）-決算數,非收支,38690.0,,,,38690.0,,38690.0,
N06,昌平,110,附表三,電話費（含網路）-執行率,非收支,98.0,,,,98.0,,98.0,
N06,昌平,110,附表三,電話費（含網路）-決算數,非收支,52770.0,,,,52770.0,,52770.0,
N06,昌平,112,附表三,電費-執行率,非收支,85.0,,,,85.0,,85.0,
N06,昌平,113,附表三,電費-執行率,非收支,89.0,85.0,4.0,0.047058823529411764,87.0,2.8284271247461903,87.0,0.7071067811865475
N06,昌平,112,附表三,電費-決算數,非收支,225174.0,,,,225174.0,,225174.0,
N06,昌平,113,附表三,電費-決算數,非收支,235339.0,225174.0,10165.0,0.04514286729373729,230256.5,7187.740430761256,230256.5,0.7071067811865475
N06,昌平,110,附表三,餐點費-執行率,非收支,90.0,,,,90.0,,90.0,
N06,昌平,111,附表三,餐點費-執行率,非收支,94.0,90.0,4.0,0.044444444444444446,92.0,2.8284271247461903,92.0,0.7071067811865475
N06,昌平,112,附表三,餐點費-執行率,非收支,94.0,94.0,0.0,0.0,92.66666666666667,2.309401076758502,92.66666666666667,0.577350269189624
N06,昌平,113,附表三,餐點費-執行率,非收支,87.0,94.0,-7.0,-0.07446808510638298,91.25,3.4034296427770236,91.66666666666667,-1.2487403725296988
N06,昌平,110,附表三,餐點費-決算數,非收支,1291154.0,,,,1291154.0,,1291154.0,
N06,昌平,111,附表三,餐點費-決算數,非收支,1348401.0,1291154.0,57247.0,0.04433785590254919,1319777.5,40479.741902586284,1319777.5,0.7071067811865476
N06,昌平,112,附表三,餐點費-決算數,非收支,1349716.0,1348401.0,1315.0,0.0009752291788570314,1329757.0,33437.64365202787,1329757.0,0.5969021085249098
N06,昌平,113,附表三,餐點費-決算數,非收支,1401480.0,1349716.0,51764.0,0.038351771780137454,1347687.75,45071.401031215646,1366532.3333333333,1.1934896357613656
N06,昌平,112,附表二,事務機器耗材-差異率,非收支,-33.0,,,,-33.0,,-33.0,
N06,昌平,113,附表二,事務機器耗材-差異率,非收支,-43.0,-33.0,-10.0,-0.30303030303030304,-38.0,7.0710678118654755,-38.0,-0.7071067811865475
N06,昌平,112,附表二,事務機器耗材-決算數,非收支,43521.0,,,,43521.0,,43521.0,
N06,昌平,113,附表二,事務機器耗材-決算數,非收支,36930.0,43521.0,-6591.0,-0.15144413041979735,40225.5,4660.540794800535,40225.5,-0.7071067811865475
N06,昌平,110,附表二,五日未上課退費-差異率,非收支,,,,,,,,
N06,昌平,111,附表二,五日未上課退費-差異率,非收支,,,,,,,,
N06,昌平,110,附表二,五日未上課退費-決算數,非收支,-87620.0,,,,-87620.0,,-87620.0,
N06,昌平,111,附表二,五日未上課退費-決算數,非收支,-99799.0,-87620.0,-12179.0,-0.13899794567450355,-93709.5,8611.853488070963,-93709.5,-0.7071067811865475
N06,昌平,110,附表二,人事費-差異率,非收支,83.0,,,,83.0,,83.0,
N06,昌平,111,附表二,人事費-差異率,非收支,88.0,83.0,5.0,0.060240963855421686,85.5,3.5355339059327378,85.5,0.7071067811865475
N06,昌平,112,附表二,人事費-差異率,非收支,-24.0,88.0,-112.0,-1.2727272727272727,49.0,63.26926584053272,49.0,-1.153798752525328
N06,昌平,112,附表二,人事費-差異率,非收支,-20.0,88.0,-108.0,-1.2272727272727273,31.75,62.12017922275069,14.666666666666666,-0.8330626319417838
N06,昌平,113,附表二,人事費-差異率,非收支,-13.0,-24.0,11.0,0.4583333333333333,22.8,57.3994773495369,-19.0,-0.6236990588258176
N06,昌平,113,附表二,人事費-差異率,非收支,-13.0,-20.0,7.0,0.35,16.833333333333332,53.37945922044046,-15.333333333333334,-0.5588916367648276
N06,昌平,113,附表二,人事費-差異率,非收支,-9.0,-24.0,15.0,0.625,13.142857142857142,49.69717822783828,-11.666666666666666,-0.44555562171643864
N06,昌平,113,附表二,人事費-差異率,非收支,-9.0,-20.0,11.0,0.55,10.375,46.671917221631865,-10.333333333333334,-0.4151318641570594
N06,昌平,110,附表二,人事費-決算數,非收支,7099629.0,,,,7099629.0,,7099629.0,
N06,昌平,111,附表二,人事費-決算數,非收支,7770536.0,7099629.0,670907.0,0.09449888156127595,7435082.5,474402.889245523,7435082.5,0.7071067811865476
N06,昌平,112,附表二,人事費-決算數,非收支,6839375.0,7770536.0,-931161.0,-0.11983227411854215,7236513.333333333,480435.4197125075,7236513.333333333,-0.8266216790822386
N06,昌平,112,附表二,人事費-決算數,非收支,6606757.0,7770536.0,-1163779.0,-0.1497681755801659,7079074.25,503017.9468497288,7072222.666666667,-0.9389669950306956
N06,昌平,113,附表二,人事費-決算數,非收支,7955962.0,6839375.0,1116587.0,0.163258631088367,7254451.8,586137.1139585855,7134031.333333333,1.1968363430566973
N06,昌平,113,附表二,人事費-決算數,非收支,7955962.0,6606757.0,1349205.0,0.20421592621009066,7371370.166666667,597381.6199647983,7506227.0,0.9785902575438813
N06,昌平,113,附表二,人事費-決算數,非收支,7653031.0,6839375.0,813656.0,0.1189664260257699,7411607.428571428,555626.30782354,7854985.0,0.4345070923194029
N06,昌平,113,附表二,人事費-決算數,非收支,7653031.0,6606757.0,1046274.0,0.15836423225494747,7441785.375,521443.4960362951,7754008.0,0.40511700041474147
N06,昌平,110,附表二,代課費及廚工代班費-差異率,非收支,26.0,,,,26.0,,26.0,
N06,昌平,111,附表二,代課費及廚工代班費-差異率,非收支,50.0,26.0,24.0,0.9230769230769231,38.0,16.97056274847714,38.0,0.7071067811865476
N06,昌平,110,附表二,代課費及廚工代班費-決算數,非收支,38648.0,,,,38648.0,,38648.0,
N06,昌平,111,附表二,代課費及廚工代班費-決算數,非收支,74927.0,38648.0,36279.0,0.9387031670461602,56787.5,25653.12691466676,56787.5,0.7071067811865475
N06,昌平,110,附表二,保全-差異率,非收支,39.0,,,,39.0,,39.0,
N06,昌平,112,附表二,保全-差異率,非收支,-46.0,,,,-3.5,60.10407640085654,-3.5,-0.7071067811865475
N06,昌平,113,附表二,保全-差異率,非收支,-42.0,-46.0,4.0,0.08695652173913043,-16.333333333333332,47.9617903474561,-16.333333333333332,-0.5351482186283322
N06,昌平,110,附表二,保全-決算數,非收支,31220.0,,,,31220.0,,31220.0,
N06,昌平,112,附表二,保全-決算數,非收支,43050.0,,,,37135.0,8365.073221436856,37135.0,0.7071067811865476
N06,昌平,113,附表二,保全-決算數,非收支,46013.0,43050.0,2963.0,0.06882694541231127,40094.333333333336,7826.888675159071,40094.333333333336,0.7561966079128339
N06,昌平,110,附表二,保險費-差異率,非收支,95.0,,,,95.0,,95.0,
N06,昌平,111,附表二,保險費-差異率,非收支,92.0,95.0,-3.0,-0.031578947368421054,93.5,2.1213203435596424,93.5,-0.7071067811865476
N06,昌平,110,附表二,保險費-決算數,非收支,12315.0,,,,12315.0,,12315.0,
N06,昌平,111,附表二,保險費-決算數,非收支,11979.0,12315.0,-336.0,-0.02728380024360536,12147.0,237.58787847867995,12147.0,-0.7071067811865476
N06,昌平,112,附表二,修繕購置費-差異率,非收支,-31.0,,,,-31.0,,-31.0,
N06,昌平,113,附表二,修繕購置費-差異率,非收支,,-31.0,,,-31.0,,-31.0,
N06,昌平,112,附表二,修繕購置費-決算數,非收支,116753.0,,,,116753.0,,116753.0,
N06,昌平,113,附表二,修繕購置費-決算數,非收支,157505.0,116753.0,40752.0,0.34904456416537477,137129.0,28816.015546914186,137129.0,0.7071067811865475
N06,昌平,110,附表二,健康檢查-差異率,非收支,100.0,,,,100.0,,100.0,
N06,昌平,111,附表二,健康檢查-差異率,非收支,28.0,100.0,-72.0,-0.72,64.0,50.91168824543142,64.0,-0.7071067811865476
N06,昌平,110,附表二,健康檢查-決算數,非收支,1000.0,,,,1000.0,,1000.0,
N06,昌平,111,附表二,健康檢查-決算數,非收支,3680.0,1000.0,2680.0,2.68,2340.0,1895.0461735799474,2340.0,0.7071067811865475
