幼兒園ID,園名,年份,縣市,人事費_決算,業務費_決算,材料費_決算,維護費_決算,修繕購置費_決算,業務發展費_決算,其他支出_決算,支出合計_決算,收入合計_決算,本期稅後餘絀,流動資產,流動負債,資產總計,負債總額,期末現金淨增加,經費流用比例,預算偏離率,人事費_預算,學生人數,教保人員數,員工人數,人事費_YoY,人事費_連續成長年數,人事費_波動度,業務費_YoY,業務費_連續成長年數,業務費_波動度,材料費_YoY,材料費_連續成長年數,材料費_波動度,維護費_YoY,維護費_連續成長年數,維護費_波動度,修繕購置費_YoY,修繕購置費_連續成長年數,修繕購置費_波動度,業務發展費_YoY,業務發展費_連續成長年數,業務發展費_波動度,其他支出_YoY,其他支出_連續成長年數,其他支出_波動度,人事費_執行率,人事費_偏離率,預算超支科目比例,人事費_占比,人事費_占比變化,業務費_占比,業務費_占比變化,材料費_占比,材料費_占比變化,維護費_占比,維護費_占比變化,修繕購置費_占比,修繕購置費_占比變化,業務發展費_占比,業務發展費_占比變化,其他支出_占比,其他支出_占比變化,每生人事費,每生總支出,每生業務費,每生修繕費,收入成長率,支出成長率,收支成長率差,收支餘絀率,流動比率,負債比率,現金流異常,師生比,師生比惡化幅度,每生人事費_歷年z,每生人事費_同業z,每生人事費_等級,每生人事費_等級分數,每生人事費_風險方向,人事費年增率_歷年z,人事費年增率_同業z,人事費年增率_等級,人事費年增率_等級分數,人事費年增率_風險方向,預決算偏離率_歷年z,預決算偏離率_同業z,預決算偏離率_等級,預決算偏離率_等級分數,預決算偏離率_風險方向,經費流用比例_歷年z,經費流用比例_同業z,經費流用比例_等級,經費流用比例_等級分數,經費流用比例_風險方向,師生比_歷年z,師生比_同業z,師生比_等級,師生比_等級分數,師生比_風險方向,教職員流動率_歷年z,教職員流動率_同業z,教職員流動率_等級,教職員流動率_等級分數,教職員流動率_風險方向,加班費負荷_歷年z,加班費負荷_同業z,加班費負荷_等級,加班費負荷_等級分數,加班費負荷_風險方向,不當管教事件_歷年z,不當管教事件_同業z,不當管教事件_等級,不當管教事件_等級分數,不當管教事件_風險方向,法遵風險指數,整體風險等級,事件前預警,事件年份
N03,龍埔成長,109,新北市,7162121.0,409373.0,1210642.0,80008.0,125380.0,138501.0,768008.0,10229117.0,10498307.0,269190.0,,,,,,,,,,,,,0,0.17476084244079193,,0,0.094546652801923,,0,0.0683986555616473,,0,0.11701935068588745,,0,0.13679099900073857,,0,0.9340091658120838,,0,0.6538597870175021,,,,0.7001700146747759,,0.04002036539419776,,0.11835254206203723,,0.007821593985091772,,0.012257167456389441,,0.013539878368778067,,0.07508057635864367,,,,,,,,,0.025641277207839323,,,False,,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,每生人事費(RED)、人事費年增率(RED)、預決算偏離率(YELLOW),113
N03,龍埔成長,110,新北市,7235004.0,413394.0,1126043.0,87399.0,126641.0,98000.0,1675731.0,11188278.0,11955951.0,767673.0,5685118.0,3397476.0,9229892.0,6935050.0,860638.0,0.1111111111111111,,,90.0,9.0,12.0,0.010176175465340505,1,0.17476084244079193,0.009822338063330997,1,0.094546652801923,-0.0698794523897238,0,0.0683986555616473,0.09237826217378262,1,0.11701935068588745,0.010057425426702824,1,0.13679099900073857,-0.29242388141601866,0,0.9340091658120838,1.1819186779304383,1,0.6538597870175021,,,,0.6466592982405335,-0.053510716434242434,0.03694884950123692,-0.003071515892960841,0.10064488923139021,-0.017707652830647014,0.007811657879791689,-9.936105300083209e-06,0.01131907877155001,-0.0009380886848394318,0.00875916740717383,-0.004780710961604238,0.14977559549378378,0.07469501913514011,80388.93333333333,124314.2,4593.266666666666,1407.1222222222223,0.1388456252993935,0.09376772208197443,-0.045077903217419085,0.06420844314266594,1.673335735116304,0.7513684883853462,False,10.0,,,1.0365378756862997,YELLOW,2,HIGH,,0.670950928908621,GREEN,1,正常,,,N/A,0,無資料,,1.1496305271481924,YELLOW,2,HIGH,,0.5773502691896268,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,10.4,低風險,每生人事費(RED)、人事費年增率(RED)、預決算偏離率(YELLOW),113
N03,龍埔成長,111,新北市,6737493.0,419663.0,1198211.0,104079.0,125945.0,1000000.0,1853498.0,11864854.0,12215954.0,351100.0,6532802.0,3894060.0,11149432.0,8503490.0,715736.0,0.0,,,89.0,9.0,12.0,-0.06876444021316366,0,0.17476084244079193,0.015164709695834966,2,0.094546652801923,0.0640899148611554,1,0.0683986555616473,0.19084886554766073,2,0.11701935068588745,-0.005495850474964664,0,0.13679099900073857,9.204081632653061,1,0.9340091658120838,0.10608325560606088,2,0.6538597870175021,,,,0.5678530051865788,-0.0788062930539547,0.03537026245750685,-0.0015785870437300675,0.10098826331954865,0.0003433740881584324,0.008772042201277825,0.0009603843214861362,0.010614964162222308,-0.0007041146093277016,0.08428253731567198,0.07552336990849814,0.15621751434952338,0.006441918855739609,75702.16853932584,133312.96629213484,4715.314606741573,1415.112359550562,0.02174674352546276,0.06047186171098001,0.03872511818551726,0.02874110364200782,1.6776325993949759,0.7626836954564142,False,9.88888888888889,-0.11111111111111072,,-0.4354247024721936,GREEN,1,正常,,-0.8894475176755529,GREEN,1,正常,,,N/A,0,無資料,,-1.3513544103893063,GREEN,1,正常,,-0.4772402153422327,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,每生人事費(RED)、人事費年增率(RED)、預決算偏離率(YELLOW),113
N03,龍埔成長,112,新北市,5280926.0,480975.0,1350447.0,105827.0,105781.0,2393000.0,3721263.0,13893372.0,14144106.0,250734.0,6441870.0,3552394.0,13476093.0,10579417.0,116233.0,0.1276595744680851,-0.37,8382422.222222222,90.0,9.0,12.0,-0.21618827655924838,0,0.17476084244079193,0.1460981787767804,3,0.094546652801923,0.1270527478048524,2,0.0683986555616473,0.016794934616973647,3,0.11701935068588745,-0.1601016316646155,0,0.13679099900073857,1.393,2,0.9340091658120838,1.0076973376825873,3,0.6538597870175021,0.63,-0.37,0.0,0.38010398051675287,-0.1877490246698259,0.03461902553246253,-0.0007512369250443213,0.09720080913402449,-0.003787454185524161,0.007617085326729897,-0.0011549568745479284,0.00761377439544554,-0.0030011897667767675,0.17224040355357936,0.08795786623790738,0.26784448008733946,0.11162696573781608,58676.955555555556,154370.8,5344.166666666667,1175.3444444444444,0.1578388392752625,0.1709686440305123,0.013129804755249802,0.017727101309902512,1.8133883797799455,0.7850507561798512,False,10.0,0.11111111111111072,-5.844400450099417,-0.7135431556607456,RED,3,LOW+SHIFT,-3.348190676792355,-0.8387665760621361,RED,3,LOW+SHIFT,,-1.0902701252512719,YELLOW,2,LOW,0.9177343330293489,-0.38333760224740077,GREEN,1,正常,0.7071067811865476,-0.6868734256289281,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,26.0,中風險,每生人事費(RED)、人事費年增率(RED)、預決算偏離率(YELLOW),113
N03,龍埔成長,113,新北市,8710840.0,498463.0,1183148.0,98854.0,91690.0,1699800.0,948203.0,13604475.0,12844402.0,,6167351.0,4037948.0,14987068.0,12850465.0,-276976.0,0.2391304347826087,-0.08999999999999997,9572351.648351649,71.0,9.0,12.0,0.6494910172950729,1,0.17476084244079193,0.03635947814335464,4,0.094546652801923,-0.12388416576141086,0,0.0683986555616473,-0.06589055723019645,0,0.11701935068588745,-0.13320917745152722,0,0.13679099900073857,-0.28967822816548267,0,0.9340091658120838,-0.745193231437821,0,0.6538597870175021,0.9099999999999999,-0.09000000000000004,0.0,0.6402922567758036,0.2601882762590507,0.036639635120061596,0.0020206095875990662,0.08696756030644329,-0.010233248827581198,0.007266285542073472,-0.00035079978465642463,0.006739694108004903,-0.0008740802874406374,0.12494418196953576,-0.047296221584043605,0.06969787514769957,-0.1981466049396399,122687.88732394367,191612.32394366196,7020.605633802817,1291.4084507042253,-0.0918901484476997,-0.0207938720707975,0.0710962763769022,-0.05917542910911695,1.527347801408042,0.857436891592138,False,7.888888888888889,-2.1111111111111107,4.472377071128662,1.1201878960441851,RED,3,HIGH+SHIFT,6.450045846020064,1.1603042330768938,RED,3,HIGH+SHIFT,,0.2622951618884308,GREEN,1,正常,2.2981212024253312,0.028852780270190823,RED,3,HIGH+SHIFT,-32.33161507461923,-1.5920132284823112,RED,3,SHIFT,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,43.8,中風險,每生人事費(RED)、人事費年增率(RED)、預決算偏離率(YELLOW),113
N04,海工,109,新北市,3719957.0,318596.0,834652.0,100460.0,177849.0,448000.0,174027.0,5983467.0,6198132.0,151559.0,,,,,,,,,,,,,0,0.2534329493476965,,0,0.22043468798942326,,0,0.12397638496713083,,0,0.3491655558489159,,0,0.33343854301727777,,0,0.6921217039147021,,0,0.8669068331044735,,,,0.6217059440621967,,0.05324605283191167,,0.1394930397376638,,0.016789597068054357,,0.02972340283651602,,0.07487297916074409,,0.029084642733050923,,,,,,,,,0.03463382193215633,,,False,,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(RED)、師生比(RED),113
N04,海工,110,新北市,3798440.0,356834.0,956833.0,70282.0,195741.0,336000.0,765804.0,6790138.0,7163219.0,373081.0,2593148.0,1430744.0,5285338.0,4122934.0,771240.0,0.46153846153846156,,,,5.0,7.0,0.02109782451786405,1,0.2534329493476965,0.12002033923840852,1,0.22043468798942326,0.14638555949066198,1,0.12397638496713083,-0.30039816842524386,0,0.3491655558489159,0.1006021962451293,1,0.33343854301727777,-0.25,0,0.6921217039147021,3.400489579203227,1,0.8669068331044735,,,,0.5594054200371186,-0.06230052402507813,0.05255180380722748,-0.0006942490246841862,0.1409151036400144,0.0014220639023505843,0.010350599649079298,-0.00643899741897506,0.02882724916636451,-0.0008961536701515074,0.049483530378911296,-0.025389448781832795,0.11278180207824937,0.08369715934519845,,,,,0.1557061062913794,0.1348166539566442,-0.020889452334735215,0.05208286944738113,1.8124472302522323,0.7800700730965551,False,,,,,N/A,0,無資料,,0.03543897563350266,GREEN,1,正常,,,N/A,0,無資料,,2.2365367570547194,RED,3,HIGH,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,10.4,低風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(RED)、師生比(RED),113
N04,海工,111,新北市,4018956.0,375935.0,1040430.0,85436.0,166999.0,480000.0,1219083.0,7679993.0,7765295.0,85302.0,2758013.0,1510307.0,5928185.0,4680479.0,131282.0,0.4583333333333333,,,60.0,4.0,6.0,0.058054359157970116,2,0.2534329493476965,0.053529091958725905,2,0.22043468798942326,0.08736843315395686,2,0.12397638496713083,0.21561708545573546,1,0.3491655558489159,-0.14683689160676608,0,0.33343854301727777,0.42857142857142855,1,0.6921217039147021,0.591899493865271,2,0.8669068331044735,,,,0.5233020394680047,-0.036103380569113885,0.04894991440747407,-0.003601889399753408,0.13547277972779403,-0.005442323912220354,0.011124489306175149,0.0007738896570958515,0.02174468127770429,-0.007082567888660223,0.06250005696619776,0.013016526587286463,0.1587349103052568,0.04595310822700743,66982.6,127999.88333333333,6265.583333333333,2783.3166666666666,0.08405103906497903,0.13105109203966106,0.04700005297468203,0.010985030188808023,1.8261274032365604,0.7895298476683842,False,15.0,,,-1.6544009723438173,YELLOW,2,LOW,,-0.42413318971703207,GREEN,1,正常,,,N/A,0,無資料,,2.2057253606185516,RED,3,HIGH,,2.2974947169821283,RED,3,HIGH,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,28.1,中風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(RED)、師生比(RED),113
N04,海工,112,新北市,2899218.0,384913.0,1098507.0,33078.0,143845.0,1300000.0,2593336.0,8709004.0,9031229.0,322225.0,3271040.0,1701109.0,7790743.0,6220812.0,519610.0,0.29545454545454547,-0.39,4752816.393442623,60.0,5.0,7.0,-0.2786141475547381,0,0.2534329493476965,0.02388178807506617,3,0.22043468798942326,0.05582018972924656,3,0.12397638496713083,-0.6128329977995225,0,0.3491655558489159,-0.13864753681159767,0,0.33343854301727777,1.7083333333333333,2,0.6921217039147021,1.127284196400081,3,0.8669068331044735,0.61,-0.39000000000000007,0.0,0.3328989170288589,-0.1904031224391458,0.04419713207158936,-0.004752782335884713,0.12613463032052805,-0.009338149407265989,0.0037981381108563046,-0.0073263511953188445,0.016516814092633326,-0.005227867185070963,0.1492708006564241,0.08677074369022633,0.2977764162239448,0.139041505918688,48320.3,145150.06666666668,6415.216666666666,2397.4166666666665,0.163024585672534,0.13398592941425858,-0.029038656258275425,0.03567897569644176,1.9228867756269588,0.798487641037575,False,12.0,-3.0,,-1.3171330491461815,YELLOW,2,LOW,-12.176167390854246,-1.228129255708865,RED,3,LOW+SHIFT,,-1.2506039671999885,YELLOW,2,LOW,-72.57486872359948,2.235408796226756,RED,3,HIGH+SHIFT,,1.3773896684827576,YELLOW,2,HIGH,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,37.5,中風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(RED)、師生比(RED),113
N04,海工,113,新北市,5682706.0,546000.0,838560.0,93000.0,67200.0,,,7398682.0,7394688.0,,3309865.0,2260002.0,9032432.0,7982569.0,68839.0,0.35555555555555557,-0.10999999999999999,5699128.08988764,48.0,5.0,7.0,0.9600823394446365,1,0.2534329493476965,0.41850236287160997,4,0.22043468798942326,-0.23663663499640877,0,0.12397638496713083,1.8115363685833485,1,0.3491655558489159,-0.5328304772498175,0,0.33343854301727777,,0,0.6921217039147021,,0,0.8669068331044735,0.9971184908237491,-0.0028815091762508893,0.0,0.7680700427454511,0.4351711257165922,0.07379692761494547,0.02959979554335611,0.11333910553257999,-0.012795524787948057,0.012569806351996208,0.008771668241139903,0.009082698783377904,-0.0074341153092554214,,,,,118389.70833333333,154139.20833333334,11375.0,1400.0,-0.18120911339973772,-0.1504560108136361,0.030753102586101616,-0.000540117446469682,1.4645407393444785,0.883767406164807,False,9.6,-2.4000000000000004,4.602694667319711,0.88153089957317,RED,3,HIGH+SHIFT,5.560018892130295,2.164011163644542,RED,3,HIGH+SHIFT,,0.012490245804210988,GREEN,1,正常,-0.5217398979983532,1.136771811545941,YELLOW,2,HIGH,-1.838477631085024,0.3026424518781636,YELLOW,2,SHIFT,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,32.3,中風險,每生人事費(YELLOW)、人事費年增率(RED)、預決算偏離率(YELLOW)、經費流用比例(RED)、師生比(RED),113
N05,漢翔,109,新北市,5793497.0,331216.0,700530.0,84294.0,115271.0,1718000.0,1093143.0,10331296.0,9992126.0,,,,,,,,,,,,,,0,0.10907879573317937,,0,0.16518805397793465,,0,0.2390514884596517,,0,0.2727482153296762,,0,0.4418368817915091,,0,0.4396100958934261,,0,0.6237777539061031,,,,0.5607715624448278,,0.0320594821791961,,0.06780659464214364,,0.008159092528178459,,0.011157457883309123,,0.16629085063480903,,0.1058088936760693,,,,,,,,,-0.03394372729086883,,,False,,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,預決算偏離率(RED),113
N05,漢翔,110,新北市,,,,,,,,9263359.0,9343440.0,80081.0,4605175.0,3037369.0,12286520.0,10703714.0,221228.0,0.14893617021276595,-0.16000000000000003,6978747.619047619,76.0,8.0,11.0,,0,0.10907879573317937,,0,0.16518805397793465,,0,0.2390514884596517,,0,0.2727482153296762,,0,0.4418368817915091,,0,0.4396100958934261,,0,0.6237777539061031,,,,,,,,,,,,,,,,,,,121886.30263157895,,,-0.06491971778578452,-0.10336912232502099,-0.03844940453923647,0.008570826162526864,1.516172384718485,0.8711754019852651,False,9.5,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,-0.2294785881241215,GREEN,1,正常,,-0.6533860438106918,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,預決算偏離率(RED),113
N05,漢翔,111,新北市,6412661.0,412723.0,1086820.0,147265.0,46170.0,744800.0,2463788.0,11869873.0,11976524.0,106651.0,5152130.0,3477673.0,12882843.0,11193386.0,491335.0,0.2222222222222222,-0.10999999999999999,7205237.078651685,76.0,8.0,11.0,,0,0.10907879573317937,,0,0.16518805397793465,,0,0.2390514884596517,,0,0.2727482153296762,,0,0.4418368817915091,,0,0.4396100958934261,,0,0.6237777539061031,0.89,-0.10999999999999999,0.0,0.5402468080324027,,0.034770633182006246,,0.0915612155243784,,0.012406619683294,,0.0038896793588271755,,0.06274709089136843,,0.20756650050088996,,84377.11842105263,156182.5394736842,5430.565789473684,607.5,0.2818109818225407,0.2813789252904913,-0.0004320565320494185,0.008905004490451486,1.4814877649508738,0.8688599247852357,False,9.5,0.0,,0.7773139783993022,GREEN,1,正常,,,N/A,0,無資料,,0.2961567668464219,GREEN,1,正常,,0.3732903270690491,GREEN,1,正常,,-0.6883613514973473,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,預決算偏離率(RED),113
N05,漢翔,112,新北市,5032018.0,421276.0,1180578.0,88595.0,111709.0,1782519.0,3729484.0,12653515.0,12921591.0,268076.0,5253472.0,3310939.0,14672741.0,12715208.0,517860.0,0.15217391304347827,-0.31999999999999995,7400026.470588235,76.0,8.0,11.0,-0.21529954569561685,0,0.10907879573317937,0.02072334229010741,1,0.16518805397793465,0.08626819528532784,1,0.2390514884596517,-0.39839744677961497,0,0.2727482153296762,1.4195148364739008,1,0.4418368817915091,1.3932854457572503,1,0.4396100958934261,0.5137195245694841,1,0.6237777539061031,0.68,-0.32,0.0,0.39767748329219194,-0.14256932474021072,0.03329319955759329,-0.001477433624412959,0.0933003991381051,0.0017391836137266997,0.007001611805099215,-0.005405007878194785,0.00882829790773552,0.004938618548908344,0.1408714495537406,0.07812435866237216,0.2947389717402635,0.08717247123937352,66210.76315789473,166493.61842105264,5543.105263157895,1469.8552631578948,0.07890995751354901,0.06601940896924507,-0.012890548544303937,0.02074636165159538,1.5867015369355943,0.8665870950765096,False,9.5,0.0,,-0.2744699332442313,GREEN,1,正常,,-0.8332233833916914,GREEN,1,正常,-5.232590180780445,-0.6894355203794804,RED,3,LOW+SHIFT,-0.6446275003804427,-0.0007466611847683747,GREEN,1,正常,,-1.2029391991568494,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,10.4,低風險,預決算偏離率(RED),113
N05,漢翔,113,新北市,6363884.0,298788.0,811922.0,127280.0,55784.0,2575405.0,999581.0,11597650.0,13204495.0,1606845.0,6973753.0,3424375.0,19443325.0,15878947.0,1641131.0,0.23809523809523808,-0.28,8838727.777777778,72.0,7.0,8.0,0.2646783059997003,1,0.10907879573317937,-0.2907547546026833,0,0.16518805397793465,-0.312267380893088,0,0.2390514884596517,0.4366499238105988,1,0.2727482153296762,-0.5006311040292187,0,0.4418368817915091,0.4448120889595006,2,0.4396100958934261,-0.731978740222508,0,0.6237777539061031,0.72,-0.28,0.0,0.5487218531340401,0.15104436984184816,0.025762805395920726,-0.00753039416167256,0.07000745840752222,-0.023292940730582884,0.010974637103206253,0.003973025298107038,0.004809939944730182,-0.004018357963005337,0.22206265924562305,0.08119120969188245,0.08618823640996236,-0.2085507353303011,88387.27777777778,161078.47222222222,4149.833333333333,774.7777777777778,0.021893898359729852,-0.08344440260275504,-0.1053383009624849,0.12168924294340677,2.0365038875707246,0.8166785773523818,False,10.285714285714286,0.7857142857142865,1.0192894764715807,-0.784358301146771,YELLOW,2,HIGH+SHIFT,,-0.08325654197818452,GREEN,1,正常,-0.7596714068284556,-2.1108515409116557,RED,3,LOW,1.537143184798661,0.019001692262403874,YELLOW,2,HIGH+SHIFT,,1.0619107764753126,YELLOW,2,HIGH,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,27.1,中風險,預決算偏離率(RED),113
N06,昌平,109,新北市,6795977.0,545111.0,1265471.0,70046.0,111104.0,1066000.0,618996.0,10921309.0,10283332.0,,,,,,,,,,,,,,0,0.07377587389490904,,0,0.04348763746545658,,0,0.10014203220787583,,0,0.2429242503962055,,0,0.15595559007780208,,0,0.41145214525627555,,0,0.47408225249112224,,,,0.622267623780263,,0.04991260662984629,,0.11587173295801813,,0.006413700042732973,,0.010173139501867405,,0.09760734725113995,,0.05667782131244524,,,,,,,,,-0.06203991079934014,,,False,,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,人事費年增率(RED)、師生比(YELLOW),113
N06,昌平,110,新北市,7099629.0,532499.0,1462619.0,54588.0,140166.0,613100.0,1830781.0,12416699.0,14059209.0,1611855.0,5614254.0,3806456.0,11454209.0,9634911.0,1644851.0,0.14285714285714285,,,,10.0,13.0,0.04468114003328734,1,0.07377587389490904,-0.023136572184380796,0,0.04348763746545658,0.15579021565883375,1,0.10014203220787583,-0.22068355080946805,0,0.2429242503962055,0.26157474078341014,1,0.15595559007780208,-0.424859287054409,0,0.41145214525627555,1.9576620850538615,1,0.47408225249112224,,,,0.571780712409957,-0.05048691137030603,0.0428857138278056,-0.007026892802040691,0.11779451205187466,0.0019227790938565331,0.004396337545107601,-0.0020173624976253723,0.011288507517175056,0.0011153680153076512,0.04937705262888309,-0.048230294622256864,0.14744506571352015,0.0907672444010749,,,,,0.367184196717562,0.13692406285730035,-0.23026013386026162,0.11682805199069166,1.4749294356745488,0.8411677314426513,False,,,,,N/A,0,無資料,,0.5617136236057817,GREEN,1,正常,,,N/A,0,無資料,,-0.2774340099451012,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,人事費年增率(RED)、師生比(YELLOW),113
N06,昌平,111,新北市,7770536.0,559276.0,1575211.0,73263.0,115092.0,1382600.0,2000383.0,14033020.0,13965976.0,,5765683.0,4024929.0,13342087.0,11589833.0,335677.0,0.08333333333333333,,,,10.0,13.0,0.09449888156127595,2,0.07377587389490904,0.05028554044232947,1,0.04348763746545658,0.0769797192570314,2,0.10014203220787583,0.34210815563860186,1,0.2429242503962055,-0.1788878900731989,0,0.15595559007780208,1.2550970477899202,1,0.41145214525627555,0.09263915236175162,2,0.47408225249112224,,,,0.5537322686064724,-0.018048443803484582,0.03985428653276344,-0.0030314272950421606,0.11225032102854553,-0.005544191023329134,0.005220757898157346,0.000824420353049745,0.008201513287945146,-0.0030869942292299102,0.09852476516102734,0.049147712532144255,0.14254828967677663,-0.0048967760367435165,,,,,-0.006631454159334284,0.13017316438129006,0.13680461854062434,-0.004800523787238357,1.4324930949092518,0.8686671732840597,False,,,,,N/A,0,無資料,,-0.29041359503583936,GREEN,1,正常,,,N/A,0,無資料,,-0.704612633842423,GREEN,1,正常,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,人事費年增率(RED)、師生比(YELLOW),113
N06,昌平,112,新北市,6839375.0,514283.0,1602786.0,104233.0,116753.0,2039112.0,3186160.0,14950976.0,15138118.0,187142.0,6039073.0,4111177.0,15705283.0,13765887.0,169148.0,0.1111111111111111,-0.24,8999177.631578946,118.0,10.0,13.0,-0.11983227411854215,0,0.07377587389490904,-0.08044865147083015,0,0.04348763746545658,0.01750559131443343,3,0.10014203220787583,0.42272361219169297,2,0.2429242503962055,0.014431932714697808,1,0.15595559007780208,0.47483870967741937,2,0.41145214525627555,0.5927749835906424,3,0.47408225249112224,0.7600000000000001,-0.23999999999999994,0.0,0.4574534130748387,-0.09627885553163368,0.03439795502313695,-0.005456331509626489,0.10720276723071458,-0.00504755379783095,0.006971651884131177,0.0017508939859738311,0.007809055408824146,-0.00039245787912099966,0.13638654760732677,0.037861782446299425,0.21310715768656174,0.07055886800978511,57960.80508474576,126703.18644067796,4358.330508474576,989.4322033898305,0.08392839855947053,0.06541400211786201,-0.018514396441608516,0.012362302896568781,1.468940159959058,0.8765131452900276,False,11.8,,,-0.7072240556189551,GREEN,1,正常,-5.377272355736081,-0.631474950544642,RED,3,LOW+SHIFT,,-0.4588314677411236,GREEN,1,正常,-0.04714045207910301,-1.0529724332631274,GREEN,1,正常,,1.1547005383792517,YELLOW,2,HIGH,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,16.7,低風險,人事費年增率(RED)、師生比(YELLOW),113
N06,昌平,113,新北市,7955962.0,501842.0,1638179.0,70966.0,157505.0,1783086.0,2756369.0,15234973.0,14632460.0,,4831707.0,3506324.0,16254782.0,14917899.0,-1001962.0,0.09090909090909091,-0.13,9144783.908045977,105.0,10.0,13.0,0.163258631088367,1,0.07377587389490904,-0.024190961007849763,0,0.04348763746545658,0.022082174413801968,4,0.10014203220787583,-0.3191599589381482,0,0.2429242503962055,0.34904456416537477,2,0.15595559007780208,-0.12555759565928698,0,0.41145214525627555,-0.13489310015818415,0,0.47408225249112224,0.87,-0.13000000000000003,0.0,0.5222170068827822,0.06476359380794344,0.0329401305798179,-0.0014578244433190515,0.10752752892965416,0.0003247616989395796,0.004658098179760476,-0.002313553704370701,0.010338383927559307,0.0025293285187351607,0.1170389996752866,-0.019347547932040174,0.18092378634343495,-0.03218337134312679,75771.06666666667,145094.98095238095,4779.447619047619,1500.047619047619,-0.03340296330098629,0.01899521476056145,0.05239817806154774,-0.041176466568164205,1.377997868993282,0.9177544798816742,False,10.5,-1.3000000000000007,,-1.4848752077715637,YELLOW,2,LOW,1.3980390709190529,-0.41100436796349626,YELLOW,2,HIGH+SHIFT,,-0.23731467028000877,GREEN,1,正常,-0.7226971901044964,-1.3816439117538217,GREEN,1,正常,,1.2991821279119207,YELLOW,2,HIGH,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,16.7,低風險,人事費年增率(RED)、師生比(YELLOW),113
N07,北大,109,新北市,8654975.0,456122.0,1736479.0,74894.0,205754.0,728000.0,1289207.0,13604626.0,12866751.0,,,,,,,,,,,,,,0,0.30512236302423607,,0,0.1476713935878427,,0,0.1320023176464076,,0,0.4271028399008074,,0,0.1292323496632509,,0,0.6240557339330383,,0,0.35046548706140235,,,,0.6361788262316068,,0.03352697824989823,,0.12763886342777817,,0.005505039241799076,,0.015123826263213704,,0.05351121008398173,,0.0947623992015657,,,,,,,,,-0.05734742204928035,,,False,,,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,,,N/A,0,無資料,0.0,低風險,人事費年增率(YELLOW)、經費流用比例(YELLOW),113
