園代碼,園名,學年度,資料表,指標,數值,資料類別
N02,山北,112,附表三,利息收入-執行率,,非收支
N02,山北,113,附表三,利息收入-執行率,,非收支
N02,山北,112,附表三,利息收入-決算數,68971.0,非收支
N02,山北,113,附表三,利息收入-決算數,92442.0,非收支
N02,山北,112,附表三,加班費-執行率,57.0,非收支
N02,山北,113,附表三,加班費-執行率,61.0,非收支
N02,山北,112,附表三,加班費-決算數,421905.0,非收支
N02,山北,113,附表三,加班費-決算數,459742.0,非收支
N02,山北,112,附表三,勞、健保費-執行率,86.0,非收支
N02,山北,113,附表三,勞、健保費-執行率,83.0,非收支
N02,山北,112,附表三,勞、健保費-決算數,872368.0,非收支
N02,山北,113,附表三,勞、健保費-決算數,864201.0,非收支
N02,山北,112,附表三,勞退金提撥-執行率,108.0,非收支
N02,山北,113,附表三,勞退金提撥-執行率,104.0,非收支
N02,山北,112,附表三,勞退金提撥-決算數,429119.0,非收支
N02,山北,113,附表三,勞退金提撥-決算數,421619.0,非收支
N02,山北,110,附表三,園務特支-執行率,120.0,非收支
N02,山北,112,附表三,園務特支-執行率,83.0,非收支
N02,山北,113,附表三,園務特支-執行率,54.0,非收支
N02,山北,110,附表三,園務特支-決算數,46776.0,非收支
N02,山北,112,附表三,園務特支-決算數,32520.0,非收支
N02,山北,113,附表三,園務特支-決算數,21010.0,非收支
N02,山北,110,附表三,園舍消毒、清潔-執行率,62.0,非收支
N02,山北,111,附表三,園舍消毒、清潔-執行率,76.0,非收支
N02,山北,112,附表三,園舍消毒、清潔-執行率,64.0,非收支
N02,山北,113,附表三,園舍消毒、清潔-執行率,19.0,非收支
N02,山北,110,附表三,園舍消毒、清潔-決算數,15500.0,非收支
N02,山北,111,附表三,園舍消毒、清潔-決算數,18900.0,非收支
N02,山北,112,附表三,園舍消毒、清潔-決算數,16005.0,非收支
N02,山北,113,附表三,園舍消毒、清潔-決算數,4725.0,非收支
N02,山北,113,附表三,園長及教保服務人員薪資(含職務加給)-執行率,93.0,非收支
N02,山北,113,附表三,園長及教保服務人員薪資(含職務加給)-決算數,5766041.0,非收支
N02,山北,112,附表三,園長及教保服務人員薪資（含職務加給）-執行率,98.0,非收支
N02,山北,112,附表三,園長及教保服務人員薪資（含職務加給）-決算數,5941920.0,非收支
N02,山北,111,附表三,圖務特支-執行率,117.0,非收支
N02,山北,111,附表三,圖務特支-決算數,45608.0,非收支
N02,山北,110,附表三,差旅費-執行率,,非收支
N02,山北,111,附表三,差旅費-執行率,,非收支
N02,山北,112,附表三,差旅費-執行率,,非收支
N02,山北,113,附表三,差旅費-執行率,,非收支
N02,山北,110,附表三,差旅費-決算數,,非收支
N02,山北,111,附表三,差旅費-決算數,,非收支
N02,山北,112,附表三,差旅費-決算數,,非收支
N02,山北,113,附表三,差旅費-決算數,,非收支
N02,山北,110,附表三,延後托育支出-執行率,,非收支
N02,山北,111,附表三,延後托育支出-執行率,,非收支
N02,山北,110,附表三,延後托育支出-決算數,333635.0,非收支
N02,山北,111,附表三,延後托育支出-決算數,237151.0,非收支
N02,山北,112,附表三,延長照顧服務支出-執行率,,非收支
N02,山北,113,附表三,延長照顧服務支出-執行率,,非收支
N02,山北,112,附表三,延長照顧服務支出-決算數,143778.0,非收支
N02,山北,113,附表三,延長照顧服務支出-決算數,106755.0,非收支
N02,山北,112,附表三,延長照顧服務收入-執行率,,非收支
N02,山北,113,附表三,延長照顧服務收入-執行率,,非收支
N02,山北,112,附表三,延長照顧服務收入-決算數,155084.0,非收支
N02,山北,113,附表三,延長照顧服務收入-決算數,106755.0,非收支
N02,山北,112,附表三,延長照顧服務收入淨額-執行率,,非收支
N02,山北,112,附表三,延長照顧服務收入淨額-執行率,,非收支
N02,山北,113,附表三,延長照顧服務收入淨額-執行率,,非收支
N02,山北,113,附表三,延長照顧服務收入淨額-執行率,,非收支
N02,山北,112,附表三,延長照顧服務收入淨額-決算數,155084.0,非收支
N02,山北,112,附表三,延長照顧服務收入淨額-決算數,155084.0,非收支
N02,山北,113,附表三,延長照顧服務收入淨額-決算數,106755.0,非收支
N02,山北,113,附表三,延長照顧服務收入淨額-決算數,106755.0,非收支
N02,山北,110,附表三,所得稅費用-執行率,,非收支
N02,山北,111,附表三,所得稅費用-執行率,,非收支
N02,山北,112,附表三,所得稅費用-執行率,,非收支
N02,山北,113,附表三,所得稅費用-執行率,,非收支
N02,山北,110,附表三,所得稅費用-決算數,25077.0,非收支
N02,山北,111,附表三,所得稅費用-決算數,,非收支
N02,山北,112,附表三,所得稅費用-決算數,,非收支
N02,山北,113,附表三,所得稅費用-決算數,,非收支
N02,山北,110,附表三,攝影照片-執行率,58.0,非收支
N02,山北,111,附表三,攝影照片-執行率,76.0,非收支
N02,山北,112,附表三,攝影照片-執行率,45.0,非收支
N02,山北,113,附表三,攝影照片-執行率,56.0,非收支
N02,山北,110,附表三,攝影照片-決算數,5175.0,非收支
N02,山北,111,附表三,攝影照片-決算數,6865.0,非收支
N02,山北,112,附表三,攝影照片-決算數,4050.0,非收支
N02,山北,113,附表三,攝影照片-決算數,5018.0,非收支
N02,山北,112,附表三,支出-執行率,111.0,非收支
N02,山北,113,附表三,支出-執行率,117.0,非收支
N02,山北,112,附表三,支出-決算數,14199695.0,非收支
N02,山北,113,附表三,支出-決算數,15191842.0,非收支
N02,山北,112,附表三,收入-執行率,105.0,非收支
N02,山北,113,附表三,收入-執行率,113.0,非收支
N02,山北,112,附表三,收入-決算數,13850855.0,非收支
N02,山北,113,附表三,收入-決算數,15866725.0,非收支
N02,山北,112,附表三,政府學費差額補助退費-執行率,,非收支
N02,山北,113,附表三,政府學費差額補助退費-執行率,,非收支
N02,山北,112,附表三,政府學費差額補助退費-決算數,-3666.0,非收支
N02,山北,113,附表三,政府學費差額補助退費-決算數,-8408.0,非收支
N02,山北,110,附表三,教保材料費-執行率,37.0,非收支
N02,山北,111,附表三,教保材料費-執行率,46.0,非收支
N02,山北,112,附表三,教保材料費-執行率,51.0,非收支
N02,山北,113,附表三,教保材料費-執行率,52.0,非收支
N02,山北,110,附表三,教保材料費-決算數,80817.0,非收支
N02,山北,111,附表三,教保材料費-決算數,98846.0,非收支
N02,山北,112,附表三,教保材料費-決算數,109184.0,非收支
N02,山北,113,附表三,教保材料費-決算數,107757.0,非收支
N02,山北,113,附表三,教保費收入(家長繳費)-執行率,60.0,非收支
N02,山北,113,附表三,教保費收入(家長繳費)-決算數,1236000.0,非收支
N02,山北,113,附表三,教保費收入(政府學費差額補助)-執行率,107.0,非收支
N02,山北,113,附表三,教保費收入(政府學費差額補助)-決算數,12830000.0,非收支
N02,山北,112,附表三,教保費收入-執行率,97.0,非收支
N02,山北,113,附表三,教保費收入-執行率,100.0,非收支
N02,山北,112,附表三,教保費收入-決算數,12764928.0,非收支
N02,山北,113,附表三,教保費收入-決算數,14066000.0,非收支
N02,山北,112,附表三,教保費收入淨額-執行率,97.0,非收支
N02,山北,113,附表三,教保費收入淨額-執行率,100.0,非收支
N02,山北,112,附表三,教保費收入淨額-決算數,12690961.0,非收支
N02,山北,113,附表三,教保費收入淨額-決算數,14015438.0,非收支
N02,山北,112,附表三,教保費收入減項-執行率,,非收支
N02,山北,113,附表三,教保費收入減項-執行率,,非收支
N02,山北,112,附表三,教保費收入減項-決算數,-73967.0,非收支
N02,山北,113,附表三,教保費收入減項-決算數,-50562.0,非收支
N02,山北,112,附表三,教保費收入（家長繳費）-執行率,70.0,非收支
N02,山北,112,附表三,教保費收入（家長繳費）-決算數,1510652.0,非收支
N02,山北,112,附表三,教保費收入（政府學費差額補助）-執行率,102.0,非收支
N02,山北,112,附表三,教保費收入（政府學費差額補助）-決算數,11254276.0,非收支
N02,山北,110,附表三,文宣費(一般文宣)-執行率,17.0,非收支
N02,山北,111,附表三,文宣費(一般文宣)-執行率,,非收支
N02,山北,113,附表三,文宣費(一般文宣)-執行率,10.0,非收支
N02,山北,110,附表三,文宣費(一般文宣)-決算數,1670.0,非收支
N02,山北,111,附表三,文宣費(一般文宣)-決算數,,非收支
N02,山北,113,附表三,文宣費(一般文宣)-決算數,988.0,非收支
N02,山北,111,附表三,文宣費(園刊)-執行率,,非收支
N02,山北,113,附表三,文宣費(園刊)-執行率,,非收支
N02,山北,111,附表三,文宣費(園刊)-決算數,,非收支
N02,山北,113,附表三,文宣費(園刊)-決算數,,非收支
N02,山北,110,附表三,文宣費(期刊)-執行率,45.0,非收支
N02,山北,110,附表三,文宣費(期刊)-決算數,10000.0,非收支
N02,山北,112,附表三,文宣費（一般文宣）-執行率,8.0,非收支
N02,山北,112,附表三,文宣費（一般文宣）-決算數,800.0,非收支
N02,山北,112,附表三,文宣費（園刊）-執行率,,非收支
N02,山北,112,附表三,文宣費（園刊）-決算數,,非收支
N02,山北,110,附表三,日常消耗用品-執行率,79.0,非收支
N02,山北,111,附表三,日常消耗用品-執行率,52.0,非收支
N02,山北,112,附表三,日常消耗用品-執行率,57.0,非收支
N02,山北,113,附表三,日常消耗用品-執行率,52.0,非收支
N02,山北,110,附表三,日常消耗用品-決算數,42841.0,非收支
N02,山北,111,附表三,日常消耗用品-決算數,28339.0,非收支
N02,山北,112,附表三,日常消耗用品-決算數,31019.0,非收支
N02,山北,113,附表三,日常消耗用品-決算數,26614.0,非收支
N02,山北,112,附表三,會計、總務、廚工、清潔薪資-執行率,98.0,非收支
N02,山北,113,附表三,會計、總務、廚工、清潔薪資-執行率,96.0,非收支
N02,山北,112,附表三,會計、總務、廚工、清潔薪資-決算數,1322997.0,非收支
N02,山北,113,附表三,會計、總務、廚工、清潔薪資-決算數,1323473.0,非收支
N02,山北,110,附表三,本期稅前餘絀-執行率,-1228.0,非收支
N02,山北,111,附表三,本期稅前餘絀-執行率,-139.0,非收支
N02,山北,112,附表三,本期稅前餘絀-執行率,-106.0,非收支
N02,山北,113,附表三,本期稅前餘絀-執行率,60.0,非收支
N02,山北,110,附表三,本期稅前餘絀-決算數,1090311.0,非收支
N02,山北,111,附表三,本期稅前餘絀-決算數,413861.0,非收支
N02,山北,112,附表三,本期稅前餘絀-決算數,-348840.0,非收支
N02,山北,113,附表三,本期稅前餘絀-決算數,674883.0,非收支
N02,山北,110,附表三,本期稅後餘絀-執行率,-1200.0,非收支
N02,山北,111,附表三,本期稅後餘絀-執行率,-139.0,非收支
N02,山北,112,附表三,本期稅後餘絀-執行率,-106.0,非收支
N02,山北,113,附表三,本期稅後餘絀-執行率,60.0,非收支
N02,山北,110,附表三,本期稅後餘絀-決算數,1065234.0,非收支
N02,山北,111,附表三,本期稅後餘絀-決算數,413861.0,非收支
N02,山北,112,附表三,本期稅後餘絀-決算數,,非收支
N02,山北,113,附表三,本期稅後餘絀-決算數,674883.0,非收支
N02,山北,110,附表三,材料費-執行率,77.0,非收支
N02,山北,111,附表三,材料費-執行率,80.0,非收支
N02,山北,112,附表三,材料費-執行率,78.0,非收支
N02,山北,113,附表三,材料費-執行率,75.0,非收支
N02,山北,110,附表三,材料費-決算數,1085568.0,非收支
N02,山北,111,附表三,材料費-決算數,1115609.0,非收支
N02,山北,112,附表三,材料費-決算數,1219134.0,非收支
N02,山北,113,附表三,材料費-決算數,1120241.0,非收支
N02,山北,110,附表三,業務發展費-執行率,,非收支
N02,山北,111,附表三,業務發展費-執行率,,非收支
N02,山北,112,附表三,業務發展費-執行率,,非收支
N02,山北,113,附表三,業務發展費-執行率,,非收支
N02,山北,110,附表三,業務發展費-決算數,294400.0,非收支
N02,山北,111,附表三,業務發展費-決算數,620000.0,非收支
N02,山北,112,附表三,業務發展費-決算數,1833375.0,非收支
N02,山北,113,附表三,業務發展費-決算數,2204787.0,非收支
N02,山北,111,附表三,業務費-執行率,73.0,非收支
N02,山北,112,附表三,業務費-執行率,64.0,非收支
N02,山北,113,附表三,業務費-執行率,67.0,非收支
N02,山北,111,附表三,業務費-決算數,505083.0,非收支
N02,山北,112,附表三,業務費-決算數,463878.0,非收支
N02,山北,113,附表三,業務費-決算數,485428.0,非收支
N02,山北,110,附表三,水費-執行率,43.0,非收支
N02,山北,111,附表三,水費-執行率,48.0,非收支
N02,山北,112,附表三,水費-執行率,41.0,非收支
N02,山北,113,附表三,水費-執行率,45.0,非收支
N02,山北,110,附表三,水費-決算數,11079.0,非收支
N02,山北,111,附表三,水費-決算數,12482.0,非收支
N02,山北,112,附表三,水費-決算數,10743.0,非收支
N02,山北,113,附表三,水費-決算數,11706.0,非收支
N02,山北,110,附表三,水電修繕-執行率,90.0,非收支
N02,山北,111,附表三,水電修繕-執行率,39.0,非收支
N02,山北,110,附表三,水電修繕-決算數,76729.0,非收支
N02,山北,111,附表三,水電修繕-決算數,33128.0,非收支
N02,山北,111,附表三,活動費-執行率,97.0,非收支
N02,山北,112,附表三,活動費-執行率,91.0,非收支
N02,山北,113,附表三,活動費-執行率,86.0,非收支
N02,山北,111,附表三,活動費-決算數,92402.0,非收支
N02,山北,112,附表三,活動費-決算數,86400.0,非收支
N02,山北,113,附表三,活動費-決算數,82043.0,非收支
N02,山北,110,附表三,火險-執行率,10.0,非收支
N02,山北,111,附表三,火險-執行率,9.0,非收支
N02,山北,112,附表三,火險-執行率,9.0,非收支
N02,山北,113,附表三,火險-執行率,9.0,非收支
N02,山北,110,附表三,火險-決算數,800.0,非收支
N02,山北,111,附表三,火險-決算數,720.0,非收支
N02,山北,112,附表三,火險-決算數,720.0,非收支
N02,山北,113,附表三,火險-決算數,720.0,非收支
N02,山北,110,附表三,瓦斯費-執行率,37.0,非收支
N02,山北,111,附表三,瓦斯費-執行率,36.0,非收支
N02,山北,112,附表三,瓦斯費-執行率,43.0,非收支
N02,山北,113,附表三,瓦斯費-執行率,38.0,非收支
N02,山北,110,附表三,瓦斯費-決算數,11895.0,非收支
N02,山北,111,附表三,瓦斯費-決算數,11547.0,非收支
N02,山北,112,附表三,瓦斯費-決算數,13620.0,非收支
N02,山北,113,附表三,瓦斯費-決算數,12051.0,非收支
N02,山北,110,附表三,研習、進修-執行率,25.0,非收支
N02,山北,111,附表三,研習、進修-執行率,10.0,非收支
N02,山北,112,附表三,研習、進修-執行率,26.0,非收支
N02,山北,113,附表三,研習、進修-執行率,42.0,非收支
N02,山北,110,附表三,研習、進修-決算數,6500.0,非收支
N02,山北,111,附表三,研習、進修-決算數,2500.0,非收支
N02,山北,112,附表三,研習、進修-決算數,6800.0,非收支
N02,山北,113,附表三,研習、進修-決算數,10800.0,非收支
N02,山北,110,附表三,維護費-執行率,79.0,非收支
N02,山北,111,附表三,維護費-執行率,45.0,非收支
N02,山北,112,附表三,維護費-執行率,69.0,非收支
N02,山北,113,附表三,維護費-執行率,38.0,非收支
N02,山北,110,附表三,維護費-決算數,93029.0,非收支
N02,山北,111,附表三,維護費-決算數,52748.0,非收支
N02,山北,112,附表三,維護費-決算數,81966.0,非收支
N02,山北,113,附表三,維護費-決算數,44629.0,非收支
N02,山北,113,附表三,腸病毒退費-執行率,,非收支
N02,山北,113,附表三,腸病毒退費-決算數,-23739.0,非收支
N02,山北,112,附表三,自強活動-執行率,77.0,非收支
N02,山北,113,附表三,自強活動-執行率,94.0,非收支
N02,山北,112,附表三,自強活動-決算數,10000.0,非收支
N02,山北,113,附表三,自強活動-決算數,12155.0,非收支
N02,山北,110,附表三,藥品費-執行率,90.0,非收支
N02,山北,111,附表三,藥品費-執行率,53.0,非收支
N02,山北,112,附表三,藥品費-執行率,47.0,非收支
N02,山北,113,附表三,藥品費-執行率,77.0,非收支
N02,山北,110,附表三,藥品費-決算數,5641.0,非收支
N02,山北,111,附表三,藥品費-決算數,3312.0,非收支
N02,山北,112,附表三,藥品費-決算數,2930.0,非收支
N02,山北,113,附表三,藥品費-決算數,4638.0,非收支
N02,山北,110,附表三,行政管理費-執行率,100.0,非收支
N02,山北,111,附表三,行政管理費-執行率,100.0,非收支
N02,山北,112,附表三,行政管理費-執行率,100.0,非收支
N02,山北,113,附表三,行政管理費-執行率,100.0,非收支
N02,山北,110,附表三,行政管理費-決算數,125430.0,非收支
N02,山北,111,附表三,行政管理費-決算數,125430.0,非收支
N02,山北,112,附表三,行政管理費-決算數,229600.0,非收支
N02,山北,113,附表三,行政管理費-決算數,222612.0,非收支
N02,山北,111,附表三,資遣費-執行率,100.0,非收支
N02,山北,112,附表三,資遣費-執行率,100.0,非收支
N02,山北,113,附表三,資遣費-執行率,100.0,非收支
N02,山北,111,附表三,資遣費-決算數,46428.0,非收支
N02,山北,112,附表三,資遣費-決算數,55088.0,非收支
N02,山北,113,附表三,資遣費-決算數,56319.0,非收支
N02,山北,112,附表三,轉學/轉出退費-執行率,,非收支
N02,山北,112,附表三,轉學/轉出退費-決算數,-39046.0,非收支
N02,山北,110,附表三,辦公文具-執行率,35.0,非收支
N02,山北,111,附表三,辦公文具-執行率,57.0,非收支
N02,山北,112,附表三,辦公文具-執行率,35.0,非收支
N02,山北,113,附表三,辦公文具-執行率,24.0,非收支
N02,山北,110,附表三,辦公文具-決算數,6245.0,非收支
N02,山北,111,附表三,辦公文具-決算數,10185.0,非收支
N02,山北,112,附表三,辦公文具-決算數,6344.0,非收支
N02,山北,113,附表三,辦公文具-決算數,4390.0,非收支
N02,山北,110,附表三,郵資-執行率,66.0,非收支
N02,山北,111,附表三,郵資-執行率,93.0,非收支
N02,山北,112,附表三,郵資-執行率,21.0,非收支
N02,山北,113,附表三,郵資-執行率,68.0,非收支
N02,山北,110,附表三,郵資-決算數,4750.0,非收支
N02,山北,111,附表三,郵資-決算數,6702.0,非收支
N02,山北,112,附表三,郵資-決算數,1524.0,非收支
N02,山北,113,附表三,郵資-決算數,4865.0,非收支
N02,山北,110,附表三,雜支-執行率,9.0,非收支
N02,山北,111,附表三,雜支-執行率,8.0,非收支
N02,山北,112,附表三,雜支-執行率,14.0,非收支
N02,山北,113,附表三,雜支-執行率,11.0,非收支
N02,山北,110,附表三,雜支-決算數,3850.0,非收支
N02,山北,111,附表三,雜支-決算數,3120.0,非收支
N02,山北,112,附表三,雜支-決算數,6095.0,非收支
N02,山北,113,附表三,雜支-決算數,4794.0,非收支
N02,山北,113,附表三,電話費(含ADSL)-執行率,67.0,非收支
N02,山北,113,附表三,電話費(含ADSL)-決算數,30230.0,非收支
N02,山北,110,附表三,電話費(含網路)-執行率,66.0,非收支
N02,山北,111,附表三,電話費(含網路)-執行率,66.0,非收支
N02,山北,110,附表三,電話費(含網路)-決算數,29553.0,非收支
N02,山北,111,附表三,電話費(含網路)-決算數,29859.0,非收支
N02,山北,112,附表三,電話費（含 ADSL）-執行率,66.0,非收支
N02,山北,112,附表三,電話費（含 ADSL）-決算數,29727.0,非收支
N02,山北,110,附表三,電費-執行率,77.0,非收支
N02,山北,111,附表三,電費-執行率,101.0,非收支
N02,山北,112,附表三,電費-執行率,92.0,非收支
N02,山北,113,附表三,電費-執行率,93.0,非收支
N02,山北,110,附表三,電費-決算數,156603.0,非收支
N02,山北,111,附表三,電費-決算數,206946.0,非收支
N02,山北,112,附表三,電費-決算數,210502.0,非收支
N02,山北,113,附表三,電費-決算數,213390.0,非收支
N02,山北,110,附表三,餐點費-執行率,85.0,非收支
N02,山北,111,附表三,餐點費-執行率,88.0,非收支
N02,山北,112,附表三,餐點費-執行率,83.0,非收支
N02,山北,113,附表三,餐點費-執行率,79.0,非收支
N02,山北,110,附表三,餐點費-決算數,956269.0,非收支
N02,山北,111,附表三,餐點費-決算數,985112.0,非收支
N02,山北,112,附表三,餐點費-決算數,1076001.0,非收支
N02,山北,113,附表三,餐點費-決算數,981232.0,非收支
N02,山北,112,附表二,事務機器耗材-差異率,61.0,非收支
N02,山北,113,附表二,事務機器耗材-差異率,-59.0,非收支
N02,山北,112,附表二,事務機器耗材-決算數,23573.0,非收支
N02,山北,113,附表二,事務機器耗材-決算數,24424.0,非收支
N02,山北,110,附表二,五日未上課退費-差異率,,非收支
N02,山北,111,附表二,五日未上課退費-差異率,,非收支
N02,山北,110,附表二,五日未上課退費-決算數,-83589.0,非收支
N02,山北,111,附表二,五日未上課退費-決算數,-84053.0,非收支
N02,山北,110,附表二,人事費-差異率,90.0,非收支
N02,山北,111,附表二,人事費-差異率,91.0,非收支
N02,山北,112,附表二,人事費-差異率,7.0,非收支
N02,山北,112,附表二,人事費-差異率,4.0,非收支
N02,山北,113,附表二,人事費-差異率,-10.0,非收支
N02,山北,113,附表二,人事費-差異率,-8.0,非收支
N02,山北,110,附表二,人事費-決算數,6971731.0,非收支
N02,山北,111,附表二,人事費-決算數,7286602.0,非收支
N02,山北,112,附表二,人事費-決算數,9157815.0,非收支
N02,山北,112,附表二,人事費-決算數,8680822.0,非收支
N02,山北,113,附表二,人事費-決算數,9040242.0,非收支
N02,山北,113,附表二,人事費-決算數,8524181.0,非收支
N02,山北,110,附表二,代課費及廚工代班費-差異率,69.0,非收支
N02,山北,111,附表二,代課費及廚工代班費-差異率,95.0,非收支
N02,山北,110,附表二,代課費及廚工代班費-決算數,154504.0,非收支
N02,山北,111,附表二,代課費及廚工代班費-決算數,212350.0,非收支
N02,山北,112,附表二,保全-差異率,53.0,非收支
N02,山北,113,附表二,保全-差異率,-19.0,非收支
N02,山北,112,附表二,保全-決算數,37275.0,非收支
N02,山北,113,附表二,保全-決算數,64513.0,非收支
N02,山北,110,附表二,保險費-差異率,100.0,非收支
N02,山北,111,附表二,保險費-差異率,164.0,非收支
N02,山北,110,附表二,保險費-決算數,12978.0,非收支
N02,山北,111,附表二,保險費-決算數,21300.0,非收支
N02,山北,112,附表二,修繕購置費-差異率,15.0,非收支
N02,山北,113,附表二,修繕購置費-差異率,140.0,非收支
N02,山北,112,附表二,修繕購置費-決算數,107677.0,非收支
N02,山北,113,附表二,修繕購置費-決算數,288508.0,非收支
N02,山北,110,附表二,健康檢查-差異率,,非收支
N02,山北,111,附表二,健康檢查-差異率,9.0,非收支
N02,山北,110,附表二,健康檢查-決算數,,非收支
N02,山北,111,附表二,健康檢查-決算數,1130.0,非收支
N02,山北,112,附表二,公共事務管理費-差異率,86.0,非收支
N02,山北,113,附表二,公共事務管理費-差異率,-84.0,非收支
N02,山北,112,附表二,公共事務管理費-決算數,20538.0,非收支
N02,山北,113,附表二,公共事務管理費-決算數,21756.0,非收支
N02,山北,110,附表二,其他收入-差異率,,非收支
N02,山北,111,附表二,其他收入-差異率,,非收支
N02,山北,110,附表二,其他收入-決算數,1874209.0,非收支
N02,山北,111,附表二,其他收入-決算數,2293328.0,非收支
N02,山北,110,附表二,利息收入-差異率,,非收支
N02,山北,111,附表二,利息收入-差異率,,非收支
N02,山北,110,附表二,利息收入-決算數,25283.0,非收支
N02,山北,111,附表二,利息收入-決算數,37036.0,非收支
N02,山北,110,附表二,加班費-差異率,92.0,非收支
N02,山北,111,附表二,加班費-差異率,98.0,非收支
N02,山北,112,附表二,加班費-差異率,43.0,非收支
N02,山北,113,附表二,加班費-差異率,-39.0,非收支
N02,山北,110,附表二,加班費-決算數,306288.0,非收支
N02,山北,111,附表二,加班費-決算數,333557.0,非收支
N02,山北,112,附表二,加班費-決算數,421905.0,非收支
N02,山北,113,附表二,加班費-決算數,459742.0,非收支
N02,山北,110,附表二,勞、健保費-差異率,97.0,非收支
N02,山北,111,附表二,勞、健保費-差異率,96.0,非收支
N02,山北,110,附表二,勞、健保費-決算數,675231.0,非收支
N02,山北,111,附表二,勞、健保費-決算數,687987.0,非收支
N02,山北,110,附表二,勞退金提撥-差異率,97.0,非收支
N02,山北,111,附表二,勞退金提撥-差異率,98.0,非收支
N02,山北,110,附表二,勞退金提撥-決算數,324044.0,非收支
N02,山北,111,附表二,勞退金提撥-決算數,335647.0,非收支
N02,山北,112,附表二,合 計-差異率,12.0,非收支
N02,山北,113,附表二,合 計-差異率,-13.0,非收支
N02,山北,112,附表二,合 計-決算數,11286703.0,非收支
N02,山北,113,附表二,合 計-決算數,11228210.0,非收支
N02,山北,112,附表二,園務特支-差異率,17.0,非收支
N02,山北,113,附表二,園務特支-差異率,-46.0,非收支
N02,山北,112,附表二,園務特支-決算數,32520.0,非收支
N02,山北,113,附表二,園務特支-決算數,21010.0,非收支
N02,山北,110,附表二,園長及教保服務人員薪資(含職務加給)-差異率,89.0,非收支
N02,山北,110,附表二,園長及教保服務人員薪資(含職務加給)-決算數,4026084.0,非收支
N02,山北,111,附表二,園長及教保服務人員薪資（含職務加給）-差異率,88.0,非收支
N02,山北,111,附表二,園長及教保服務人員薪資（含職務加給）-決算數,4100131.0,非收支
N02,山北,110,附表二,學前特教師、社工人員、護理人員薪資-差異率,100.0,非收支
N02,山北,111,附表二,學前特教師、社工人員、護理人員薪資-差異率,101.0,非收支
N02,山北,110,附表二,學前特教師、社工人員、護理人員薪資-決算數,463241.0,非收支
N02,山北,111,附表二,學前特教師、社工人員、護理人員薪資-決算數,471716.0,非收支
N02,山北,112,附表二,差旅費-差異率,,非收支
N02,山北,113,附表二,差旅費-差異率,,非收支
N02,山北,112,附表二,差旅費-決算數,,非收支
N02,山北,113,附表二,差旅費-決算數,,非收支
N02,山北,110,附表二,延後托育收入-差異率,,非收支
N02,山北,111,附表二,延後托育收入-差異率,,非收支
N02,山北,110,附表二,延後托育收入-決算數,333797.0,非收支
N02,山北,111,附表二,延後托育收入-決算數,237300.0,非收支
N02,山北,110,附表二,延後托育收入淨額-差異率,,非收支
N02,山北,110,附表二,延後托育收入淨額-差異率,,非收支
N02,山北,111,附表二,延後托育收入淨額-差異率,,非收支
N02,山北,111,附表二,延後托育收入淨額-差異率,,非收支
N02,山北,110,附表二,延後托育收入淨額-決算數,333797.0,非收支
N02,山北,110,附表二,延後托育收入淨額-決算數,333797.0,非收支
N02,山北,111,附表二,延後托育收入淨額-決算數,237300.0,非收支
N02,山北,111,附表二,延後托育收入淨額-決算數,237300.0,非收支
N02,山北,110,附表二,延後托育收入退費-差異率,,非收支
N02,山北,111,附表二,延後托育收入退費-差異率,,非收支
N02,山北,110,附表二,延後托育收入退費-決算數,,非收支
N02,山北,111,附表二,延後托育收入退費-決算數,,非收支
N02,山北,112,附表二,攝影照片-差異率,55.0,非收支
N02,山北,113,附表二,攝影照片-差異率,-44.0,非收支
N02,山北,112,附表二,攝影照片-決算數,4050.0,非收支
N02,山北,113,附表二,攝影照片-決算數,5018.0,非收支
N02,山北,110,附表二,支出-差異率,109.0,非收支
N02,山北,111,附表二,支出-差異率,117.0,非收支
N02,山北,110,附表二,支出-決算數,11291786.0,非收支
N02,山北,111,附表二,支出-決算數,12287391.0,非收支
N02,山北,110,附表二,收入-差異率,,非收支
N02,山北,111,附表二,收入-差異率,124.0,非收支
N02,山北,110,附表二,收入-決算數,,非收支
N02,山北,111,附表二,收入-決算數,12701252.0,非收支
N02,山北,110,附表二,政府學費差額補助退費-差異率,,非收支
N02,山北,111,附表二,政府學費差額補助退費-差異率,,非收支
N02,山北,110,附表二,政府學費差額補助退費-決算數,,非收支
N02,山北,111,附表二,政府學費差額補助退費-決算數,,非收支
N02,山北,112,附表二,教保材料費-差異率,49.0,非收支
N02,山北,113,附表二,教保材料費-差異率,-48.0,非收支
N02,山北,112,附表二,教保材料費-決算數,109184.0,非收支
N02,山北,113,附表二,教保材料費-決算數,107757.0,非收支
N02,山北,110,附表二,教保費收入(家長繳費)-差異率,79.0,非收支
N02,山北,110,附表二,教保費收入(家長繳費)-決算數,2135565.0,非收支
N02,山北,110,附表二,教保費收入(政府學費差額補助)-差異率,107.0,非收支
N02,山北,110,附表二,教保費收入(政府學費差額補助)-決算數,8096832.0,非收支
N02,山北,110,附表二,教保費收入-差異率,100.0,非收支
N02,山北,111,附表二,教保費收入-差異率,100.0,非收支
N02,山北,110,附表二,教保費收入-決算數,10232397.0,非收支
N02,山北,111,附表二,教保費收入-決算數,10232832.0,非收支
N02,山北,110,附表二,教保費收入淨額-差異率,99.0,非收支
