園代碼,園名,學年度,資料表,指標,數值,資料類別
N04,海工,110,附表二,教保費收入減項-差異率,,非收支
N04,海工,111,附表二,教保費收入減項-差異率,,非收支
N04,海工,110,附表二,教保費收入減項-決算數,-47772.0,非收支
N04,海工,111,附表二,教保費收入減項-決算數,-33835.0,非收支
N04,海工,112,附表二,文宣費(一般文宣)-差異率,-3.0,非收支
N04,海工,112,附表二,文宣費(一般文宣)-決算數,9700.0,非收支
N04,海工,112,附表二,文宣費(園刊)-差異率,,非收支
N04,海工,112,附表二,文宣費(園刊)-決算數,25000.0,非收支
N04,海工,113,附表二,文宣費（一般文宣）-差異率,-63.0,非收支
N04,海工,113,附表二,文宣費（一般文宣）-決算數,3690.0,非收支
N04,海工,113,附表二,文宣費（園刊）-差異率,1.0,非收支
N04,海工,113,附表二,文宣費（園刊）-決算數,25137.0,非收支
N04,海工,112,附表二,日常消耗用品-差異率,16.0,非收支
N04,海工,113,附表二,日常消耗用品-差異率,12.0,非收支
N04,海工,112,附表二,日常消耗用品-決算數,41911.0,非收支
N04,海工,113,附表二,日常消耗用品-決算數,32356.0,非收支
N04,海工,110,附表二,會計、總務、廚工、清潔薪資-差異率,98.0,非收支
N04,海工,111,附表二,會計、總務、廚工、清潔薪資-差異率,95.0,非收支
N04,海工,110,附表二,會計、總務、廚工、清潔薪資-決算數,812848.0,非收支
N04,海工,111,附表二,會計、總務、廚工、清潔薪資-決算數,800536.0,非收支
N04,海工,112,附表二,材料費-差異率,18.0,非收支
N04,海工,113,附表二,材料費-差異率,3.0,非收支
N04,海工,112,附表二,材料費-決算數,1098507.0,非收支
N04,海工,113,附表二,材料費-決算數,862438.0,非收支
N04,海工,110,附表二,業務費-差異率,63.0,非收支
N04,海工,111,附表二,業務費-差異率,66.0,非收支
N04,海工,112,附表二,業務費-差異率,-32.0,非收支
N04,海工,113,附表二,業務費-差異率,-28.0,非收支
N04,海工,110,附表二,業務費-決算數,356834.0,非收支
N04,海工,111,附表二,業務費-決算數,375935.0,非收支
N04,海工,112,附表二,業務費-決算數,384913.0,非收支
N04,海工,113,附表二,業務費-決算數,391984.0,非收支
N04,海工,111,附表二,水費-差異率,35.0,非收支
N04,海工,112,附表二,水費-差異率,-57.0,非收支
N04,海工,113,附表二,水費-差異率,-54.0,非收支
N04,海工,111,附表二,水費-決算數,6903.0,非收支
N04,海工,112,附表二,水費-決算數,8684.0,非收支
N04,海工,113,附表二,水費-決算數,9191.0,非收支
N04,海工,110,附表二,活動費-差異率,108.0,非收支
N04,海工,111,附表二,活動費-差異率,119.0,非收支
N04,海工,112,附表二,活動費-差異率,15.0,非收支
N04,海工,113,附表二,活動費-差異率,19.0,非收支
N04,海工,110,附表二,活動費-決算數,80810.0,非收支
N04,海工,111,附表二,活動費-決算數,89085.0,非收支
N04,海工,112,附表二,活動費-決算數,85890.0,非收支
N04,海工,113,附表二,活動費-決算數,89486.0,非收支
N04,海工,112,附表二,瓦斯費-差異率,10.0,非收支
N04,海工,113,附表二,瓦斯費-差異率,2.0,非收支
N04,海工,112,附表二,瓦斯費-決算數,33048.0,非收支
N04,海工,113,附表二,瓦斯費-決算數,30680.0,非收支
N04,海工,111,附表二,研習、進修-差異率,,非收支
N04,海工,112,附表二,研習、進修-差異率,-77.0,非收支
N04,海工,113,附表二,研習、進修-差異率,-46.0,非收支
N04,海工,111,附表二,研習、進修-決算數,,非收支
N04,海工,112,附表二,研習、進修-決算數,3200.0,非收支
N04,海工,113,附表二,研習、進修-決算數,7600.0,非收支
N04,海工,112,附表二,維護費-差異率,-64.0,非收支
N04,海工,113,附表二,維護費-差異率,-46.0,非收支
N04,海工,112,附表二,維護費-決算數,33078.0,非收支
N04,海工,113,附表二,維護費-決算數,49846.0,非收支
N04,海工,110,附表二,腸病毒退費-差異率,,非收支
N04,海工,110,附表二,腸病毒退費-決算數,,非收支
N04,海工,110,附表二,自強活動-差異率,198.0,非收支
N04,海工,111,附表二,自強活動-差異率,145.0,非收支
N04,海工,110,附表二,自強活動-決算數,13850.0,非收支
N04,海工,111,附表二,自強活動-決算數,10130.0,非收支
N04,海工,112,附表二,藥品費-差異率,2.0,非收支
N04,海工,113,附表二,藥品費-差異率,-2.0,非收支
N04,海工,112,附表二,藥品費-決算數,4270.0,非收支
N04,海工,113,附表二,藥品費-決算數,3305.0,非收支
N04,海工,112,附表二,行政管理費-差異率,,非收支
N04,海工,113,附表二,行政管理費-差異率,,非收支
N04,海工,112,附表二,行政管理費-決算數,90012.0,非收支
N04,海工,113,附表二,行政管理費-決算數,138456.0,非收支
N04,海工,110,附表二,資遣費-差異率,100.0,非收支
N04,海工,111,附表二,資遣費-差異率,100.0,非收支
N04,海工,112,附表二,資遣費-差異率,,非收支
N04,海工,113,附表二,資遣費-差異率,,非收支
N04,海工,110,附表二,資遣費-決算數,25667.0,非收支
N04,海工,111,附表二,資遣費-決算數,26285.0,非收支
N04,海工,112,附表二,資遣費-決算數,26903.0,非收支
N04,海工,113,附表二,資遣費-決算數,32043.0,非收支
N04,海工,110,附表二,轉學/轉出退費-差異率,,非收支
N04,海工,111,附表二,轉學/轉出退費-差異率,,非收支
N04,海工,110,附表二,轉學/轉出退費-決算數,-3333.0,非收支
N04,海工,111,附表二,轉學/轉出退費-決算數,,非收支
N04,海工,112,附表二,辦公文具-差異率,3.0,非收支
N04,海工,113,附表二,辦公文具-差異率,6.0,非收支
N04,海工,112,附表二,辦公文具-決算數,12340.0,非收支
N04,海工,113,附表二,辦公文具-決算數,12709.0,非收支
N04,海工,113,附表二,郵費-差異率,-43.0,非收支
N04,海工,113,附表二,郵費-決算數,3429.0,非收支
N04,海工,112,附表二,郵資-差異率,-31.0,非收支
N04,海工,112,附表二,郵資-決算數,4154.0,非收支
N04,海工,112,附表二,雜支-差異率,-81.0,非收支
N04,海工,113,附表二,雜支-差異率,-62.0,非收支
N04,海工,112,附表二,雜支-決算數,6373.0,非收支
N04,海工,113,附表二,雜支-決算數,12400.0,非收支
N04,海工,112,附表二,電話費(含ADSL)-差異率,-50.0,非收支
N04,海工,112,附表二,電話費(含ADSL)-決算數,18115.0,非收支
N04,海工,113,附表二,電話費（含 ADSL）-差異率,-51.0,非收支
N04,海工,113,附表二,電話費（含 ADSL）-決算數,17811.0,非收支
N04,海工,112,附表二,電費-差異率,-38.0,非收支
N04,海工,113,附表二,電費-差異率,-39.0,非收支
N04,海工,112,附表二,電費-決算數,89776.0,非收支
N04,海工,113,附表二,電費-決算數,87516.0,非收支
N04,海工,112,附表二,餐點費-差異率,20.0,非收支
N04,海工,113,附表二,餐點費-差異率,,非收支
N04,海工,112,附表二,餐點費-決算數,897630.0,非收支
N04,海工,113,附表二,餐點費-決算數,690645.0,非收支
N04,海工,110,附表四,帳面價值總額,0.0,非收支
N04,海工,111,附表四,帳面價值總額,13200.0,非收支
N04,海工,112,附表四,帳面價值總額,499042.0,非收支
N04,海工,113,附表四,帳面價值總額,127360.0,非收支
N04,海工,110,附表四,財產筆數,10.0,非收支
N04,海工,111,附表四,財產筆數,15.0,非收支
N04,海工,112,附表四,財產筆數,44.0,非收支
N04,海工,113,附表四,財產筆數,43.0,非收支
N05,漢翔,109,收支餘絀表,人事費,5793497.0,收支
N05,漢翔,111,收支餘絀表,人事費,6412661.0,收支
N05,漢翔,112,收支餘絀表,人事費,5032018.0,收支
N05,漢翔,113,收支餘絀表,人事費,6363884.0,收支
N05,漢翔,109,收支餘絀表,修繕購置費,115271.0,收支
N05,漢翔,111,收支餘絀表,修繕購置費,46170.0,收支
N05,漢翔,112,收支餘絀表,修繕購置費,111709.0,收支
N05,漢翔,113,收支餘絀表,修繕購置費,55784.0,收支
N05,漢翔,109,收支餘絀表,其他支出,1093143.0,收支
N05,漢翔,111,收支餘絀表,其他支出,2463788.0,收支
N05,漢翔,112,收支餘絀表,其他支出,3729484.0,收支
N05,漢翔,113,收支餘絀表,其他支出,999581.0,收支
N05,漢翔,109,收支餘絀表,其他收入,1093143.0,收支
N05,漢翔,111,收支餘絀表,其他收入,2463788.0,收支
N05,漢翔,112,收支餘絀表,其他收入,3729484.0,收支
N05,漢翔,113,收支餘絀表,其他收入,999581.0,收支
N05,漢翔,109,收支餘絀表,利息收入,2470.0,收支
N05,漢翔,111,收支餘絀表,利息收入,39517.0,收支
N05,漢翔,112,收支餘絀表,利息收入,71207.0,收支
N05,漢翔,113,收支餘絀表,利息收入,105887.0,收支
N05,漢翔,109,收支餘絀表,延後托育支出,357729.0,收支
N05,漢翔,111,收支餘絀表,延後托育支出,408622.0,收支
N05,漢翔,109,收支餘絀表,延後托育收入淨額,408450.0,收支
N05,漢翔,111,收支餘絀表,延後托育收入淨額,490290.0,收支
N05,漢翔,112,收支餘絀表,延長照顧服務支出,168240.0,收支
N05,漢翔,113,收支餘絀表,延長照顧服務支出,127995.0,收支
N05,漢翔,112,收支餘絀表,延長照顧服務收入淨額,168240.0,收支
N05,漢翔,113,收支餘絀表,延長照顧服務收入淨額,127995.0,收支
N05,漢翔,109,收支餘絀表,所得稅費用,13008.0,收支
N05,漢翔,110,收支餘絀表,所得稅費用,,收支
N05,漢翔,111,收支餘絀表,所得稅費用,,收支
N05,漢翔,112,收支餘絀表,所得稅費用,,收支
N05,漢翔,113,收支餘絀表,所得稅費用,,收支
N05,漢翔,110,收支餘絀表,支出 人事費,7006576.0,收支
N05,漢翔,110,收支餘絀表,支出 修繕購置費,106400.0,收支
N05,漢翔,110,收支餘絀表,支出 其他支出,,收支
N05,漢翔,110,收支餘絀表,支出 延後托育支出,,收支
N05,漢翔,110,收支餘絀表,支出 材料費,1183320.0,收支
N05,漢翔,110,收支餘絀表,支出 業務發展費,,收支
N05,漢翔,110,收支餘絀表,支出 業務費,694700.0,收支
N05,漢翔,110,收支餘絀表,支出 維護費,118000.0,收支
N05,漢翔,110,收支餘絀表,支出 行政管理費,112681.0,收支
N05,漢翔,110,收支餘絀表,支出 雜支,41682.0,收支
N05,漢翔,109,收支餘絀表,支出合計,10331296.0,收支
N05,漢翔,110,收支餘絀表,支出合計,9263359.0,收支
N05,漢翔,111,收支餘絀表,支出合計,11869873.0,收支
N05,漢翔,112,收支餘絀表,支出合計,12653515.0,收支
N05,漢翔,113,收支餘絀表,支出合計,11597650.0,收支
N05,漢翔,110,收支餘絀表,收入 其他收入,,收支
N05,漢翔,110,收支餘絀表,收入 利息收入,,收支
N05,漢翔,110,收支餘絀表,收入 延後托育收入淨額,,收支
N05,漢翔,110,收支餘絀表,收入 教保費收入,9343440.0,收支
N05,漢翔,110,收支餘絀表,收入 教保費收入減項,,收支
N05,漢翔,109,收支餘絀表,收入合計,9992126.0,收支
N05,漢翔,110,收支餘絀表,收入合計,9343440.0,收支
N05,漢翔,111,收支餘絀表,收入合計,11976524.0,收支
N05,漢翔,112,收支餘絀表,收入合計,12921591.0,收支
N05,漢翔,113,收支餘絀表,收入合計,13204495.0,收支
N05,漢翔,109,收支餘絀表,教保費收入,9030766.0,收支
N05,漢翔,111,收支餘絀表,教保費收入,9024121.0,收支
N05,漢翔,112,收支餘絀表,教保費收入,9017887.0,收支
N05,漢翔,113,收支餘絀表,教保費收入,12232000.0,收支
N05,漢翔,109,收支餘絀表,教保費收入減項,-542703.0,收支
N05,漢翔,111,收支餘絀表,教保費收入減項,-41192.0,收支
N05,漢翔,112,收支餘絀表,教保費收入減項,-65227.0,收支
N05,漢翔,113,收支餘絀表,教保費收入減項,-260968.0,收支
N05,漢翔,109,收支餘絀表,本期稅前餘絀,-339170.0,收支
N05,漢翔,110,收支餘絀表,本期稅前餘絀,80081.0,收支
N05,漢翔,111,收支餘絀表,本期稅前餘絀,106651.0,收支
N05,漢翔,112,收支餘絀表,本期稅前餘絀,268076.0,收支
N05,漢翔,113,收支餘絀表,本期稅前餘絀,1606845.0,收支
N05,漢翔,109,收支餘絀表,本期稅後餘絀,,收支
N05,漢翔,110,收支餘絀表,本期稅後餘絀,80081.0,收支
N05,漢翔,111,收支餘絀表,本期稅後餘絀,106651.0,收支
N05,漢翔,112,收支餘絀表,本期稅後餘絀,268076.0,收支
N05,漢翔,113,收支餘絀表,本期稅後餘絀,1606845.0,收支
N05,漢翔,109,收支餘絀表,材料費,700530.0,收支
N05,漢翔,111,收支餘絀表,材料費,1086820.0,收支
N05,漢翔,112,收支餘絀表,材料費,1180578.0,收支
N05,漢翔,113,收支餘絀表,材料費,811922.0,收支
N05,漢翔,109,收支餘絀表,業務發展費,1718000.0,收支
N05,漢翔,111,收支餘絀表,業務發展費,744800.0,收支
N05,漢翔,112,收支餘絀表,業務發展費,1782519.0,收支
N05,漢翔,113,收支餘絀表,業務發展費,2575405.0,收支
N05,漢翔,109,收支餘絀表,業務費,331216.0,收支
N05,漢翔,111,收支餘絀表,業務費,412723.0,收支
N05,漢翔,112,收支餘絀表,業務費,421276.0,收支
N05,漢翔,113,收支餘絀表,業務費,298788.0,收支
N05,漢翔,109,收支餘絀表,維護費,84294.0,收支
N05,漢翔,111,收支餘絀表,維護費,147265.0,收支
N05,漢翔,112,收支餘絀表,維護費,88595.0,收支
N05,漢翔,113,收支餘絀表,維護費,127280.0,收支
N05,漢翔,109,收支餘絀表,行政管理費,112681.0,收支
N05,漢翔,111,收支餘絀表,行政管理費,112681.0,收支
N05,漢翔,112,收支餘絀表,行政管理費,112681.0,收支
N05,漢翔,113,收支餘絀表,行政管理費,197754.0,收支
N05,漢翔,109,收支餘絀表,雜支,24935.0,收支
N05,漢翔,111,收支餘絀表,雜支,34343.0,收支
N05,漢翔,112,收支餘絀表,雜支,26415.0,收支
N05,漢翔,113,收支餘絀表,雜支,39257.0,收支
N05,漢翔,110,現金流量表,其他應付款,-113638.0,非收支
N05,漢翔,111,現金流量表,其他應付款,357419.0,非收支
N05,漢翔,112,現金流量表,其他應付款,-362751.0,非收支
N05,漢翔,113,現金流量表,其他應付款,-64077.0,非收支
N05,漢翔,110,現金流量表,其他應收款,-253019.0,非收支
N05,漢翔,111,現金流量表,其他應收款,-35803.0,非收支
N05,漢翔,112,現金流量表,其他應收款,389485.0,非收支
N05,漢翔,113,現金流量表,其他應收款,-76556.0,非收支
N05,漢翔,111,現金流量表,其他流動資產,-635.0,非收支
N05,漢翔,112,現金流量表,其他流動資產,635.0,非收支
N05,漢翔,113,現金流量表,其他流動資產,-5503.0,非收支
N05,漢翔,110,現金流量表,應付帳款,-26043.0,非收支
N05,漢翔,111,現金流量表,應付帳款,4661.0,非收支
N05,漢翔,112,現金流量表,應付帳款,89602.0,非收支
N05,漢翔,113,現金流量表,應付帳款,-95945.0,非收支
N05,漢翔,110,現金流量表,應付票據,,非收支
N05,漢翔,110,現金流量表,應收帳款淨額,-405.0,非收支
N05,漢翔,111,現金流量表,應收帳款淨額,675.0,非收支
N05,漢翔,112,現金流量表,應收帳款淨額,-742.0,非收支
N05,漢翔,113,現金流量表,應收帳款淨額,742.0,非收支
N05,漢翔,110,現金流量表,投資活動之淨現金流入,,非收支
N05,漢翔,111,現金流量表,投資活動之淨現金流入,,非收支
N05,漢翔,112,現金流量表,投資活動之淨現金流入,,非收支
N05,漢翔,113,現金流量表,投資活動之淨現金流入,,非收支
N05,漢翔,110,現金流量表,投資活動之現金流量：,,非收支
N05,漢翔,111,現金流量表,投資活動之現金流量：,,非收支
N05,漢翔,112,現金流量表,投資活動之現金流量：,,非收支
N05,漢翔,113,現金流量表,投資活動之現金流量：,,非收支
N05,漢翔,110,現金流量表,期初現金及約當現金餘額,4005885.0,非收支
N05,漢翔,111,現金流量表,期初現金及約當現金餘額,4227113.0,非收支
N05,漢翔,112,現金流量表,期初現金及約當現金餘額,4718448.0,非收支
N05,漢翔,113,現金流量表,期初現金及約當現金餘額,5236308.0,非收支
N05,漢翔,110,現金流量表,期末現金及約當現金餘額,4227113.0,非收支
N05,漢翔,111,現金流量表,期末現金及約當現金餘額,4718448.0,非收支
N05,漢翔,112,現金流量表,期末現金及約當現金餘額,5236308.0,非收支
N05,漢翔,113,現金流量表,期末現金及約當現金餘額,6877439.0,非收支
N05,漢翔,110,現金流量表,本期支付所得稅,-40034.0,非收支
N05,漢翔,111,現金流量表,本期支付所得稅,,非收支
N05,漢翔,110,現金流量表,本期現金及約當現金增加數,221228.0,非收支
N05,漢翔,111,現金流量表,本期現金及約當現金增加數,491335.0,非收支
N05,漢翔,112,現金流量表,本期現金及約當現金增加數,517860.0,非收支
N05,漢翔,113,現金流量表,本期現金及約當現金增加數,1641131.0,非收支
N05,漢翔,111,現金流量表,本期稅前餘納,106651.0,非收支
N05,漢翔,113,現金流量表,本期稅前餘絀,1606845.0,非收支
N05,漢翔,110,現金流量表,本期稅前餘額,832041.0,非收支
N05,漢翔,112,現金流量表,本期稅前餘額,268076.0,非收支
N05,漢翔,110,現金流量表,營業活動之淨現金流入,221228.0,非收支
N05,漢翔,111,現金流量表,營業活動之淨現金流入,491335.0,非收支
N05,漢翔,112,現金流量表,營業活動之淨現金流入,517860.0,非收支
N05,漢翔,113,現金流量表,營業活動之淨現金流入,1641131.0,非收支
N05,漢翔,110,現金流量表,營業活動之現金流量：,,非收支
N05,漢翔,111,現金流量表,營業活動之現金流量：,,非收支
N05,漢翔,112,現金流量表,營業活動之現金流量：,,非收支
N05,漢翔,113,現金流量表,營業活動之現金流量：,,非收支
N05,漢翔,110,現金流量表,營運產生之現金,261262.0,非收支
N05,漢翔,111,現金流量表,營運產生之現金,491335.0,非收支
N05,漢翔,110,現金流量表,籌資活動之淨現金流入,,非收支
N05,漢翔,111,現金流量表,籌資活動之淨現金流入,,非收支
N05,漢翔,112,現金流量表,籌資活動之淨現金流入,,非收支
N05,漢翔,113,現金流量表,籌資活動之淨現金流入,,非收支
N05,漢翔,110,現金流量表,籌資活動之現金流量：,,非收支
N05,漢翔,111,現金流量表,籌資活動之現金流量：,,非收支
N05,漢翔,112,現金流量表,籌資活動之現金流量：,,非收支
N05,漢翔,113,現金流量表,籌資活動之現金流量：,,非收支
N05,漢翔,110,現金流量表,調整項目：,,非收支
N05,漢翔,111,現金流量表,調整項目：,,非收支
N05,漢翔,112,現金流量表,調整項目：,,非收支
N05,漢翔,113,現金流量表,調整項目：,,非收支
N05,漢翔,111,現金流量表,資產/負債淨變動數,,非收支
N05,漢翔,112,現金流量表,資產/負債淨變動數,,非收支
N05,漢翔,113,現金流量表,資產/負債淨變動數,,非收支
N05,漢翔,110,現金流量表,資產／負債淨變動數,,非收支
N05,漢翔,110,現金流量表,預付款項,4910.0,非收支
N05,漢翔,111,現金流量表,預付款項,-19857.0,非收支
N05,漢翔,112,現金流量表,預付款項,27140.0,非收支
N05,漢翔,113,現金流量表,預付款項,2167.0,非收支
N05,漢翔,110,現金流量表,預收款項,-182584.0,非收支
N05,漢翔,111,現金流量表,預收款項,78224.0,非收支
N05,漢翔,112,現金流量表,預收款項,106415.0,非收支
N05,漢翔,113,現金流量表,預收款項,273458.0,非收支
N05,漢翔,110,資產負債表,代管財產,1440724.0,非收支
N05,漢翔,111,資產負債表,代管財產,687572.0,非收支
N05,漢翔,112,資產負債表,代管財產,515711.0,非收支
N05,漢翔,113,資產負債表,代管財產,941471.0,非收支
N05,漢翔,110,資產負債表,其他應付款,1009356.0,非收支
N05,漢翔,111,資產負債表,其他應付款,1366775.0,非收支
N05,漢翔,112,資產負債表,其他應付款,1004024.0,非收支
N05,漢翔,113,資產負債表,其他應付款,939947.0,非收支
N05,漢翔,110,資產負債表,其他應收款,367937.0,非收支
N05,漢翔,111,資產負債表,其他應收款,403740.0,非收支
N05,漢翔,112,資產負債表,其他應收款,14255.0,非收支
N05,漢翔,113,資產負債表,其他應收款,90811.0,非收支
N05,漢翔,111,資產負債表,其他流動資產,635.0,非收支
N05,漢翔,112,資產負債表,其他流動資產,,非收支
N05,漢翔,113,資產負債表,其他流動資產,5503.0,非收支
N05,漢翔,110,資產負債表,存出保證金,15000.0,非收支
N05,漢翔,111,資產負債表,存出保證金,15000.0,非收支
N05,漢翔,112,資產負債表,存出保證金,15000.0,非收支
N05,漢翔,113,資產負債表,存出保證金,15000.0,非收支
N05,漢翔,110,資產負債表,應付代管財產,1440724.0,非收支
N05,漢翔,111,資產負債表,應付代管財產,687572.0,非收支
N05,漢翔,112,資產負債表,應付代管財產,515711.0,非收支
N05,漢翔,113,資產負債表,應付代管財產,941471.0,非收支
N05,漢翔,110,資產負債表,應付帳款,17254.0,非收支
N05,漢翔,111,資產負債表,應付帳款,21915.0,非收支
N05,漢翔,112,資產負債表,應付帳款,111517.0,非收支
N05,漢翔,113,資產負債表,應付帳款,15572.0,非收支
N05,漢翔,110,資產負債表,應付購置財產,338493.0,非收支
N05,漢翔,111,資產負債表,應付購置財產,355293.0,非收支
N05,漢翔,112,資產負債表,應付購置財產,391293.0,非收支
N05,漢翔,113,資產負債表,應付購置財產,391293.0,非收支
N05,漢翔,110,資產負債表,應收帳款淨額,675.0,非收支
N05,漢翔,111,資產負債表,應收帳款淨額,,非收支
N05,漢翔,112,資產負債表,應收帳款淨額,742.0,非收支
N05,漢翔,113,資產負債表,應收帳款淨額,,非收支
N05,漢翔,110,資產負債表,本期餘絀,792007.0,非收支
N05,漢翔,111,資產負債表,本期餘絀,106651.0,非收支
N05,漢翔,112,資產負債表,本期餘絀,268076.0,非收支
N05,漢翔,113,資產負債表,本期餘絀,1606845.0,非收支
N05,漢翔,110,資產負債表,業務發展準備,5664300.0,非收支
N05,漢翔,111,資產負債表,業務發展準備,6409100.0,非收支
N05,漢翔,112,資產負債表,業務發展準備,8191619.0,非收支
N05,漢翔,113,資產負債表,業務發展準備,10767024.0,非收支
N05,漢翔,110,資產負債表,業務發展準備金,5664300.0,非收支
N05,漢翔,111,資產負債表,業務發展準備金,6409100.0,非收支
N05,漢翔,112,資產負債表,業務發展準備金,8191619.0,非收支
N05,漢翔,113,資產負債表,業務發展準備金,10767024.0,非收支
N05,漢翔,110,資產負債表,流動負債合計,3037369.0,非收支
N05,漢翔,111,資產負債表,流動負債合計,3477673.0,非收支
N05,漢翔,112,資產負債表,流動負債合計,3310939.0,非收支
N05,漢翔,113,資產負債表,流動負債合計,3424375.0,非收支
N05,漢翔,110,資產負債表,流動資產合計,4605175.0,非收支
N05,漢翔,111,資產負債表,流動資產合計,5152130.0,非收支
N05,漢翔,112,資產負債表,流動資產合計,5253472.0,非收支
N05,漢翔,113,資產負債表,流動資產合計,6973753.0,非收支
N05,漢翔,110,資產負債表,現金及銀行存款,4227113.0,非收支
N05,漢翔,111,資產負債表,現金及銀行存款,4718448.0,非收支
N05,漢翔,112,資產負債表,現金及銀行存款,5236308.0,非收支
N05,漢翔,113,資產負債表,現金及銀行存款,6877439.0,非收支
N05,漢翔,110,資產負債表,累積餘絀,790799.0,非收支
N05,漢翔,111,資產負債表,累積餘絀,1582806.0,非收支
N05,漢翔,112,資產負債表,累積餘絀,1689457.0,非收支
N05,漢翔,113,資產負債表,累積餘絀,1957533.0,非收支
N05,漢翔,110,資產負債表,負債及餘絀總計,12286520.0,非收支
N05,漢翔,111,資產負債表,負債及餘絀總計,12882843.0,非收支
N05,漢翔,112,資產負債表,負債及餘絀總計,14672741.0,非收支
N05,漢翔,113,資產負債表,負債及餘絀總計,19443325.0,非收支
N05,漢翔,110,資產負債表,負債總額,10703714.0,非收支
N05,漢翔,111,資產負債表,負債總額,11193386.0,非收支
N05,漢翔,112,資產負債表,負債總額,12715208.0,非收支
N05,漢翔,113,資產負債表,負債總額,15878947.0,非收支
N05,漢翔,110,資產負債表,資產總計,12286520.0,非收支
N05,漢翔,111,資產負債表,資產總計,12882843.0,非收支
N05,漢翔,112,資產負債表,資產總計,14672741.0,非收支
N05,漢翔,113,資產負債表,資產總計,19443325.0,非收支
N05,漢翔,110,資產負債表,資遣費準備,222828.0,非收支
N05,漢翔,111,資產負債表,資遣費準備,263748.0,非收支
N05,漢翔,112,資產負債表,資遣費準備,305646.0,非收支
N05,漢翔,113,資產負債表,資遣費準備,354784.0,非收支
N05,漢翔,110,資產負債表,資遣費準備金,222828.0,非收支
N05,漢翔,111,資產負債表,資遣費準備金,263748.0,非收支
N05,漢翔,112,資產負債表,資遣費準備金,305646.0,非收支
N05,漢翔,113,資產負債表,資遣費準備金,354784.0,非收支
N05,漢翔,110,資產負債表,購置財產,338493.0,非收支
N05,漢翔,111,資產負債表,購置財產,355293.0,非收支
N05,漢翔,112,資產負債表,購置財產,391293.0,非收支
N05,漢翔,113,資產負債表,購置財產,391293.0,非收支
N05,漢翔,110,資產負債表,非流動負債合計,7666345.0,非收支
N05,漢翔,111,資產負債表,非流動負債合計,7715713.0,非收支
N05,漢翔,112,資產負債表,非流動負債合計,9404269.0,非收支
N05,漢翔,113,資產負債表,非流動負債合計,12454572.0,非收支
N05,漢翔,110,資產負債表,非流動資產合計,7681345.0,非收支
N05,漢翔,111,資產負債表,非流動資產合計,7730713.0,非收支
N05,漢翔,112,資產負債表,非流動資產合計,9419269.0,非收支
N05,漢翔,113,資產負債表,非流動資產合計,12469572.0,非收支
N05,漢翔,110,資產負債表,預付款項,9450.0,非收支
N05,漢翔,111,資產負債表,預付款項,29307.0,非收支
N05,漢翔,112,資產負債表,預付款項,2167.0,非收支
N05,漢翔,113,資產負債表,預付款項,,非收支
N05,漢翔,110,資產負債表,預收款項,2010759.0,非收支
N05,漢翔,111,資產負債表,預收款項,2088983.0,非收支
N05,漢翔,112,資產負債表,預收款項,2195398.0,非收支
N05,漢翔,113,資產負債表,預收款項,2468856.0,非收支
N05,漢翔,110,資產負債表,餘絀總額,1582806.0,非收支
N05,漢翔,111,資產負債表,餘絀總額,1689457.0,非收支
N05,漢翔,112,資產負債表,餘絀總額,1957533.0,非收支
N05,漢翔,113,資產負債表,餘絀總額,3564378.0,非收支
N05,漢翔,110,附表三,事務機器耗材-執行率,68.0,非收支
N05,漢翔,111,附表三,事務機器耗材-執行率,67.0,非收支
N05,漢翔,112,附表三,事務機器耗材-執行率,45.0,非收支
N05,漢翔,113,附表三,事務機器耗材-執行率,35.0,非收支
N05,漢翔,110,附表三,事務機器耗材-決算數,40542.0,非收支
N05,漢翔,111,附表三,事務機器耗材-決算數,40429.0,非收支
N05,漢翔,112,附表三,事務機器耗材-決算數,27126.0,非收支
N05,漢翔,113,附表三,事務機器耗材-決算數,20817.0,非收支
N05,漢翔,110,附表三,五日未上課退費-執行率,,非收支
N05,漢翔,111,附表三,五日未上課退費-執行率,,非收支
N05,漢翔,112,附表三,五日未上課退費-執行率,,非收支
N05,漢翔,113,附表三,五日未上課退費-執行率,,非收支
N05,漢翔,110,附表三,五日未上課退費-決算數,-37992.0,非收支
N05,漢翔,111,附表三,五日未上課退費-決算數,-41192.0,非收支
N05,漢翔,112,附表三,五日未上課退費-決算數,-32755.0,非收支
N05,漢翔,113,附表三,五日未上課退費-決算數,-37414.0,非收支
N05,漢翔,110,附表三,人事費-執行率,84.0,非收支
N05,漢翔,111,附表三,人事費-執行率,89.0,非收支
N05,漢翔,112,附表三,人事費-執行率,68.0,非收支
N05,漢翔,113,附表三,人事費-執行率,72.0,非收支
N05,漢翔,110,附表三,人事費-決算數,5862148.0,非收支
N05,漢翔,111,附表三,人事費-決算數,6412661.0,非收支
N05,漢翔,112,附表三,人事費-決算數,5032018.0,非收支
N05,漢翔,113,附表三,人事費-決算數,6363884.0,非收支
N05,漢翔,112,附表三,代課費及代班費-執行率,,非收支
N05,漢翔,113,附表三,代課費及代班費-執行率,10.0,非收支
N05,漢翔,112,附表三,代課費及代班費-決算數,,非收支
N05,漢翔,113,附表三,代課費及代班費-決算數,15754.0,非收支
N05,漢翔,110,附表三,代課費及廚工代班費-執行率,28.0,非收支
N05,漢翔,111,附表三,代課費及廚工代班費-執行率,8.0,非收支
N05,漢翔,110,附表三,代課費及廚工代班費-決算數,28800.0,非收支
