檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N01安溪_112學年度財務報告.pdf,5,現金及銀行存款,"$ 9,654,314",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,應收帳款淨額,"34,918",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,預付款項,"51,068",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,其他流動資產,,資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,流動資產合計,"9,740,300",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,資遣費準備,"713,906",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,業務發展準備金,"10,479,844",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,代管財產,"3,030,018",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,購置財產,"172,779",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,存出保證金,"3,600",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,非流動資產合計,"14,400,147",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,資產總計,"$ 24,140,447",資產,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,現金及銀行存款,"$ 8,824,150",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,應收帳款淨額,"69,039",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,預付款項,"56,020",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,其他流動資產,"35,254",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,流動資產合計,"8,984,463",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,資遣費準備,"638,981",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,業務發展準備金,"8,091,844",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,代管財產,"2,577,702",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,購置財產,"172,779",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,存出保證金,"3,600",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,非流動資產合計,"11,484,906",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,資產總計,"$ 20,469,369",資產,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,應付票據,$ -,負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,其他應付款,"2,063,288",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,預收款項,"5,207,452",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,其他流動負債,"1,542",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,流動負債合計,"7,272,282",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,資遣費準備,"713,906",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,業務發展準備,"10,479,844",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,應付代管財產,"3,030,018",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,應付購置財產,"172,779",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,非流動負債合計,"14,396,547",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,負債總額,"21,668,829",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,累積餘絀,"2,220,819",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,本期餘絀,"250,799",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,餘絀總額,"2,471,618",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,負債及餘絀總計,"$ 24,140,447",負債及淨值,112學年度,本年度,113年7月31日
N01安溪_112學年度財務報告.pdf,5,應付票據,"$ 17,853",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,其他應付款,"1,950,470",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,預收款項,"4,798,921",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,其他流動負債,,負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,流動負債合計,"6,767,244",負債及淨值,111學年度,前一年度,112年7月31日
