檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N01安溪_112學年度財務報告.pdf,5,資遣費準備,"638,981",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,業務發展準備,"8,091,844",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,應付代管財產,"2,577,702",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,應付購置財產,"172,779",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,非流動負債合計,"11,481,306",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,負債總額,"18,248,550",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,累積餘絀,"1,570,947",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,本期餘絀,"649,872",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,餘絀總額,"2,220,819",負債及淨值,111學年度,前一年度,112年7月31日
N01安溪_112學年度財務報告.pdf,5,負債及餘絀總計,"$ 20,469,369",負債及淨值,111學年度,前一年度,112年7月31日
