檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N03龍埔成長_113學年度財務報告.pdf,113學年度,人事費,"$ 9,548,493","$ 8,710,840","$(837,653)",9,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,人事費,"8,778,167","8,311,337","(466,830)",5,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,加班費,"716,832","346,009","(370,823)",52,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,資遣費,"53,494","53,494",,,
N03龍埔成長_113學年度財務報告.pdf,113學年度,業務費,"562,700","498,463","(64,237)",11,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,活動費,"95,000","94,200",(800),1,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,研習、進修,"24,000","23,666",(334),1,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,水費,"26,000","40,857","14,857",57,(註)
N03龍埔成長_113學年度財務報告.pdf,113學年度,電費,"90,000","98,630","8,630",10,細項 20% 內勻支後，\n已符合勻支規定
N03龍埔成長_113學年度財務報告.pdf,113學年度,瓦斯費,"32,000","19,659","(12,341)",39,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,保全,"60,000","60,000",,,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,辦公文具,"18,000","13,052","(4,948)",27,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,事務機器耗材,"60,000","56,769","(3,231)",5,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,電話費（含 ADSL）,"45,000","27,713","(17,287)",38,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,郵資,"7,200","2,326","(4,874)",68,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,文宣費（一般文宣）,"10,000","8,317","(1,683)",17,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,文宣費（園刊）,"27,500","9,722","(17,778)",65,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,攝影照片,"9,000","5,000","(4,000)",44,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,園務特支,"39,000","38,552",(448),1,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,差旅費,"20,000",,"(20,000)",,
N03龍埔成長_113學年度財務報告.pdf,113學年度,材料費,"1,257,840","1,183,148","(74,692)",6,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,教保材料費,"172,800","166,801","(5,999)",3,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,日常消耗用品,"43,200","42,561",(639),1,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,藥品費,"5,040","4,802",(238),5,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,餐點費,"1,036,800","968,984","(67,816)",7,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,維護費,"118,000","98,854","(19,146)",16,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,修繕購置費,"100,800","91,690","(9,110)",9,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,雜支,"33,762","5,671","(28,091)",83,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,行政管理費,"182,054","182,054",,,未超支
N03龍埔成長_113學年度財務報告.pdf,113學年度,合計,"$ 11,803,649","$ 10,770,720","$(1,032,929)",9,
