檔案名稱,分類,財產編號,登錄號分號,財產名稱,原始價值,數量,帳面價值,使用年限,購置日期
N03龍埔成長_110學年度財務報告.pdf,,501010610,000013,空調系統,"19,350",1,"14,794",8,106/2/13
N03龍埔成長_110學年度財務報告.pdf,,501010701A,000004,冰箱,552,1,552,4,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501010820,000001,除濕機,190,1,190,5,102/3/7
N03龍埔成長_110學年度財務報告.pdf,,501010820,000002,除濕機,190,1,190,5,102/3/7
N03龍埔成長_110學年度財務報告.pdf,,501010820,000003,除濕機,190,1,190,5,102/3/7
N03龍埔成長_110學年度財務報告.pdf,,501011007,000001,電鍋,156,1,156,5,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501011007,000002,電鍋,156,1,156,5,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501011017,000001,瓦斯爐,144,1,144,3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501011017,000002,瓦斯爐,288,1,288,3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501011066A,000001,油煙罩,"9,556",1,"3,260",10,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501030301B,000004,櫥櫃,210,1,210,5,102/5/13
N03龍埔成長_110學年度財務報告.pdf,,501030608,000001,餐具消毒櫃,780,1,780,5,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501030795,000002,鐵片放置架,192,1,192,5,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501030799,000006,其他康樂設備,100,1,100,3,102/11/01
N03龍埔成長_110學年度財務報告.pdf,,501030799,000007,其他康樂設備,302,1,302,3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501030799,000008,其他康樂設備,112,1,112,3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501030799,000009,其他康樂設備,112,1,112,3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,,501030799,000010,其他康樂設備,245,1,245,3,102/2/26
N03龍埔成長_110學年度財務報告.pdf,,501030799,000011,其他康樂設備,245,1,245,3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,非消耗品,6010101,000022,文書用具-白板,"4,200",1,"4,200",3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,非消耗品,6010101,000023,文書用具-白板,"4,200",1,"4,200",3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,非消耗品,6010101,000024,文書用具-白板,"4,200",1,"4,200",3,101/5/25
N03龍埔成長_110學年度財務報告.pdf,非消耗品,6010111,000003,文書用具-碎紙機,"7,000",1,"7,000",5,102/6/28
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,W28,,活動櫃,"$ 47,384",4,,5,106/11/23
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,W29,,活動櫃,"47,385",4,,5,106/11/23
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,W31,,戶外畫架,"41,790",1,,3,107/05/23
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,E60,,反射投影機,"21,000",1,,5,107/08/03
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,W32,,白鐵雨鞋架,"24,570",3,,3,107/09/11
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,W33,,鞋櫃,"39,000",6,,5,107/10/04
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,W34,,落地高櫃,"71,121",12,,5,109/03/24
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,E66,,筆記型電腦,"14,000",1,,5,109/06/15
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,I023,,LED教學燈箱,"16,855",1,,5,109/07/23
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,W36,,活動遊戲桌,"10,415",1,,5,109/08/03
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,E69,,MA-708擴音機,"30,000",1,,5,109/10/28
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,E70,,瓦斯漏氣緊急遮斷系統,"31,500",1,,5,109/11/27
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,E81,,冷氣,"36,750",1,,5,110/11/08
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,E82,,筆記型電腦,"28,900",1,,5,111/01/08
N03龍埔成長_110學年度財務報告.pdf,2.購置財產,,,,,,,,
