檔案名稱,項目,111學年度預算數,111學年度決算數,111學年度決算與預算差異,111學年度執行率,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率
N02山北_111學年度財務報告.pdf,資遣費,"46,428","46,428",,100,"45,296","45,296",,100
N02山北_111學年度財務報告.pdf,業務費,"689,200","505,083","(184,117)",73,"689,200","445,333","(243,867)",65
N02山北_111學年度財務報告.pdf,活動費,"95,000","92,402","(2,598)",97,"95,000","81,338","(13,662)",86
N02山北_111學年度財務報告.pdf,研習、進修,"26,000","2,500","(23,500)",10,"26,000","6,500","(19,500)",25
N02山北_111學年度財務報告.pdf,水費,"26,000","12,482","(13,518)",48,"26,000","11,079","(14,921)",43
N02山北_111學年度財務報告.pdf,電費,"204,000","206,946","2,946",101,"204,000","156,603","(47,397)",77
N02山北_111學年度財務報告.pdf,瓦斯費,"32,000","11,547","(20,453)",36,"32,000","11,895","(20,105)",37
N02山北_111學年度財務報告.pdf,保全,"80,000","31,500","(48,500)",39,"80,000","34,256","(45,744)",43
N02山北_111學年度財務報告.pdf,辦公文具,"18,000","10,185","(7,815)",57,"18,000","6,245","(11,755)",35
N02山北_111學年度財務報告.pdf,事務機器耗材,"60,000","48,487","(11,513)",81,"60,000","39,493","(20,507)",66
N02山北_111學年度財務報告.pdf,電話費(含網路),"45,000","29,859","(15,141)",66,"45,000","29,553","(15,447)",66
N02山北_111學年度財務報告.pdf,郵資,"7,200","6,702",(498),93,"7,200","4,750","(2,450)",66
N02山北_111學年度財務報告.pdf,文宣費(一般文宣),"10,000",,"(10,000)",,"10,000","1,670","(8,330)",17
N02山北_111學年度財務報告.pdf,文宣費(園刊),"22,000",,"(22,000)",,"22,000","10,000","(12,000)",45
N02山北_111學年度財務報告.pdf,攝影照片,"9,000","6,865","(2,135)",76,"9,000","5,175","(3,825)",58
N02山北_111學年度財務報告.pdf,圖務特支,"39,000","45,608","6,608",117,"39,000","46,776","7,776",120
N02山北_111學年度財務報告.pdf,差旅費,"16,000",,"(16,000)",,"16,000",,"(16,000)",
N02山北_111學年度財務報告.pdf,材料費,"1,401,300","1,115,609","(285,691)",80,"1,401,300","1,085,568","(315,732)",77
N02山北_111學年度財務報告.pdf,教保材料費,"216,000","98,846","(117,154)",46,"216,000","80,817","(135,183)",37
N02山北_111學年度財務報告.pdf,日常消耗用品,"54,000","28,339","(25,661)",52,"54,000","42,841","(11,159)",79
N02山北_111學年度財務報告.pdf,藥品費,"6,300","3,312","(2,988)",53,"6,300","5,641",(659),90
N02山北_111學年度財務報告.pdf,餐點費,"1,125,000","985,112","(139,888)",88,"1,125,000","956,269","(168,731)",85
N02山北_111學年度財務報告.pdf,維護費,"118,000","52,748","(65,252)",45,"118,000","93,029","(24,971)",79
N02山北_111學年度財務報告.pdf,水電修繕,"85,000","33,128","(51,872)",39,"85,000","76,729","(8,271)",90
N02山北_111學年度財務報告.pdf,園舍消毒、清潔,"25,000","18,900","(6,100)",76,"25,000","15,500","(9,500)",62
N02山北_111學年度財務報告.pdf,火險,"8,000",720,"(7,280)",9,"8,000",800,"(7,200)",10
N02山北_111學年度財務報告.pdf,修繕購置費,"126,000","24,821","(101,179)",20,"126,000","50,201","(75,799)",40
N02山北_111學年度財務報告.pdf,公共事務管理費,"45,966","23,499","(22,467)",51,"45,966","14,400","(31,566)",31
N02山北_111學年度財務報告.pdf,雜支,"41,352","3,120","(38,232)",8,"41,352","3,850","(37,502)",9
N02山北_111學年度財務報告.pdf,行政管理費,"125,430","125,430",,100,"125,430","125,430",,100
N02山北_111學年度財務報告.pdf,業務發展費,,"620,000","620,000",,,"294,400","294,400",
N02山北_111學年度財務報告.pdf,延後托育支出,,"237,151","237,151",,,"333,635","333,635",
N02山北_111學年度財務報告.pdf,其他支出,,"2,293,328","2,293,328",,,"1,874,209","1,874,209",
N02山北_111學年度財務報告.pdf,本期稅前餘絀,"(296,752)","413,861","710,613",(139),"(88,795)","1,090,311","1,179,106","88,069"
N02山北_111學年度財務報告.pdf,所得稅費用,,,,,,"25,077","25,077",
N02山北_111學年度財務報告.pdf,本期稅後餘絀,"$(296,752)","$ 413,861","$ 710,613",(139),"$(88,795)","$ 1,065,234","$ 1,154,029","(1,200)"
