檔案名稱,分類,財產編號,登錄號分號,財產名稱,原始價值,數量,帳面價值,使用年限,購置日期
N01安溪_110學年度財務報告.pdf,,5030990,000008,綜合遊具組,"44,062",1,441,3,105/01/25
N01安溪_110學年度財務報告.pdf,,5030990,000013-14,扮演廚房組（1式3組）,"16,666",2,334,3,105/01/25
N01安溪_110學年度財務報告.pdf,,5030990,000015,扮演廚房組（1式3組）,"16,668",1,167,3,105/01/25
N01安溪_110學年度財務報告.pdf,,501030803,000001-2,萬象組,"12,500",2,"17,162",5,109/05/13
N01安溪_110學年度財務報告.pdf,,501030803,00003,水谷式教具,"36,800",1,"25,264",5,109/05/13
N01安溪_110學年度財務報告.pdf,,6010131,000051-66,壁面作品展示板,"3,000",16,"48,000",3,105/01/25
N01安溪_110學年度財務報告.pdf,,6010711,000016-19,儲藏室置物架,"9,800",4,"39,200",3,105/01/25
N01安溪_110學年度財務報告.pdf,,6011209,000003,儲熱型電熱水器,"4,504",1,"4,504",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6011209,000004,瓦斯熱水器,"4,406",1,"4,406",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6011408,111133-36,電動軸心布幕（6呎*8呎）,"6,460",4,"25,840",6,105/01/25
N01安溪_110學年度財務報告.pdf,,6070201,000012-13,辦公桌含側桌,"5,050",2,"10,100",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070201,000014-17,辦公桌含側桌,"4,000",4,"16,000",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070202,000061-76,辦公椅（藍色）,"1,000",16,"16,000",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000001-3,三合一杯櫃,"9,000",3,"27,000",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000004-9,圖書展示板,"8,500",6,"51,000",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000010-15,弧形櫃,"4,800",6,"28,800",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000016-18,圖書櫃,"4,500",3,"13,500",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000019-30,凸三邊教具櫃,"2,600",12,"31,200",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000031-36,書包櫃、鞋櫃,"5,250",6,"31,500",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000037-38,鞋櫃,"5,334",2,"10,668",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000039-42,鞋櫃,"5,333",4,"21,332",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070209,000043-45,資料櫃,"7,300",3,"21,900",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070206,000046,書面紙櫃,"9,800",1,"9,800",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070224,000142-144,幼兒專用教學課桌椅組（教師）,"1,400",3,"4,200",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070224,000145-147,幼兒專用教學課桌椅組（點心圓桌）,"3,000",3,"9,000",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070224,000148-171,幼兒專用教學課桌椅組（四人學習桌）,"1,400",24,"33,600",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070224,000172-174,幼兒專用教學課桌椅組（二人學習桌）,920,3,"2,760",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070225,000221-328,幼兒專用教學課桌椅組（四代椅）,480,105,"50,400",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070225,000329-334,幼兒專用教學課桌椅組（加大四代椅）,600,4,"2,400",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6070240,000743-748,益智科學櫃（附18個籃子）,"4,500",6,"27,000",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6080601,000008-11,遊具組（籃球架）,"6,266",4,"25,064",5,105/01/25
N01安溪_110學年度財務報告.pdf,,6080601,000012-14,遊具組（腳踏車）,"8,356",3,"25,068",5,105/01/25
N01安溪_110學年度財務報告.pdf,購置財產,0001,,電腦主機 acer,"$ 19,940",1,,5,105/08/01
N01安溪_110學年度財務報告.pdf,購置財產,0002,,電腦主機 acer,"17,760",1,,5,105/08/26
N01安溪_110學年度財務報告.pdf,購置財產,0003,,電腦主機 acer,"19,415",1,,5,105/08/29
N01安溪_110學年度財務報告.pdf,購置財產,0004,,電腦主機、螢幕,"26,565",1,,5,106/08/10
N01安溪_110學年度財務報告.pdf,購置財產,0005,,筆記型電腦,"27,300",1,,5,107/01/29
N01安溪_110學年度財務報告.pdf,購置財產,0006,,幼兒保健床,"10,482",2,,5,111/06/10
N01安溪_110學年度財務報告.pdf,購置財產,0007,,戶外儲藏屋,"17,219",1,,5,111/07/27
N01安溪_110學年度財務報告.pdf,購置財產,0008,,幼兒午睡小床,"29,700",30,,5,111/07/29
N01安溪_110學年度財務報告.pdf,購置財產,,,,,,,,
