檔案名稱,年度,年度類別,檢查項目,左方,右方,結果
N01安溪_110學年度財務報告.pdf,110學年度,本年度,流動資產合計+非流動資產合計=資產總計,14735315,14735315,通過
N01安溪_110學年度財務報告.pdf,109學年度,前一年度,流動資產合計+非流動資產合計=資產總計,13166908,13166908,通過
N01安溪_110學年度財務報告.pdf,110學年度,本年度,流動負債合計+非流動負債合計=負債總額,13164368,13164368,通過
N01安溪_110學年度財務報告.pdf,110學年度,本年度,累積餘絀+本期餘絀=餘絀總額,1570947,1570947,通過
N01安溪_110學年度財務報告.pdf,110學年度,本年度,負債總額+餘絀總額=負債及餘絀總計,14735315,14735315,通過
N01安溪_110學年度財務報告.pdf,109學年度,前一年度,流動負債合計+非流動負債合計=負債總額,11814518,11814518,通過
N01安溪_110學年度財務報告.pdf,109學年度,前一年度,累積餘絀+本期餘絀=餘絀總額,1352390,1352390,通過
N01安溪_110學年度財務報告.pdf,109學年度,前一年度,負債總額+餘絀總額=負債及餘絀總計,13166908,13166908,通過
