檔案名稱,項目,110學年度預算數,110學年度決算數,110學年度決算與預算差異,110學年度執行率,109學年度預算數,109學年度決算數,109學年度決算與預算差異,109學年度執行率
N01安溪_110學年度財務報告.pdf,研習、進修,"24,000",,"(24,000)",,"24,000",,"(24,000)",
N01安溪_110學年度財務報告.pdf,水費,"26,000","6,410","(19,590)",25,"26,000","4,787","(21,213)",18
N01安溪_110學年度財務報告.pdf,電費,"204,000","80,699","(123,301)",40,"204,000","69,593","(134,407)",34
N01安溪_110學年度財務報告.pdf,瓦斯費,"32,000","14,850","(17,150)",46,"32,000","13,775","(18,225)",43
N01安溪_110學年度財務報告.pdf,保全,"60,000","24,000","(36,000)",40,"60,000","24,000","(36,000)",40
N01安溪_110學年度財務報告.pdf,辦公文具,"18,000","12,026","(5,974)",67,"18,000","5,664","(12,336)",31
N01安溪_110學年度財務報告.pdf,事務機器耗材,"60,000","50,284","(9,716)",84,"60,000","31,452","(28,548)",52
N01安溪_110學年度財務報告.pdf,電話費(含網路),"45,000","33,835","(11,165)",75,"45,000","33,415","(11,585)",74
N01安溪_110學年度財務報告.pdf,郵資,"7,200","2,415","(4,785)",34,"7,200","2,668","(4,532)",37
N01安溪_110學年度財務報告.pdf,文宣費(一般文宣),"10,000",,"(10,000)",,"10,000",,"(10,000)",
N01安溪_110學年度財務報告.pdf,文宣費(圖刊),"27,500",,"(27,500)",,"27,500",,"(27,500)",
N01安溪_110學年度財務報告.pdf,攝影照片,"9,000",,"(9,000)",,"9,000",,"(9,000)",
N01安溪_110學年度財務報告.pdf,園務特支,"39,000","39,000",-,100,"39,000","39,000",-,100
N01安溪_110學年度財務報告.pdf,差旅費,"20,000",,"(20,000)",,"20,000",,"(20,000)",
N01安溪_110學年度財務報告.pdf,材料費,"1,401,300","1,245,534","(155,766)",89,"1,401,300","943,915","(457,385)",67
N01安溪_110學年度財務報告.pdf,教保材料費,"216,000","177,602","(38,398)",82,"216,000","47,826","(168,174)",22
N01安溪_110學年度財務報告.pdf,日常消耗用品,"54,000","37,967","(16,033)",70,"54,000","19,869","(34,131)",37
N01安溪_110學年度財務報告.pdf,藥品費,"6,300","3,035","(3,265)",48,"6,300","1,235","(5,065)",20
N01安溪_110學年度財務報告.pdf,餐點費,"1,125,000","1,026,930","(98,070)",91,"1,125,000","874,985","(250,015)",78
N01安溪_110學年度財務報告.pdf,維護費,"118,000","105,476","(12,524)",89,"118,000","17,192","(100,808)",15
N01安溪_110學年度財務報告.pdf,水電修繕,"85,000","94,557","9,557",111,"85,000","8,467","(76,533)",10
N01安溪_110學年度財務報告.pdf,園舍消毒、清潔,"25,000","10,223","(14,777)",41,"25,000","8,000","(17,000)",32
N01安溪_110學年度財務報告.pdf,火險,"8,000",696,"(7,304)",9,"8,000",725,"(7,275)",9
N01安溪_110學年度財務報告.pdf,修繕購置費,"126,000","125,696",(304),100,"126,000","42,647","(83,353)",34
N01安溪_110學年度財務報告.pdf,雜支,"40,602","22,118","(18,484)",54,"40,602","15,364","(25,238)",38
N01安溪_110學年度財務報告.pdf,行政管理費,"124,680","124,680",-,100,"124,680","124,680",-,100
N01安溪_110學年度財務報告.pdf,業務發展費,,"1,099,000","1,099,000",,,"1,592,844","1,592,844",
N01安溪_110學年度財務報告.pdf,延後托育支出,,"147,216","147,216",,,"47,632","47,632",
N01安溪_110學年度財務報告.pdf,其他支出,,"1,086,035","1,086,035",,,"523,036","523,036",
N01安溪_110學年度財務報告.pdf,呆帳損失,,"46,686","46,686",,,,,
N01安溪_110學年度財務報告.pdf,本期稅前餘絀,"(65,144)","218,557","283,701",(335),"78,571","(215,209)","(293,780)",(274)
N01安溪_110學年度財務報告.pdf,所得稅費用,,,,,,,,
N01安溪_110學年度財務報告.pdf,本期稅後餘絀,"$(65,144)","$ 218,557","$ 283,701",(335),"$ 78,571","$(215,209)","$(293,780)",(274)
