檔案名稱,報告學年度,項目,預算數,決算數,差異數,差異率,預決算檢查結果
N01安溪_110學年度財務報告.pdf,110學年度,收入,"10,067,760","11,284,869","1,217,109",112,
N01安溪_110學年度財務報告.pdf,110學年度,教保費收入淨額,"10,067,760","9,992,328","(75,432)",99,
N01安溪_110學年度財務報告.pdf,110學年度,教保費收入,"10,067,760","10,069,260","1,500",100,
N01安溪_110學年度財務報告.pdf,110學年度,教保費收入（家長繳費）,"2,700,000","1,940,500","(759,500)",72,
N01安溪_110學年度財務報告.pdf,110學年度,教保費收入（政府學費差額補助）,"7,367,760","8,128,760","761,000",110,
N01安溪_110學年度財務報告.pdf,110學年度,教保費收入減項,-,"(76,932)","(76,932)",-,
N01安溪_110學年度財務報告.pdf,110學年度,五日未上課退費,-,"(75,432)","(75,432)",-,
N01安溪_110學年度財務報告.pdf,110學年度,轉學/轉出退費,-,"(1,500)","(1,500)",-,
N01安溪_110學年度財務報告.pdf,110學年度,政府學費差額補助退費,-,-,-,-,
N01安溪_110學年度財務報告.pdf,110學年度,延後托育收入淨額,-,"162,900","162,900",-,
N01安溪_110學年度財務報告.pdf,110學年度,延後托育收入淨額,-,"162,900","162,900",-,
N01安溪_110學年度財務報告.pdf,110學年度,延後托育收入,-,"173,520","173,520",-,
N01安溪_110學年度財務報告.pdf,110學年度,延後托育收入退費,-,"(10,620)","(10,620)",-,
N01安溪_110學年度財務報告.pdf,110學年度,利息收入,-,"43,296","43,296",-,
N01安溪_110學年度財務報告.pdf,110學年度,其他收入,-,"1,086,345","1,086,345",-,
N01安溪_110學年度財務報告.pdf,110學年度,支出,"10,132,904","11,066,312","933,408",109,
N01安溪_110學年度財務報告.pdf,110學年度,人事費,"7,645,622","6,763,467","(882,155)",88,
N01安溪_110學年度財務報告.pdf,110學年度,園長及教保服務人員薪資（含職務加給）,"4,321,755","4,015,475","(306,280)",93,
N01安溪_110學年度財務報告.pdf,110學年度,學前特教師、社工人員、護理人員薪資,"516,645","510,562","(6,083)",99,
N01安溪_110學年度財務報告.pdf,110學年度,會計、總務、廚工、清潔薪資,"1,193,144","1,092,831","(100,313)",92,
N01安溪_110學年度財務報告.pdf,110學年度,加班費,"299,088","75,163","(223,925)",25,
N01安溪_110學年度財務報告.pdf,110學年度,勞、健保費,"679,824","647,732","(32,092)",95,
N01安溪_110學年度財務報告.pdf,110學年度,保險費,"12,000","11,952",(48),100,
N01安溪_110學年度財務報告.pdf,110學年度,勞退金提撥,"330,048","306,592","(23,456)",93,
N01安溪_110學年度財務報告.pdf,110學年度,自強活動,"12,000","12,000",-,100,
N01安溪_110學年度財務報告.pdf,110學年度,健康檢查,"1,000",750,(250),75,
N01安溪_110學年度財務報告.pdf,110學年度,代課費及廚工代班費,"235,440","45,732","(189,708)",19,
N01安溪_110學年度財務報告.pdf,110學年度,資遣費,"44,678","44,678",-,100,
N01安溪_110學年度財務報告.pdf,110學年度,業務費,"676,700","300,404","(376,296)",44,
N01安溪_110學年度財務報告.pdf,110學年度,活動費,"95,000","36,885","(58,115)",39,
