檔案名稱,頁碼,科目,金額,欄位,年度,年度類別,原始年度標示
N09安興_111學年度財務報告.pdf,5,現金及銀行存款,"$ 3,830,890",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,現金及銀行存款,"$ 3,960,631",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,應收帳款淨額,"501,236",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,應收帳款淨額,"214,660",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,其他應收款,"2,077",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,其他應收款,-,資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,預付款項,"39,820",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,預付款項,-,資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,流動資產合計,"4,374,023",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,流動資產合計,"4,175,291",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,資遣費準備金,"135,733",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,資遣費準備金,"106,022",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,業務發展準備金,"3,375,000",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,業務發展準備金,"2,000,000",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,代管財產,"1,220,512",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,代管財產,"1,416,752",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,購置財產,"126,700",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,購置財產,"126,700",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,非流動資產合計,"4,857,945",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,非流動資產合計,"3,649,474",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,資產總計,"$ 9,231,968",資產,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,資產總計,"$ 7,824,765",資產,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,應付帳款,"$ 38,111",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,應付帳款,"$ 114,851",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,其他應付款,"1,160,516",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,其他應付款,"1,228,124",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,預收款項,"1,484,908",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,預收款項,"1,383,480",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,流動負債合計,"2,683,535",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,流動負債合計,"2,726,455",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,資遣費準備,"135,733",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,資遣費準備,"106,022",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,業務發展準備,"3,375,000",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,業務發展準備,"2,000,000",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,應付代管財產,"1,220,512",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,應付代管財產,"1,416,752",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,應付購置財產,"126,700",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,應付購置財產,"126,700",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,非流動負債合計,"4,857,945",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,非流動負債合計,"3,649,474",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,負債總額,"7,541,480",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,負債總額,"6,375,929",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,累積餘絀,"1,448,836",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,累積餘絀,"840,053",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,本期餘絀,"241,652",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,本期餘絀,"608,783",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,餘絀總額,"1,690,488",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,餘絀總額,"1,448,836",負債及淨值,110學年度,前一年度,111年7月31日
N09安興_111學年度財務報告.pdf,5,負債及餘絀總計,"$ 9,231,968",負債及淨值,111學年度,本年度,112年7月31日
N09安興_111學年度財務報告.pdf,5,負債及餘絀總計,"$ 7,824,765",負債及淨值,110學年度,前一年度,111年7月31日
