檔案名稱,頁碼,報告學年度,科目,金額,原始年度標示
N09安興_111學年度財務報告.pdf,6,111學年度,教保費收入,"6,981,806",111
N09安興_111學年度財務報告.pdf,6,111學年度,教保費收入減項,"(24,171)",111
N09安興_111學年度財務報告.pdf,6,111學年度,延後托育收入淨額,"650,220",111
N09安興_111學年度財務報告.pdf,6,111學年度,利息收入,"41,897",111
N09安興_111學年度財務報告.pdf,6,111學年度,其他收入,"1,475,690",111
N09安興_111學年度財務報告.pdf,6,111學年度,收入合計,"9,125,442",111
N09安興_111學年度財務報告.pdf,6,111學年度,人事費,"4,104,465",111
N09安興_111學年度財務報告.pdf,6,111學年度,業務費,"356,779",111
N09安興_111學年度財務報告.pdf,6,111學年度,材料費,"798,212",111
N09安興_111學年度財務報告.pdf,6,111學年度,維護費,"136,426",111
N09安興_111學年度財務報告.pdf,6,111學年度,修繕購置費,"68,974",111
N09安興_111學年度財務報告.pdf,6,111學年度,公共事務管理費,"72,360",111
N09安興_111學年度財務報告.pdf,6,111學年度,雜支,"3,487",111
N09安興_111學年度財務報告.pdf,6,111學年度,行政管理費,"147,220",111
N09安興_111學年度財務報告.pdf,6,111學年度,業務發展費,"1,375,000",111
N09安興_111學年度財務報告.pdf,6,111學年度,延後托育支出,"345,177",111
N09安興_111學年度財務報告.pdf,6,111學年度,其他支出,"1,475,690",111
N09安興_111學年度財務報告.pdf,6,111學年度,支出合計,"8,883,790",111
N09安興_111學年度財務報告.pdf,6,111學年度,本期稅前餘絀,"241,652",111
N09安興_111學年度財務報告.pdf,6,111學年度,所得稅費用,-,111
N09安興_111學年度財務報告.pdf,6,111學年度,本期稅後餘絀,"241,652",111
